"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6416,"+26",266,"-8",38.668,"+0.206",40,1,6416,925,38.668
2,"=","NICKI MINAJ Super Bass",4627,"+95",642,"+13",24.86,"+0.579",40,2,4627,720,24.86
3,"+1","KELLY ROWLAND Motivation f/Lil Wayne",4367,"+47",375,"-29",23.915,"+0.210",40,3,4367,628,23.915
4,"-1","WIZ KHALIFA Roll Up",4348,"-81",-649,"-16",23.27,"-0.630",40,2,5325,315,32.656
5,"=","BIG SEAN My Last f/Chris Brown",4311,"+43",312,"-2",26.314,"+0.299",40,5,4311,381,26.314
6,"=","LUPE FIASCO The Show Goes On",4232,"-25",-494,"+73",24.881,"+0.037",40,1,5598,489,32.494
7,"=","CHRIS BROWN She Ain't You",4006,"+29",257,"-25",22.024,"+0.270",40,7,4006,422,22.024
8,"+1","CHRIS BROWN Look At Me Now",3838,"-33",-362,"+66",29.317,"+0.232",40,1,6273,56,40.795
9,"-1","KATY PERRY E.T.",3820,"-71",-549,"+6",23.754,"-0.350",40,2,5377,248,30.339
10,"=","BLACK EYED PEAS Just Can't Get Enough",3682,"-99",-467,"-89",20.804,"-0.458",40,5,4213,554,22.792
11,"=","LMFAO Party Rock Anthem",3406,"+140",928,"+70",21.553,"+0.796",40,11,3406,928,21.553
12,"=","MIGUEL Sure Thing",3259,"-1",197,"-56",17.132,"-0.062",40,11,3261,446,17.327
13,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3214,"+67",621,"-45",20.168,"+0.500",32,12,3214,821,20.168
14,"=","LIL WAYNE How To Love",2993,"+101",909,"-36",17.851,"+0.812",20,14,2993,984,17.851
15,"=","JEREMIH Down On Me f/50 Cent",2776,"-35",-326,"+33",19.894,"-0.384",40,4,5155,0,34.731
16,"+1","ADELE Rolling In The Deep",2280,"+64",396,"+12",13.408,"+0.266",38,16,2280,450,13.408
17,"+1","RIHANNA Man Down",2098,"+15",83,"-13",14.447,"+0.123",40,17,2098,380,14.447
18,"+1","YC Racks f/Future",1912,"-46",-476,"+45",10.881,"-0.142",40,10,3036,347,15.983
19,"+2","JASON DERULO Don't Wanna Go Home",1910,"+17",146,"+0",8.782,"+0.144",37,19,1910,471,8.782
20,"=","BRUNO MARS Lazy Song",1870,"-24",-131,"-16",10.337,"-0.148",40,16,2039,204,11.32
21,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",1858,"+8",195,"-21",12.373,"-0.114",40,21,1858,316,12.749
22,"+1","BRITNEY SPEARS Till The World Ends",1661,"-9",-116,"+7",9.483,"+0.042",40,17,2345,361,13.18
23,"+1","RIHANNA S&M",1563,"-41",-248,"-13",7.406,"-0.185",40,7,3766,0,20.609
24,"+1","JENNIFER LOPEZ F/PITBULL On The Floor",1537,"-28",-292,"-2",10.286,"-0.102",40,16,2302,134,13.81
25,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1283,"+6",70,"-34",5.137,"+0.104",35,25,1283,367,5.137
26,"+3","FRANK OCEAN Novacane",1224,"+55",305,"+28",7.322,"+0.235",26,26,1224,305,7.322
27,"+1","TREY SONGZ Unusual f/Drake",1217,"+33",171,"+30",9.96,"+0.451",36,27,1217,280,9.96
28,"+2","T-PAIN Best Love Song f/Chris Brown",1098,"+9",29,"+16",6.301,"+0.054",40,27,1098,105,6.301
29,"+3","BEYONCE Best Thing I Never Had",1025,"+65",429,"-5",4.567,"+0.302",12,29,1025,438,4.567
30,"+1","LLOYD Cupid",1013,"-4",64,"-4",3.906,"-0.081",40,30,1028,212,4.037
31,"+2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",812,"-5",-12,"+2",2.783,"+0.033",40,31,858,160,3.179
32,"+2","ACE HOOD Hustle Hard",786,"+4",5,"+12",6.184,"+0.224",40,26,1088,210,6.734
33,"+2","LADY GAGA The Edge Of Glory",784,"+8",30,"-10",3.59,"-0.005",26,33,784,189,3.628
34,"+2","NEW BOYZ Better With the Lights Off",782,"+16",106,"-2",3.19,"+0.215",22,34,782,162,3.19
35,"+2","DEV In The Dark",765,"+24",74,"+1",3.242,"+0.003",23,35,765,182,3.242
36,"+2","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",706,"+8",43,"-6",3.286,"+0.084",29,36,706,223,3.286
37,"+2","KERI HILSON Lose Control (Let Me Down)",684,"-8",-41,"-21",2.017,"-0.019",32,36,733,172,2.456
38,"+2","NICOLE SCHERZINGER Right There",681,"+14",51,"+9",2.258,"+0.000",21,38,681,326,2.276
39,"+3","KATY PERRY Last Friday Night (T.G.I.F.)",618,"+23",236,"-25",3.663,"+0.112",8,39,618,306,3.663
40,"+3","BIG K.R.I.T. Country Sh**",617,"+22",146,"+13",3.208,"+0.064",14,40,617,146,3.208
41,"=","TINIE TEMPAH Written In The Stars",595,"-36",-264,"-20",4.013,"-0.347",40,15,2441,115,10.477
42,"+2","KE$HA Blow",563,"-29",-155,"-4",4.419,"-0.266",40,27,1069,76,7.374
43,"+3","AFROJACK Take Over Control f/Eva Simons",507,"+15",113,"+9",5.665,"+0.062",26,43,507,124,5.665
44,"+4","MARSHA AMBROSIUS Far Away",419,"-26",-48,"-26",2.334,"-0.155",19,44,471,89,2.743
45,"+4","TYGA Far Away f/Chris Richardson",365,"+4",69,"-2",2.088,"-0.014",4,45,365,72,2.102
46,"+4","RICK ROSS 9 Piece f/Lil Wayne",337,"+9",4,"+16",3.672,"-0.155",8,46,345,30,4.136
47,"--","WIZ KHALIFA On My Level f/Too Short",323,"--",1,"--",2.325,"--",1,47,323,1,2.325
48,"--","DJ FELLI FEL Boomerang f/Akon/Pitbull/Du...",312,"--",-19,"--",2.555,"--",6,48,362,45,2.835
49,"--","T-PAIN Booty Wurk (One Cheek At A...",305,"--",75,"--",1.877,"--",1,49,305,75,1.877
50,"--","REJ3CTZ Cat Daddy",298,"--",-18,"--",2.272,"--",1,50,298,0,2.272
