"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6296,-27,-166,-27,38.006,-0.146,52,1,6478,925,38.999
2,"=","NICKI MINAJ Super Bass",5976,53,646,-84,32.438,0.319,52,2,5976,904,32.438
3,"=","KELLY ROWLAND Motivation f/Lil Wayne",5056,66,410,36,27.331,0.691,52,3,5056,628,27.331
4,"=","LMFAO Party Rock Anthem",4840,98,730,-6,29.282,0.585,52,4,4840,1062,29.282
5,"=","BIG SEAN My Last f/Chris Brown",4647,20,187,-15,27.823,0.291,52,4,4647,381,27.823
6,"=","LIL WAYNE How To Love",4271,59,636,-60,24.476,0.239,32,6,4271,984,24.476
7,"=","CHRIS BROWN She Ain't You",3923,-46,-116,-39,21.086,-0.33,52,5,4046,422,22.024
8,"=","DJ KHALED I'm On One f/Drake, Rick Ross",3903,32,381,-26,25.239,0.441,44,8,3903,821,25.239
9,"+1","MIGUEL Sure Thing",3423,28,92,39,18.151,0.125,52,9,3423,446,18.166
10,"-1","LUPE FIASCO The Show Goes On",3357,-95,-593,-39,21.207,-0.889,52,1,5598,489,32.494
11,"=","KATY PERRY E.T.",3080,-70,-422,-12,20.221,-0.415,52,2,5377,248,30.339
12,"=","WIZ KHALIFA Roll Up",3031,-97,-824,-4,16.91,-0.455,52,2,5325,315,32.656
13,"=","CHRIS BROWN Look At Me Now",3017,-50,-447,44,25.951,-0.031,52,1,6273,56,40.795
14,"=","BLACK EYED PEAS Just Can't Get Enough",2667,-64,-604,-13,17.256,-0.117,52,5,4213,554,22.792
15,"+1","LUPE FIASCO Out Of My Head f/Trey Songz",2422,42,355,-16,15.061,0.232,52,15,2422,374,15.061
16,"-1","JEREMIH Down On Me f/50 Cent",2390,-32,-190,9,16.41,-0.337,52,4,5155,0,34.731
17,"+1","RIHANNA Man Down",2383,20,149,-6,14.376,-0.268,52,17,2383,380,14.98
18,"-1","ADELE Rolling In The Deep",2338,-33,-21,-31,13.196,0.049,50,16,2377,450,13.832
19,"=","JASON DERULO Don't Wanna Go Home",2137,21,110,6,9.749,0.131,49,18,2137,471,9.749
20,"=","FRANK OCEAN Novacane",1635,22,214,-23,9.114,0.151,38,20,1635,309,9.114
