"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","DRAKE Headlines",5630,-17,-118,0,38.278,0.097,103,"--",1,5872,689,39.084
2,"=","JAY Z & KANYE WEST N***** In Paris",5134,99,539,28,34.442,0.374,74,"24",2,5134,668,34.442
3,"+1","RIHANNA We Found Love f/Calvin Harris",5124,124,738,-2,30.287,0.759,51,"3",3,5124,796,30.287
4,"+1","J. COLE Workout",5046,58,461,-43,30.367,0.44,116,"33",3,5046,777,30.367
5,"-2","LIL WAYNE She Will f/Drake",4971,-46,-300,32,31.514,0.025,92,"76",2,5364,679,33.166
6,"=","LMFAO Sexy And I Know It",4437,72,367,30,26.297,0.522,62,"6",6,4437,738,26.297
7,"=","T-PAIN 5 O'clock f/Wiz Khalifa",4253,6,88,-51,23.768,0.375,56,"14",6,4253,700,23.768
8,"=","DAVID GUETTA Without You f/Usher",3611,93,405,60,17.683,0.366,74,"10",8,3611,465,17.683
9,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",3213,20,76,2,20.466,0.232,98,"17",9,3213,373,20.466
10,"-1","DEV In The Dark",3080,-182,-1084,-73,17.004,-0.754,173,"49",3,4584,573,26.046
11,"=","NICKI MINAJ Fly f/Rihanna",2913,-125,-657,-97,13.584,-0.525,85,"47",7,3598,526,17.841
12,"+1","BIG SEAN Dance (A$$)",2522,88,414,22,14.165,0.389,40,"--",12,2522,602,14.165
13,"-1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2414,-43,-247,-2,15.418,-0.273,67,"13",12,2915,617,17.54
14,"=","FLO RIDA Good Feeling",2221,38,306,-30,12.372,0.358,51,"9",14,2221,474,12.372
15,"=","ACE HOOD Body 2 Body f/Chris Brown",2132,-14,77,-33,12.727,-0.221,96,"--",15,2146,251,12.948
16,"+1","WALE That Way f/Jeremih & Rick Ross",2076,-9,49,-23,12.92,0.05,107,"--",16,2091,296,12.92
17,"-1","LIL WAYNE How To Love",2059,-50,-484,58,12.798,-0.348,170,"88",1,6857,984,40.803
18,"=","DRAKE Make Me Proud f/Nicki Minaj",2047,66,350,4,12.488,0.484,25,"--",18,2047,605,12.488
19,"=","JASON DERULO It Girl",1986,29,58,37,10.389,0.09,87,"28",18,1986,232,10.389
20,"=","BAD MEETS EVIL Lighters f/Bruno Mars",1862,-74,-598,5,10.565,-0.341,150,"130",2,5657,850,32.913
21,"=","BIG SEAN Marvin & Chardonnay",1668,-57,-425,-8,10.436,-0.077,121,"119",6,3620,589,19.661
22,"=","BRUNO MARS It Will Rain",1553,37,169,12,7.223,0.195,37,"8",22,1553,353,7.223
23,"=","BEYONCE Party f/Kanye & Andre",1539,69,379,34,11.872,0.276,44,"235",23,1539,379,11.872
24,"=","ADELE Someone Like You",1397,-4,-11,-24,11.906,-0.065,48,"7",22,1422,354,12.408
25,"=","BEYONCE Countdown",1305,17,178,28,5.701,0.015,39,"90",24,1305,349,5.701
26,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1239,-32,-242,-17,8.58,0.024,87,"19",19,1711,336,11.123
27,"=","PITBULL F/CHRIS BROWN International Love",1173,7,71,-4,4.415,-0.012,32,"117",27,1173,314,4.427
28,"=","B.O.B Strange Clouds f/Lil Wayne",1042,30,316,-18,5.165,0.046,25,"94",28,1042,334,5.165
29,"=","ROSCOE DASH Good Good Night",984,19,148,15,4.7,0.039,25,"180",28,984,223,4.7
30,"=","RICK ROSS You The Boss f/Nicki Minaj",848,27,136,12,4.595,0.067,25,"159",30,848,163,4.595
31,"+1","WALE Lotus Flower Bomb f/Miguel",817,63,295,43,5.895,0.311,11,"--",31,817,295,5.895
32,"-1","CHRIS BROWN Wet The Bed",755,-31,-195,-12,5.405,0.026,80,"296",28,974,139,6.89
33,"+1","BEI MAEJOR Trouble f/J. Cole",724,13,58,-3,2.518,0.096,53,"204",33,724,173,2.518
34,"+6","RIHANNA You Da One",721,135,721,135,6.29,0.83,4,"--",34,721,721,6.29
35,"-2","LIL WAYNE Mirror f/Bruno Mars",706,-6,83,-54,2.705,-0.047,13,"224",33,712,323,2.752
36,"-1","MINDLESS BEHAVIOR Mrs. Right f/Diggy Sim...",654,-24,-152,-17,3.868,-0.126,78,"223",27,1107,240,5.099
37,"=","DRAKE Marvin's Room",647,-6,-162,46,5.012,0.194,128,"--",17,2253,456,16.484
38,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",634,30,215,19,4.001,0.131,11,"--",38,634,215,4.001
39,"-3","FOSTER THE PEOPLE Pumped Up Kicks",626,-35,-147,-27,4.44,-0.126,74,"12",32,972,213,6.348
40,"+1","TIMBALAND Pass At Me f/Pitbull",610,27,152,16,2.846,0.201,16,"412",40,610,152,2.846
41,"+3","TYGA Still Got It f/Drake",593,28,272,-10,3.165,0.037,5,"677",41,593,282,3.165
42,"=","JAY Z & KANYE WEST Otis f/Otis Redding",592,13,-32,49,7.929,0.005,116,"142",9,3026,689,20.091
43,"-5","RIHANNA Cheers (Drink To That)",581,-26,-222,11,3.344,-0.183,109,"71",7,3707,697,16.853
44,"+1","DRAKE The Motto f/Lil Wayne",566,26,212,10,5.589,0.018,6,"4",44,566,266,5.589
45,"+1","KATY PERRY The One That Got Away",549,10,58,4,3.371,0.111,18,"11",44,549,144,3.371
46,"-3","MIGUEL Quickie",535,-39,-210,-34,4.199,-0.196,119,"524",18,1990,295,10.351
47,"=","MEEK MILL Ima Boss f/Rick Ross",532,-6,-35,-4,6.423,0.14,81,"385",39,600,75,6.831
48,"=","FUTURE Tony Montana",524,-1,13,3,3.645,0.002,20,"--",42,529,90,4.444
49,"+1","RED CAFE Fly Together f/Rick Ross",436,-9,-45,-17,5.318,-0.254,18,"582",45,487,103,5.961
50,"-1","BIRDMAN Y.U. Mad f/Nicki Minaj",426,-26,-127,-35,1.304,-0.041,29,"--",41,553,140,2.236
