"Title","Artist","Spins"
"Truffle Butter f/Drake...","NICKI MINAJ",6517
"Time Of Our Lives f/Ne-Yo","PITBULL",5852
"Ayo","CHRIS BROWN & TYGA",5765
"Somebody f/Jeremih","NATALIE LA ROSE",5308
"Uptown Funk f/Bruno Mars","MARK RONSON",4854
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",4461
"Earned It","THE WEEKND",3500
"She Knows f/Juicy J","NE-YO",3455
"Apparently","J. COLE",3335
"GDFR f/Sage The Gemini","FLO RIDA",3146
"I Don't Mind f/Juicy J","USHER",3117
"Not For Long f/Trey Songz","B.O.B",2784
"Tho Sum Mo f/Nicki Minaj","RAE SREMMURD",2567
"7/11","BEYONCE",2089
"Blessings f/Drake","BIG SEAN",1941
"Only f/Drake, Lil Wayne","NICKI MINAJ",1915
"Hotel f/Chris Brown","KID INK",1889
"One Last Time","ARIANA GRANDE",1818
"Good Lovin f/Miguel","LUDACRIS",1720
"Trampoline","KALIN & MYLES",1589
"Jealous","NICK JONAS",1580
"Thinking Out Loud","ED SHEERAN",1564
"Trap Queen","FETTY WAP",1278
"Open Wide f/Big Sean","CALVIN HARRIS",1253
"All Day f/A.Kingd./P.McCartney","KANYE WEST F/T.LONDON",1166
"Sugar","MAROON 5",1043
"All Hands On Deck","TINASHE",891
"Style","TAYLOR SWIFT",885
"Chains","NICK JONAS",881
"Slow Motion","TREY SONGZ",859
"I Bet","CIARA",804
"Private Show f/Chris Brown","T.I.",788
"I'm Not The Only One","SAM SMITH",761
"Post To Be f/Chris Brown&Jhene","OMARION",705
"Want To Want Me","JASON DERULO",701
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",688
"Outside f/Ellie Goulding","CALVIN HARRIS",659
"How About Now","DRAKE",639
"Backflip f/YG & IAMSU","CASEY VEGGIES",624
"Don't Kill The Fun","SEVYN STREETER",624
"Schemin' Up f/Drake & P. Reign","OB O'BRIEN",621
"Mind Right","TK N CASH",615
"Blank Space","TAYLOR SWIFT",588
"Worth It f/Kid Ink","FIFTH HARMONY",540
"Can't Trust Thots f/F. Montana","WASH",536
"Love Me Like You Do","ELLIE GOULDING",533
"Feeling Myself f/Beyonce","NICKI MINAJ",523
"Double Tap f/2 Chainz","JORDIN SPARKS",490
"I Need Your Love","SHAGGY F/MOHOMBI/FAYDEE/COSTI",472
"The Body f/Jeremih","WALE",469
