"Title","Artist","Spins"
"Hold On We're Goi...","DRAKE",7059
"Royals","LORDE",5748
"Love More f/Nicki...","CHRIS BROWN",5162
"Holy Grail f/Just...","JAY Z",5156
"White Walls f/ScH...","MACKLEMORE & RYAN...",4127
"Beware f/Lil Wayn...","BIG SEAN",3691
"Give It 2 U f/Ken...","ROBIN THICKE",3242
"Crooked Smile","J. COLE",3116
"Right There f/Big...","ARIANA GRANDE",2849
"Gas Pedal","SAGE THE GEMINI",2734
"Gorilla","BRUNO MARS",2667
"Headband  f/2 Cha...","B.O.B",2577
"Tom Ford","JAY Z",2551
"TKO","JUSTIN TIMBERLAKE",2534
"I Luv This Sh*t","AUGUST ALSINA",2465
"Wake Me Up","AVICII",2242
"Roar","KATY PERRY",2055
"The Monster f/Rih...","EMINEM",1984
"Wrecking Ball","MILEY CYRUS",1899
"23 f/Miley Cyrus,...","MIKE WILL MADE-IT",1829
"All Me f/2 Chainz...","DRAKE",1713
"Applause","LADY GAGA",1563
"Show Me f/Chris B...","KID INK",1295
"Old School Love f...","LUPE FIASCO",1225
"Bounce It f/Wale ...","JUICY J",1183
"Marry Me","JASON DERULO",1136
"Summertime Sadnes...","LANA DEL REY",1115
"It Won't Stop","SEVYN STREETER",1043
"What Now","RIHANNA",1025
"Honest","FUTURE",1024
"Up Down (Do This ...","T-PAIN",848
"I Wanna Be With Y...","DJ KHALED",805
"Type Of Way","RICH HOMIE QUAN",793
"Clappers f/Nicki ...","WALE",773
"Paranoid","TY DOLLA $IGN",710
"Collard Greens f/...","SCHOOLBOY Q",708
"Timber f/Ke$ha","PITBULL",652
"Slow Down","SELENA GOMEZ",635
"Sorry f/Big Sean","NAYA RIVERA",584
"V.S.O.P.","K. MICHELLE",564
"Berzerk","EMINEM",551
"Change Your Life ...","IGGY AZALEA",526
"Stay The Night f/...","ZEDD",495
"Wait For A Minute","TYGA F/JUSTIN BIE...",477
"Lolly f/Justin Bi...","MAEJOR ALI",455
"Do What U Want f/...","LADY GAGA",443
"Memories Back The...","HUSTLE GANG F/T.I...",409
"My Hitta f/Jeezy,...","YG",358
"See Me","TECH N9NE",327
"Unconditionally","KATY PERRY",322
