"Title","Artist","Spins"
"Black Widow f/Rita Ora","IGGY AZALEA",6280
"No Mediocre f/Iggy Azalea","T.I.",6097
"Don't Tell 'Em f/YG","JEREMIH",5986
"New Flame f/Usher & Rick Ross","CHRIS BROWN",5508
"0 To 100/The Catch Up","DRAKE",4366
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",4117
"Anaconda","NICKI MINAJ",3384
"i","KENDRICK LAMAR",3315
"Studio f/BJ The Chicago Kid","SCHOOLBOY Q",3007
"24 Hours","TEEFLII",2765
"You And Your Friends","WIZ KHALIFA F/SNOOP & TY DOLLA",2669
"All About That Bass","MEGHAN TRAINOR",2630
"Lifestyle f/Young Thug","RICH GANG",2241
"Flawless","BEYONCE",2175
"Trumpets","JASON DERULO",1816
"That's Me Right There","JASMINE V",1815
"Stay With Me","SAM SMITH",1747
"Hold You Down f/C. Brown...","DJ KHALED",1693
"Body Language f/Usher/Tinashe","KID INK",1598
"Am I Wrong","NICO & VINZ",1528
"Shake It Off","TAYLOR SWIFT",1493
"Hot Boy","BOBBY SHMURDA",1402
"Latch f/Sam Smith","DISCLOSURE",1383
"I Don't F**k With You f/E-40","BIG SEAN",1308
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",1290
"Habits (Stay High)","TOVE LO",1270
"Love Me Harder","ARIANA GRANDE & THE WEEKND",1219
"Bend Ova f/Tyga","LIL JON",1173
"Rich f/August Alsina","KIRKO BANGZ",1148
"Rather Be f/Jess Glynne","CLEAN BANDIT",1092
"Tuesday f/Drake","I LOVE MAKONNEN",1036
"L.A.LOVE (la la)","FERGIE",1012
"Certified Freak","BABY BASH",971
"Break Free f/Zedd","ARIANA GRANDE",971
"Blame f/John Newman","CALVIN HARRIS",939
"About The Money f/Young Thug","T.I.",895
"Pretend f/A$AP Rocky","TINASHE",825
"Boom Clap","CHARLI XCX",661
"Waves","MR PROBZ",618
"Love Robbery","KALIN & MYLES",595
"Handsome And Wealthy","MIGOS",594
"She Knows f/Juicy J","NE-YO",564
"Bailando f/D.Bueno/S.Paul/GDZ","ENRIQUE IGLESIAS",562
"Don't","ED SHEERAN",561
"Fireball f/John Ryan","PITBULL",560
"Closer","MIKE STUD",534
"Don't Panic","FRENCH MONTANA",507
"Often","THE WEEKND",476
"Or Nah f/Problem, Too Short","GAME",454
"Red Cup f/T-Pain/Kid Ink/B.o.B","E-40",441
