"Title","Artist","Spins"
"Happy","PHARRELL WILLIAMS",6296
"Talk Dirty f/2 Chainz","JASON DERULO",6010
"Drunk In Love f/Jay Z","BEYONCE",5208
"Dark Horse","KATY PERRY",5190
"Show Me f/Chris Brown","KID INK",4394
"Loyal f/Lil' Wayne","CHRIS BROWN",4371
"Na Na","TREY SONGZ",3759
"All Of Me","JOHN LEGEND",3730
"Team","LORDE",3705
"Paranoid","TY DOLLA $IGN",3389
"The Man","ALOE BLACC",2612
"Partition","BEYONCE",2457
"My Hitta f/Jeezy,RichHomieQuan","YG",2410
"Turn Down For What","DJ SNAKE & LIL JON",2328
"Part II (On The Run) f/Beyonce","JAY Z",2228
"The Monster f/Rihanna","EMINEM",2122
"Red Nose (Pitbull)","SAGE THE GEMINI",1983
"The Worst","JHENE AIKO",1781
"Ride","SOMO",1447
"Feelin' Myself f/Miley Cyrus","WILL.I.AM",1342
"Trophies f/Drake","YOUNG MONEY",1182
"Timber f/Ke$ha","PITBULL",1167
"Animals","MARTIN GARRIX",1164
"John Doe f/Priscilla","B.O.B",1161
"#SELFIE","THE CHAINSMOKERS",1085
"Headlights","EMINEM",1076
"Fragile","TECH N9NE",1025
"They Don't Know","RICO LOVE",1019
"The Illest f/Riff Raff","FAR EAST MOVEMENT",1016
"Stoner","YOUNG THUG",897
"Counting Stars","ONEREPUBLIC",886
"Man Of The Year","SCHOOLBOY Q",801
"Who Do You Love f/Drake","YG",788
"Fancy","IGGY AZALEA",744
"Burn","ELLIE GOULDING",710
"The Language","DRAKE",671
"You're Mine (Eternal)","MARIAH CAREY",640
"Crazy","KAT DAHLIA",633
"Double Cup f/Jeezy, Ludacris","DJ INFAMOUS",604
"Young Girls","BRUNO MARS",595
"Main Chick f/Chris Brown","KID INK",583
"Not A Bad Thing","JUSTIN TIMBERLAKE",506
"I Don't Want Her f/Problem","ERIC BELLINGER",496
"Party Girls f/Wiz & Jeremih","LUDACRIS",488
"La La La f/Sam Smith","NAUGHTY BOY",483
"Move That Doh f/Pharrell","FUTURE",467
"2AM","ADRIAN MARCEL",466
"Can't Remember To Forget You","SHAKIRA F/RIHANNA",463
"Can't Raise A Man","K. MICHELLE",438
"V. 3005","CHILDISH GAMBINO",417
