"Title","Artist","Spins"
"Drunk In Love f/Jay Z","BEYONCE",6249
"Dark Horse","KATY PERRY",5648
"Happy","PHARRELL WILLIAMS",5534
"Talk Dirty f/2 Chainz","JASON DERULO",5428
"Show Me f/Chris Brown","KID INK",4948
"Paranoid","TY DOLLA $IGN",4209
"My Hitta f/Jeezy,RichHomieQuan","YG",3618
"Loyal f/Lil' Wayne","CHRIS BROWN",3610
"Team","LORDE",3537
"Na Na","TREY SONGZ",3039
"The Monster f/Rihanna","EMINEM",2865
"All Of Me","JOHN LEGEND",2809
"Ride","SOMO",2693
"Red Nose (Pitbull)","SAGE THE GEMINI",2434
"The Man","ALOE BLACC",2270
"They Don't Know","RICO LOVE",1798
"Timber f/Ke$ha","PITBULL",1775
"Part II (On The Run) f/Beyonce","JAY Z",1759
"Turn Down For What","DJ SNAKE & LIL JON",1641
"Partition","BEYONCE",1466
"The Worst","JHENE AIKO",1326
"The Language","DRAKE",1164
"Young Girls","BRUNO MARS",1087
"Burn","ELLIE GOULDING",987
"Animals","MARTIN GARRIX",976
"Counting Stars","ONEREPUBLIC",914
"The Illest f/Riff Raff","FAR EAST MOVEMENT",913
"Feelin' Myself f/Miley Cyrus","WILL.I.AM",898
"John Doe f/Priscilla","B.O.B",877
"Fragile","TECH N9NE",849
"Thinking About You","CALVIN HARRIS",712
"Man Of The Year","SCHOOLBOY Q",673
"O.G. Bobby Johnson","QUE",662
"#SELFIE","THE CHAINSMOKERS",630
"Stay The Night f/H. Williams","ZEDD",621
"Can't Remember To Forget You","SHAKIRA F/RIHANNA",586
"Do What U Want f/R. Kelly","LADY GAGA",572
"Stoner","YOUNG THUG",527
"You're Mine (Eternal)","MARIAH CAREY",523
"Headlights","EMINEM",522
"She Knows","J. COLE",511
"Double Cup f/Jeezy, Ludacris","DJ INFAMOUS",500
"Crazy","KAT DAHLIA",474
"I Don't Want Her f/Problem","ERIC BELLINGER",469
"La La La f/Sam Smith","NAUGHTY BOY",463
"Can't Raise A Man","K. MICHELLE",454
"Party Girls f/Wiz & Jeremih","LUDACRIS",451
"Trophies f/Drake","YOUNG MONEY",440
"Who Do You Love f/Drake","YG",376
"Kiss It f/Sage The Gemini","DEV",327
