"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA We Found Love f/Calvin Harris",5746,75,745,-54,34.227,0.611,57,"2",1,5746,839,34.227
2,"=","DRAKE Headlines",5489,-41,-159,-77,38.231,-0.048,109,"19",1,5872,689,39.084
3,"=","JAY Z & KANYE WEST N***** In Paris",5418,43,382,-50,35.663,0.355,80,"21",2,5418,668,35.663
4,"=","J. COLE Workout",5256,51,268,-10,32.746,0.438,122,"30",3,5256,777,32.746
5,"=","LMFAO Sexy And I Know It",4693,54,328,-16,27.829,0.064,68,"1",5,4693,738,27.829
6,"=","LIL WAYNE She Will f/Drake",4492,-71,-526,18,29.798,-0.196,98,"77",2,5364,679,33.166
7,"=","T-PAIN 5 O'clock f/Wiz Khalifa",4412,56,165,38,25.996,0.667,62,"16",6,4412,700,25.996
8,"=","DAVID GUETTA Without You f/Usher",4004,49,486,-47,19.786,0.312,80,"9",8,4004,544,19.786
9,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",3164,-66,-30,-102,20.419,-0.542,104,"8",9,3271,373,21.12
10,"=","BIG SEAN Dance (A$$)",2966,33,532,-57,17.372,0.349,46,"32",10,2966,605,17.372
11,"=","FLO RIDA Good Feeling",2643,92,459,51,15.002,0.555,57,"5",11,2643,474,15.002
12,"=","DRAKE Make Me Proud f/Nicki Minaj",2491,56,510,-11,14.609,0.264,31,"--",12,2491,605,14.609
13,"=","DEV In The Dark",2300,-106,-963,63,13.58,-0.353,179,"59",3,4584,573,26.046
14,"=","NICKI MINAJ Fly f/Rihanna",2244,-100,-794,6,10.861,-0.389,91,"28",7,3598,526,17.841
15,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2150,-27,-307,18,14.381,-0.049,73,"7",12,2915,617,17.54
16,"=","ACE HOOD Body 2 Body f/Chris Brown",2060,-17,-86,-34,10.375,-0.446,102,"--",15,2146,251,12.948
17,"=","WALE That Way f/Jeremih & Rick Ross",2036,-3,-49,3,13.053,0.154,113,"--",16,2091,296,13.053
18,"=","JASON DERULO It Girl",2007,-12,49,-30,9.922,-0.173,93,"27",18,2019,232,10.389
19,"+1","BEYONCE Party f/Kanye & Andre",1794,63,324,11,13.046,0.239,50,"276",19,1794,395,13.046
20,"-1","BRUNO MARS It Will Rain",1791,36,275,-4,9.104,0.185,43,"3",19,1791,353,9.104
21,"=","BIG SEAN Marvin & Chardonnay",1428,-37,-298,14,9.227,-0.113,127,"137",6,3620,589,19.661
22,"=","ADELE Someone Like You",1417,6,16,4,11.653,-0.029,54,"6",22,1422,354,12.408
23,"+3","RIHANNA You Da One",1275,123,688,29,7.23,0.421,10,"29",23,1275,886,7.255
24,"=","B.O.B Strange Clouds f/Lil Wayne",1269,32,256,-18,6.5,0.19,31,"90",24,1269,334,6.5
25,"-2","BEYONCE Countdown",1202,-41,-86,-73,4.928,-0.306,45,"80",23,1305,349,5.701
26,"-1","PITBULL F/CHRIS BROWN International Love",1191,14,25,14,4.713,0.14,38,"94",25,1191,314,4.713
27,"+1","WALE Lotus Flower Bomb f/Miguel",1124,47,370,-6,7.59,0.22,17,"--",27,1124,382,7.59
28,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",1114,-5,-158,41,8.45,-0.008,93,"25",19,1711,336,11.123
29,"=","ROSCOE DASH Good Good Night",1072,5,107,-11,5.01,-0.079,31,"185",27,1072,223,5.089
30,"=","RICK ROSS You The Boss f/Nicki Minaj",959,17,138,-5,4.79,0.062,31,"197",30,959,164,4.842
31,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",874,52,270,10,5.309,0.276,17,"--",31,874,270,5.309
32,"=","BEI MAEJOR Trouble f/J. Cole",830,25,119,15,2.873,0.077,59,"249",32,830,173,2.873
33,"=","LIL WAYNE Mirror f/Bruno Mars",800,19,88,7,3.147,0.067,19,"265",33,800,323,3.147
34,"=","TIMBALAND Pass At Me f/Pitbull",708,19,125,6,3.157,0.102,22,"335",34,708,162,3.206
35,"=","TYGA Still Got It f/Drake",676,6,111,-40,3.77,0.107,11,"--",35,676,282,3.77
36,"+1","KATY PERRY The One That Got Away",651,21,112,14,4.466,0.226,24,"4",36,651,144,4.466
37,"+1","DRAKE The Motto f/Lil Wayne",642,15,102,-14,5.686,0.189,12,"14",37,642,266,5.686
38,"-2","CHRIS BROWN Wet The Bed",632,-17,-154,7,4.809,-0.005,86,"423",28,974,139,6.89
39,"=","DRAKE Marvin's Room",553,-11,-100,18,4.237,-0.064,134,"--",17,2253,456,16.484
40,"=","FUTURE Tony Montana",530,0,5,-3,3.557,-0.008,26,"--",40,531,90,4.444
41,"=","MEEK MILL Ima Boss f/Rick Ross",509,0,-29,1,7.91,0.022,87,"492",39,600,75,7.91
42,"=","RED CAFE Fly Together f/Rick Ross",433,1,-12,8,4.051,-0.179,24,"621",42,487,103,5.961
43,"=","TAIO CRUZ Hangover f/Flo Rida",418,-5,2,-10,1.157,0.017,11,"352",43,427,109,1.605
44,"=","J. COLE Can't Get Enough f/Trey Songz",416,10,91,-7,3.415,0.092,3,"--",44,416,107,3.415
