"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","LUPE FIASCO The Show Goes On",5557,87,308,87,32.206,0.592,16,1,5557,489,32.206
2,"=","CHRIS BROWN Look At Me Now",5320,-64,-498,-5,34.398,-0.063,16,1,6273,56,40.795
3,"=","WIZ KHALIFA Roll Up",5295,-8,110,-29,32.512,-0.144,16,3,5303,315,32.656
4,"+1","PITBULL Give Me Everything f/Ne-Yo",5146,107,700,-22,29.533,0.64,16,4,5146,925,29.533
5,"-1","KATY PERRY E.T.",5060,-26,-317,-32,29.599,0.08,16,2,5377,248,30.339
6,"=","BLACK EYED PEAS Just Can't Get Enough",4038,44,150,-28,21.206,0.196,16,6,4058,554,21.206
7,"=","JEREMIH Down On Me f/50 Cent",3874,-75,-746,33,26.682,-0.667,16,4,5155,0,34.731
8,"=","BIG SEAN My Last f/Chris Brown",3347,41,221,28,18.918,0.33,16,8,3347,356,18.918
9,"=","CHRIS BROWN She Ain't You",3205,48,255,6,18.237,0.446,16,9,3205,422,18.237
10,"=","YC Racks f/Future",3031,-5,27,6,15.194,-0.05,16,10,3036,347,15.597
11,"=","KELLY ROWLAND Motivation f/Lil Wayne",3014,38,546,-58,17.09,-0.072,16,11,3014,628,17.162
12,"=","KANYE WEST All Of The Lights",2914,-44,-662,58,20.715,-0.15,16,6,4194,0,27.01
13,"+1","NICKI MINAJ Super Bass",2653,49,472,-23,13.752,0.263,16,13,2653,642,13.752
14,"-1","RIHANNA S&M",2520,-87,-684,-59,13.734,-0.56,16,7,3766,0,20.609
15,"+1","MIGUEL Sure Thing",2383,61,312,32,13.196,0.308,16,15,2383,446,13.196
16,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",2285,-78,-566,10,11.983,-0.372,16,8,3646,0,17.134
17,"+1","JENNIFER LOPEZ F/PITBULL On The Floor",2265,-20,-26,-40,13.549,0.06,16,16,2302,134,13.549
18,"-1","NICKI MINAJ Moment 4 Life f/Drake",2238,-63,-397,16,13.629,-0.373,16,11,3132,0,18.153
19,"=","BRITNEY SPEARS Till The World Ends",2196,-5,-24,-25,12.53,-0.128,16,17,2345,361,13.18
20,"=","BRUNO MARS Lazy Song",2027,7,118,-14,11.305,-0.015,16,20,2030,204,11.32
21,"=","TINIE TEMPAH Written In The Stars",1845,-76,-435,-27,9.62,-0.249,16,15,2441,115,10.477
22,"=","LMFAO Party Rock Anthem",1612,42,179,15,9.21,0.178,16,22,1612,213,9.21
23,"=","RIHANNA Man Down",1549,45,368,6,9.225,0.739,16,23,1549,380,9.225
24,"=","BEYONCE Run The World (Girls)",1304,-71,-372,-48,6.048,-0.16,16,22,1699,281,7.421
25,"=","NICKI MINAJ Did It On'em",1157,-33,-233,31,6.894,-0.232,16,18,2119,0,12.584
26,"+2","JASON DERULO Don't Wanna Go Home",1082,52,407,-16,5.313,0.323,13,26,1082,471,5.313
27,"=","LUPE FIASCO Out Of My Head f/Trey Songz",1077,30,248,-17,7.945,0.659,16,27,1077,265,7.945
28,"-2","ACE HOOD Hustle Hard",1034,-22,-36,-27,6.022,-0.21,16,26,1088,210,6.734
29,"+1","DJ KHALED I'm On One f/Drake, Rick Ross",995,70,595,-13,7.853,0.388,8,29,995,642,7.853
30,"+1","ADELE Rolling In The Deep",975,72,373,39,6.924,0.34,14,30,975,373,6.924
31,"-2","T-PAIN Best Love Song f/Chris Brown",925,-1,66,-18,5.175,0.036,16,29,926,105,5.175
32,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",797,18,224,-12,3.26,0.068,11,32,797,367,3.26
33,"-1","LIL WAYNE John f/Rick Ross",788,-22,-125,-12,6.815,0.079,16,29,960,0,7.432
34,"-1","TRAVIS PORTER Bring It Back",787,-15,-59,-10,4.127,-0.04,16,31,882,0,4.442
35,"=","KE$HA Blow",764,-6,-210,15,5.796,0.203,16,27,1069,1,6.44
36,"+2","TREY SONGZ Unusual f/Drake",750,16,237,-17,7.644,-0.057,12,36,750,280,7.71
37,"-1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",745,-1,127,-27,2.865,-0.008,16,36,746,160,2.873
38,"+1","GORILLA ZOE Twisted f/Lil Jon",724,-4,25,-2,1.995,-0.051,16,35,740,89,2.186
39,"+1","LLOYD Cupid",721,0,17,-7,3.643,-0.113,16,35,722,212,3.873
40,"-3","CEE LO GREEN F**k You (Forget You)",710,-25,-148,-6,4.2,-0.202,16,28,1003,0,6.352
41,"=","DR. DRE I Need A Doctor f/Eminem",651,-59,-572,7,3.844,-0.309,16,25,1522,0,10.679
42,"=","JAMIE FOXX Best Night Of My Life",584,17,85,0,2.356,0.089,16,42,584,139,2.356
43,"+1","KERI HILSON Lose Control (Let Me Down)",515,25,128,5,1.533,0.071,8,43,515,139,1.533
44,"-1","WAKA FLOCKA FLAME Grove St. Party f/Kebo...",482,-14,-154,18,4.175,-0.065,16,33,801,0,5.587
45,"+2","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",455,16,117,-18,2.171,0.05,5,45,455,223,2.171
46,"=","AFROJACK Take Over Control f/Eva Simons",444,0,114,-10,4.976,-0.138,5,46,444,124,5.132
47,"-2","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",439,-23,-100,-27,2.189,-0.132,16,40,549,0,2.635
48,"+1","FRANK OCEAN Novacane",419,26,125,18,4.334,0.147,2,48,419,125,4.334
49,"-1","CHRIS BROWN Beautiful People f/B. Benass...",416,-10,-53,-5,3.136,-0.111,16,45,480,98,3.885
50,"=","LADY GAGA The Edge Of Glory",391,22,147,-7,1.725,0.19,2,50,391,154,1.725
