"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",6484
"The Way f/Mac Mil...","ARIANA GRANDE",4843
"Get Lucky","DAFT PUNK",4827
"Mirrors","JUSTIN TIMBERLAKE",4559
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",4476
"Power Trip f/Migu...","J. COLE",4255
"Bad f/Tiara Thoma...","WALE",3741
"Same Love f/Mary ...","MACKLEMORE & RYAN...",3521
"Beat It f/Chris B...","SEAN KINGSTON",3323
"No New Friends","DJ KHALED F/DRAKE...",2975
"We Still In This ...","B.O.B",2960
"Treasure","BRUNO MARS",2928
"#Beautiful f/Migu...","MARIAH CAREY",2899
"B**ch, Don't Kill...","KENDRICK LAMAR",2831
"Body Party","CIARA",2726
"Rich As F**k f/2 ...","LIL WAYNE",2223
"Right Now f/David...","RIHANNA",2052
"Bubble Butt f/Bru...","MAJOR LAZER",2044
"The Other Side","JASON DERULO",1946
"Crooked Smile","J. COLE",1888
"Stay f/Mikky Ekko","RIHANNA",1458
"Tapout f/Birdman,...","RICH GANG",1404
"I Need Your Love","CALVIN HARRIS F/E...",1359
"Clarity f/Foxes","ZEDD",1163
"Reason To Hate f/...","DJ FELLI FEL",1098
"Fine China","CHRIS BROWN",1029
"Holy Grail f/Just...","JAY Z",959
"I Love It f/Charl...","ICONA POP",913
"Feds Watching f/P...","2 CHAINZ",912
"U.O.E.N.O","ROCKO",774
"Come & Get It","SELENA GOMEZ",748
"Ain't Worried Abo...","FRENCH MONTANA",710
"How Many Drinks?","MIGUEL",708
"Play Hard f/Ne-Yo...","DAVID GUETTA",699
"High School","NICKI MINAJ",669
"Bugatti f/Future ...","ACE HOOD",590
"Without Me f/Kell...","FANTASIA",563
"Mars f/Rick Ross","JAY SEAN",559
"LoveHate Thing f/...","WALE",547
"Crickets f/Jeremi...","DROP CITY YACHT C...",541
"Like Whaaat f/Bad...","PROBLEM",503
"Outta Nowhere f/D...","PITBULL",481
"We Can't Stop","MILEY CYRUS",460
"Never Should Have","ASHANTI",376
"We Outchea f/Lil ...","ACE HOOD",358
"Act Right f/Young...","YO GOTTI",355
"Beware f/Lil Wayn...","BIG SEAN",327
"Somebody Else f/N...","MARIO",320
"After Party","DORROUGH MUSIC",268
"Headband  f/2 Cha...","B.O.B",260
