"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1683,11,166,-56,8.067,0.111,32,1,1683,265,8.067
2,"=","FOO FIGHTERS Rope",1575,-48,-166,-87,10.27,-0.137,32,1,2006,128,12.051
3,"=","DEATH CAB FOR CUTIE You Are A Tourist",1554,28,168,-33,6.4,0.216,32,3,1554,226,6.53
4,"=","INCUBUS Adolescents",1410,8,105,-34,8.606,-0.044,32,4,1410,162,8.791
5,"=","AIRBORNE TOXIC EVENT Changing",1276,-7,101,-70,4.723,-0.064,32,5,1304,191,5.581
6,"=","BLACK KEYS Howlin' For You",1215,-13,74,-65,5.856,-0.034,32,2,1525,146,6.937
7,"=","SUBLIME WITH ROME Panic",1197,12,117,-40,5.669,0.111,32,7,1197,513,5.669
8,"=","MUMFORD & SONS The Cave",1179,-4,-32,-29,6.826,-0.03,32,3,1450,89,7.488
9,"=","RISE AGAINST Help Is On The Way",1122,-24,-57,-64,6.121,-0.186,32,2,1492,103,7.451
10,"=","AWOLNATION Sail",1081,-14,33,-53,4.392,-0.085,32,9,1114,130,4.715
11,"+1","SEETHER Country Song",995,9,113,-35,5.325,0.033,32,11,995,180,5.325
12,"-1","CAGE THE ELEPHANT Shake Me Down",990,-12,5,-32,6.034,-0.058,32,9,1181,47,7.17
13,"=","NAKED AND FAMOUS Young Blood",932,6,76,-36,3.53,0.028,32,13,932,135,3.563
14,"+1","COLDPLAY Every Teardrop Is A Waterfall",886,47,641,-59,5.785,0.129,9,14,886,829,6.329
15,"-1","YOUNG THE GIANT My Body",834,-11,-23,-42,3.211,-0.163,32,11,1149,54,4.668
16,"+1","SICK PUPPIES Riptide",767,0,47,-26,2.898,0.022,32,16,771,77,2.938
17,"-1","BEASTIE BOYS Make Some Noise",730,-43,-175,-60,2.163,-0.092,32,9,1232,29,4.945
18,"=","REDLIGHT KING Old Man",570,0,-5,-16,2.329,0.005,32,17,592,82,2.689
19,"+4","FOO FIGHTERS Walk",524,46,315,8,2.661,0.238,14,19,524,315,2.661
20,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",520,11,62,-12,1.823,0.027,32,19,520,99,2.155
21,"-2","LINKIN PARK Iridescent",496,-13,48,-39,2.159,-0.015,32,19,509,114,2.386
22,"=","ADELE Rolling In The Deep",495,11,12,7,3.066,0.094,32,17,522,38,3.181
23,"-2","JOY FORMIDABLE Whirring",488,-2,-4,-20,1.38,0.047,32,18,508,64,1.427
24,"=","MY CHEMICAL ROMANCE Bulletproof Heart",481,5,14,-12,1.248,-0.007,32,19,494,67,1.412
25,"=","CAGE THE ELEPHANT Around My Head",479,10,80,-17,1.711,0.083,32,24,479,123,1.711
26,"=","THREE DAYS GRACE Lost In You",433,-6,2,-21,1.496,0.003,32,18,449,56,1.496
27,"=","AVENGED SEVENFOLD So Far Away",429,10,82,-8,1.737,0.082,32,25,429,115,1.737
28,"=","TWO DOOR CINEMA CLUB What You Know",397,8,69,-12,1.415,0.045,32,25,397,81,1.415
29,"+2","311 Sunset In July",382,35,308,2,2.322,0.178,6,29,382,323,2.322
30,"-1","RISE AGAINST Make It Stop (September's.....",372,14,133,-15,1.74,0.07,14,29,372,153,1.74
32,"-2","PANIC AT THE DISCO The Ballad Of Mona Li...",342,-9,10,-32,1.588,-0.032,32,25,374,81,1.683
31,"+1","CAKE Long Time",342,8,50,-8,1.08,0.014,32,28,342,63,1.13
33,"=","NEON TREES Your Surrender",308,-4,-24,-12,0.881,0.014,32,24,398,49,1.328
34,"=","PAPA ROACH Burn",268,0,-13,-1,1.702,-0.009,32,25,405,41,2.4
35,"=","MUMFORD & SONS Roll Away Your Stone",262,13,89,6,0.753,0.036,21,35,262,89,0.753
36,"+1","BAYSIDE Sick Sick Sick",247,10,-18,5,0.618,0.02,32,31,265,39,0.639
37,"+2","KORN Get Up f/Skrillex",242,14,36,9,0.839,0.092,32,33,242,46,0.839
38,"=","TV ON THE RADIO Will Do",239,10,45,11,0.63,0.027,32,34,239,45,0.63
39,"-3","STROKES Under Cover Of Darkness",238,-3,-1,-21,0.7,0,32,18,452,41,1.234
40,"=","SIXX A.M. Lies Of The Beautiful People",209,1,30,-7,0.738,0.003,32,37,209,37,0.753
41,"=","LYKKE LI Get Some",208,0,10,-10,0.638,0.016,32,33,230,40,1.009
42,"+1","PARAMORE Monster",206,14,159,-5,1.474,0.09,4,42,206,188,1.48
43,"-1","DISTURBED Warrior",206,4,23,1,0.942,0.02,32,35,206,41,0.942
44,"=","STROKES Taken For A Fool",195,4,35,-11,0.993,0.045,18,42,195,68,0.993
45,"=","10 YEARS Fix Me",175,1,20,1,0.759,0.022,18,40,175,42,0.838
46,"=","MY MORNING JACKET Holdin On To Black Met...",173,0,34,-12,0.56,0.018,32,40,173,52,0.678
47,"=","COMPANY OF THIEVES Death Of Communicatio...",167,2,29,-8,0.432,-0.016,32,42,167,46,0.477
48,"=","MIDDLE CLASS RUT Busy Bein' Born",158,1,7,-6,0.393,0.008,28,43,158,46,0.407
49,"=","MANCHESTER ORCHESTRA April Fool",156,-1,-3,-10,0.258,0,32,39,183,23,0.34
50,"=","A DAY TO REMEMBER All Signs Point To Lau...",146,-3,14,-12,0.668,-0.021,11,47,149,42,0.689
