"Title","Artist","Spins"
"Sweater Weather","NEIGHBOURHOOD",2187
"Safe And Sound","CAPITAL CITIES",2083
"Radioactive","IMAGINE DRAGONS",1806
"Demons","IMAGINE DRAGONS",1784
"Harlem","NEW POLITICS",1664
"Get Lucky","DAFT PUNK",1316
"Up In The Air","THIRTY SECONDS TO...",1263
"My Songs Know Wha...","FALL OUT BOY",1261
"Came Back Haunted","NINE INCH NAILS",1232
"Out Of My League","FITZ & THE TANTRU...",1211
"If So","ATLAS GENIUS",1183
"Ways To Go","GROUPLOVE",1080
"Diane Young","VAMPIRE WEEKEND",1072
"Panic Station","MUSE",1039
"Royals","LORDE",979
"Castle Of Glass","LINKIN PARK",862
"Recovery","FRANK TURNER",722
"Trying To Be Cool","PHOENIX",716
"Elephant","TAME IMPALA",614
"Babel","MUMFORD & SONS",608
"King And Lionhear...","OF MONSTERS AND M...",588
"Same Love f/Mary ...","MACKLEMORE & RYAN...",577
"Miracle Mile","COLD WAR KIDS",493
"Out Of Time","STONE TEMPLE PILO...",489
"Purple Yellow Red...","PORTUGAL. THE MAN",445
"FKARND","PEPPER",418
"There's No Going ...","SICK PUPPIES",404
"Hurricane","MS MR",385
"Pompeii","BASTILLE",377
"Cabin By The Sea","DIRTY HEADS",375
"My God Is The Sun","QUEENS OF THE STO...",365
"Dots And Dashes (...","SILVERSUN PICKUPS",321
"Dreaming","SMALLPOOLS",294
"I Will Steal You ...","JIMMY EAT WORLD",286
"My Number","FOALS",244
"This Disorder","FEATURES",240
"Follow My Feet","UNLIKELY CANDIDAT...",231
"Demon To Lean On","WAVVES",224
"Thiskidsnotalrigh...","AWOLNATION",188
"Stone","ALICE IN CHAINS",185
"Right Action","FRANZ FERDINAND",165
"Submarines","LUMINEERS",159
"Way We Move","LANGHORNE SLIM",155
"I Love You","SAID THE WHALE",150
"Hey Girl","IAMDYNAMITE",148
"Hangman's Bodycou...","VOLBEAT",147
"Wild","ROYAL TEETH",137
"Lightning Bolt","JAKE BUGG",136
"Beast","NICO VEGA",133
"I Got You","JACK JOHNSON",132
