"Title","Artist","Spins"
"Dead Inside","MUSE",2491
"Renegades","X AMBASSADORS",2396
"Tear In My Heart","TWENTY ONE PILOTS",2084
"Black Sun","DEATH CAB FOR CUTIE",1941
"Mess Is Mine","VANCE JOY",1817
"Believe","MUMFORD & SONS",1802
"Crystals","OF MONSTERS AND MEN",1785
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",1647
"Shut Up And Dance","WALK THE MOON",1602
"My Type","SAINT MOTEL",1549
"Hollow Moon (Bad Wolf)","AWOLNATION",1496
"The Wolf","MUMFORD & SONS",1436
"Don't Wanna Fight","ALABAMA SHAKES",1247
"Hold Back The River","JAMES BAY",1223
"Moaning Lisa Smile","WOLF ALICE",1135
"Sorry","MEG MYERS",1111
"Shots","IMAGINE DRAGONS",1062
"Ex's and Oh's","ELLE KING",926
"Peaches","IN THE VALLEY BELOW",890
"First","COLD WAR KIDS",849
"Congregation","FOO FIGHTERS",847
"Hallelujah","PANIC! AT THE DISCO",760
"Little Monster","ROYAL BLOOD",718
"Contagious","NIGHT RIOTS",565
"Electric Love","BORNS",544
"Coming For You","OFFSPRING",511
"Failure","BREAKING BENJAMIN",482
"Wherever You Go","SUBLIME WITH ROME",443
"Ship To Wreck","FLORENCE + THE MACHINE",428
"The Ground Walks, With Time...","MODEST MOUSE",421
"Uma Thurman","FALL OUT BOY",377
"Painted","MS MR",363
"Cocoon","CATFISH AND THE BOTTLEMEN",358
"West End Kids","NEW POLITICS",343
"Black Mambo","GLASS ANIMALS",336
"Greek Tragedy","WOMBATS",322
"Like A River Runs","BLEACHERS",311
"Could Have Been Me","THE STRUTS",268
"Get Closer","LIFE IN FILM",231
"American You","YELAWOLF",225
"I'm In Love With My Life","PHASES",210
"Sedona","HOUNDMOUTH",210
"Can You Blame Me","MATT AND KIM",208
"Hunger Of The Pine","ALT-J",193
"2 Heads","COLEMAN HELL",192
"Songs I Can't Listen To","NEON TREES",192
"Holy Dove","CIVIL TWILIGHT",191
"The Prophet","SLIGHTLY STOOPID",175
"Breaking Up My Bones","VINYL THEATRE",175
"The Shade (I Want It All)","METRIC",174
