"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",1818,11,-3,16,8.163,0.076,52,"--",1,1838,963,8.51
2,"=","COLDPLAY Paradise",1612,-18,-37,-20,8.238,-0.037,94,"26",1,1757,369,8.687
3,"=","YOUNG THE GIANT Cough Syrup",1437,1,-3,-3,5.758,0.089,166,"177",2,1513,155,6.337
4,"=","BUSH The Sound Of Winter",1248,-7,-139,21,6.995,0.103,146,"363",1,1806,344,9.58
5,"=","SWITCHFOOT Dark Horses",1206,-21,-10,-31,4.631,-0.08,141,"--",5,1247,121,4.784
6,"=","FOO FIGHTERS These Days",1172,19,68,6,5.311,0.073,90,"712",6,1172,204,5.311
7,"=","FOO FIGHTERS Walk",1100,-11,-74,-8,6.391,-0.162,202,"340",1,2051,354,10.915
8,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",1079,7,99,2,4.387,0.164,62,"--",8,1079,191,4.387
9,"=","CAGE THE ELEPHANT Aberdeen",1053,10,-3,13,3.607,0.108,104,"--",8,1063,191,3.607
10,"=","CHEVELLE Face To The Floor",1024,4,23,0,4.19,0.085,78,"--",9,1024,275,4.359
11,"=","SEETHER Tonight",988,-1,-4,-6,4.429,-0.022,138,"303",9,992,146,4.451
12,"=","BLINK 182 After Midnight",984,19,18,20,3.969,0.167,76,"--",12,984,147,4.465
13,"=","FOSTER THE PEOPLE Helena Beat",839,-9,-115,12,4.329,-0.071,168,"270",7,1147,149,4.617
14,"=","GROUPLOVE Colours",789,-29,-142,-18,2.617,-0.077,138,"--",12,962,122,3.41
15,"=","FLORENCE + THE MACHINE Shake It Out",740,9,8,12,3.951,0.057,74,"--",15,740,148,3.957
16,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",719,22,90,16,3.082,0.128,50,"127",16,719,213,3.082
17,"=","AWOLNATION Not Your Fault",709,24,71,30,2.05,0.09,80,"514",16,709,122,2.05
18,"=","NAKED AND FAMOUS Punching In A Dream",614,-9,3,-21,1.911,-0.088,122,"716",17,660,105,2.013
19,"=","RISE AGAINST Satellite",546,6,87,-10,2.088,0.1,43,"--",19,546,189,2.088
20,"=","AIRBORNE TOXIC EVENT All I Ever Wanted",472,-4,-34,4,1.169,-0.022,114,"--",19,542,108,1.714
21,"=","EVANESCENCE What You Want",430,-10,-65,0,1.909,0.049,127,"--",16,762,238,2.813
22,"=","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",429,6,25,7,1.437,0.017,60,"--",22,429,106,1.437
23,"=","EVERLAST I Get By",408,3,-28,12,1.14,-0.035,115,"--",22,445,53,1.508
24,"=","CAKE Mustache Man (Wasted)",399,0,53,-5,0.914,0.025,46,"--",24,399,87,0.925
25,"=","FUN We Are Young",358,19,70,6,1.291,0.024,27,"54",25,358,124,1.375
26,"+1","GOTYE Somebody That I Used To Know",337,21,145,4,1.773,0.06,13,"--",26,337,145,1.773
27,"-1","JANE'S ADDICTION Underground",331,3,52,-1,0.553,-0.007,31,"--",26,331,106,0.56
28,"=","GROUPLOVE Tongue Tied",301,25,194,4,1.842,0.017,7,"74",28,301,194,1.842
29,"=","JOY FORMIDABLE Heavy Abacus",276,6,51,-2,0.605,0.031,29,"--",27,276,78,0.605
30,"=","AVENGED SEVENFOLD Buried Alive",236,-1,22,-2,0.666,-0.004,78,"465",30,237,46,0.67
31,"=","M83 Midnight City",223,4,30,-1,1.377,0.013,18,"129",31,223,96,1.383
32,"+2","NEON TREES Everybody Talks",207,13,128,-9,0.795,0.133,6,"--",32,207,183,0.814
33,"-1","311 Count Me In",205,-13,-21,-19,0.8,-0.039,63,"--",29,234,77,0.92
34,"-1","MUTEMATH Blood Pressure",202,-12,-53,-5,0.301,-0.035,102,"--",26,318,74,0.599
35,"=","SLEEPER AGENT Get It Daddy",181,-9,-18,-10,0.628,-0.01,150,"--",22,437,60,0.949
36,"+4","ADELE Set Fire To The Rain",179,4,15,7,0.359,0.031,21,"7",36,179,84,0.359
37,"-1","MASTODON Curl Of The Burl",178,-9,-2,-15,0.503,-0.006,68,"--",35,190,49,0.528
38,"-1","NICKELBACK Bottoms Up",171,-9,-18,-13,0.389,-0.053,80,"--",33,290,145,1.393
39,"-1","KOOKS Junk Of The Heart",166,-10,-38,-6,0.364,-0.023,148,"--",21,451,81,1.034
40,"-1","SUBLIME WITH ROME Take It Or Leave It",165,-11,-50,-3,1.127,-0.014,111,"--",21,467,78,2.283
41,"+2","A DAY TO REMEMBER It's Complicated",150,8,19,12,0.369,0.032,22,"--",41,150,34,0.379
42,"=","OF MONSTERS AND MEN Little Talks",146,-1,16,-9,0.563,-0.02,12,"--",42,147,33,0.583
43,"+2","SILVERSUN PICKUPS Broken Bottles",145,11,64,-1,0.778,0.029,5,"--",43,145,73,0.822
44,"-3","JANE'S ADDICTION Irresistible Force",140,-13,-57,-17,0.27,-0.064,135,"--",10,868,436,2.59
45,"+1","FIVE FINGER DEATH PUNCH Remember Everyth...",133,0,12,-3,0.334,0.013,11,"397",45,133,51,0.334
46,"-2","NOEL GALLAGHER If I Had A Gun",131,-5,-50,0,0.575,-0.021,103,"--",30,343,107,1.238
47,"=","FRAY Heartbeat",127,0,9,-2,0.158,-0.003,39,"79",43,181,90,0.832
48,"=","TWO DOOR CINEMA CLUB Undercover Martyn",124,-3,-8,-4,0.259,-0.003,24,"--",44,132,33,0.277
49,"=","KASABIAN Days Are Forgotten",117,1,-24,7,0.131,0.007,57,"--",43,159,41,0.272
50,"=","KNUX Razorblade",108,-6,-15,-8,0.096,-0.006,24,"--",47,125,27,0.188
