"Title","Artist","Spins"
"Do I Wanna Know?","ARCTIC MONKEYS",2507
"Team","LORDE",2133
"Come A Little Closer","CAGE THE ELEPHANT",1782
"Coming Of Age","FOSTER THE PEOPLE",1775
"Afraid","NEIGHBOURHOOD",1770
"It's About Time","YOUNG THE GIANT",1764
"Pompeii","BASTILLE",1616
"Come With Me Now","KONGOS",1452
"Fall In Love","PHANTOGRAM",1437
"Unbelievers","VAMPIRE WEEKEND",1367
"Walker","FITZ & THE TANTRUMS",1335
"Sleeping With A Friend","NEON TREES",1089
"Bad Blood","BASTILLE",1044
"Heavy Bells","J. RODDY WALSTON/THE BUSINESS",1040
"Cannibal","SILVERSUN PICKUPS",922
"Tonight You're Perfect","NEW POLITICS",760
"Holding On For Life","BROKEN BELLS",654
"Hell And Back","AIRBORNE TOXIC EVENT",622
"Giants","BEAR HANDS",598
"Dirty Paws","OF MONSTERS AND MEN",549
"Best Day Of My Life","AMERICAN AUTHORS",508
"On Top Of The World","IMAGINE DRAGONS",498
"Afterlife","ARCADE FIRE",480
"House Of Gold","TWENTY ONE PILOTS",478
"Shark Attack","GROUPLOVE",469
"Thunder Clatter","WILD CUB",424
"Wait For Me","KINGS OF LEON",371
"The Epilogue","CROSSES",325
"Cardiac Arrest","BAD SUNS",315
"Invisible","U2",308
"Take Out The Gunman","CHEVELLE",297
"Waves","SLEEPER AGENT",280
"Doses & Mimosas","CHERUB",269
"Modern Jesus","PORTUGAL. THE MAN",244
"Temple","KINGS OF LEON",238
"Gold","SIR SLY",217
"Feels Like We Only Go...","TAME IMPALA",211
"Shepherd Of Fire","AVENGED SEVENFOLD",203
"Think Of You","MS MR",202
"Forever","HAIM",201
"Paris","MAGIC MAN",189
"Deadbolt","SKATERS",180
"Alienation","MORNING PARADE",177
"Bridges","BROODS",175
"Why'd You Only Call Me When...","ARCTIC MONKEYS",173
"Take It Or Leave It","CAGE THE ELEPHANT",147
"Asleep At The Wheel","BAND OF SKULLS",146
"Weak","SEETHER",137
"White Lies","MAX FROST",137
"Lanterns","BIRDS OF TOKYO",129
