"Title","Artist","Spins"
"Little Talks","OF MONSTERS AND MEN",1689
"Gold On The Ceiling","BLACK KEYS",1630
"Tongue Tied","GROUPLOVE",1583
"Burn It Down","LINKIN PARK",1529
"It's Time","IMAGINE DRAGONS",1518
"Some Nights","FUN.",1383
"Days Go By","OFFSPRING",1309
"Too Close","ALEX CLARE",1214
"Bloody Mary (Nerve E...","SILVERSUN PICKUPS",1190
"Anna Sun","WALK THE MOON",1167
"Spread Too Thin","DIRTY HEADS",837
"Ho Hey","LUMINEERS",825
"Youth Without Youth","METRIC",809
"Hold On","ALABAMA SHAKES",641
"45","GASLIGHT ANTHEM",620
"Hats Off To The Bull","CHEVELLE",613
"Take A Walk","PASSION PIT",540
"Kill Your Heroes","AWOLNATION",536
"Eyes Wide Open","GOTYE",516
"Sixteen Saltines","JACK WHITE",510
"Unity","SHINEDOWN",454
"Afterlife","SWITCHFOOT",441
"Jump Into The Fog","WOMBATS",440
"Trojans","ATLAS GENIUS",406
"Strange Attractor","ANIMAL KINGDOM",399
"Headlights","MORNING PARADE",395
"No Light, No Light","FLORENCE + THE MACHI...",375
"Runaways","KILLERS",365
"Wait For Me","RISE AGAINST",325
"Bridge Burning","FOO FIGHTERS",324
"Little Black Submari...","BLACK KEYS",295
"Live To Rise","SOUNDGARDEN",269
"The Celestials","SMASHING PUMPKINS",261
"Reunion","M83",260
"This Head I Hold","ELECTRIC GUEST",252
"Houdini","FOSTER THE PEOPLE",249
"Dedication","ROME",248
"Gimme Twice","THE ROYAL CONCEPT",221
"Weatherman","DEAD SARA",221
"Lost In Forever","P.O.D.",192
"Victoria","EVE 6",191
"Survival","MUSE",167
"Here And Now","SEETHER",154
"King And All Of His ...","WOLF GANG",154
"Away Frm U","OBERHOFER",153
"Lights","ELLIE GOULDING",152
"Coming Down","FIVE FINGER DEATH PU...",118
"Comeback","REDLIGHT KING",115
"How It Starts","FEATURES",113
"Go Right Ahead","HIVES",110
