"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1689,"-4",-8,"+2",8.108,"+0.102",45,1,1715,265,8.511
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1649,"+5",48,"-3",7.491,"+0.025",45,2,1649,226,7.491
3,"=","INCUBUS Adolescents",1436,"+4",11,"+4",8.311,"+0.087",45,3,1436,162,8.791
4,"+2","AIRBORNE TOXIC EVENT Changing",1291,"+6",25,"+15",5.052,"+0.027",45,4,1304,191,5.581
5,"=","SUBLIME WITH ROME Panic",1287,"-7",-16,"-26",6.042,"-0.108",45,5,1321,513,6.557
6,"-2","FOO FIGHTERS Rope",1286,"-21",-132,"+0",8.875,"-0.136",45,1,2006,128,12.051
7,"=","COLDPLAY Every Teardrop Is A Waterfall",1209,"+6",130,"-15",6.682,"+0.035",22,7,1209,829,6.682
8,"=","AWOLNATION Sail",1089,"-7",36,"-14",4.019,"-0.010",45,8,1114,130,4.715
9,"=","MUMFORD & SONS The Cave",1080,"-5",-55,"+13",5.668,"-0.084",45,3,1450,89,7.488
10,"=","RISE AGAINST Help Is On The Way",1057,"-7",-48,"-5",5.331,"-0.065",45,2,1492,103,7.451
11,"=","BLACK KEYS Howlin' For You",1030,"+10",-51,"+41",4.843,"+0.064",45,2,1525,146,6.937
12,"+1","FOO FIGHTERS Walk",1021,"+30",232,"-5",5.287,"+0.242",27,12,1021,354,5.287
13,"-1","NAKED AND FAMOUS Young Blood",1008,"-1",64,"-14",4.105,"+0.049",45,12,1009,135,4.105
14,"+1","CAGE THE ELEPHANT Shake Me Down",901,"-6",-47,"+3",6.1,"-0.008",45,9,1181,47,7.17
15,"-1","SEETHER Country Song",900,"-13",-63,"-4",4.965,"-0.071",45,11,997,180,5.345
16,"+1","311 Sunset In July",749,"+9",152,"-32",3.795,"-0.007",19,16,749,323,3.884
17,"-1","SICK PUPPIES Riptide",733,"-8",-36,"-18",2.911,"-0.024",45,16,772,77,2.991
18,"=","CAGE THE ELEPHANT Around My Head",631,"+8",72,"+4",2.252,"+0.057",45,18,631,123,2.252
19,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",594,"+2",33,"-7",2.148,"-0.005",45,19,594,99,2.155
20,"+1","JOY FORMIDABLE Whirring",570,"+25",67,"+17",1.674,"+0.084",45,18,570,67,1.674
21,"-1","REDLIGHT KING Old Man",568,"+3",-4,"+1",2.299,"+0.003",45,17,592,82,2.689
22,"=","LINKIN PARK Iridescent",524,"+6",39,"+6",1.834,"-0.020",45,19,524,114,2.386
23,"=","RISE AGAINST Make It Stop (September's.....",518,"+11",72,"+5",2.725,"+0.165",27,23,518,153,2.725
24,"--","AVENGED SEVENFOLD So Far Away",517,"--",81,"--",2.118,"--",1,24,517,81,2.118
25,"+1","TWO DOOR CINEMA CLUB What You Know",462,"+15",32,"+16",1.526,"+0.075",45,25,462,81,1.526
26,"-1","ADELE Rolling In The Deep",457,"-9",-33,"-6",1.812,"-0.086",45,17,522,38,3.181
27,"=","THREE DAYS GRACE Lost In You",416,"-1",-8,"+5",2.119,"-0.012",45,18,449,56,2.248
28,"=","BEASTIE BOYS Make Some Noise",368,"-21",-171,"+19",1.251,"-0.076",45,9,1232,29,4.945
29,"=","MY CHEMICAL ROMANCE Bulletproof Heart",347,"-20",-106,"-12",0.826,"-0.048",45,19,494,67,1.412
30,"=","CAKE Long Time",340,"+5",-6,"+7",1.266,"+0.038",45,28,350,63,1.266
31,"=","MUMFORD & SONS Roll Away Your Stone",336,"+4",59,"-4",1.334,"-0.112",34,31,336,89,1.446
32,"=","PARAMORE Monster",291,"-5",39,"-18",1.386,"-0.051",17,32,296,188,1.495
33,"=","PAPA ROACH Burn",262,"-5",-5,"-8",2.065,"-0.089",45,25,405,41,2.4
34,"+1","10 YEARS Fix Me",251,"+0",44,"-9",1.984,"-0.025",31,34,251,63,2.087
35,"-1","KORN Get Up f/Skrillex",248,"-6",-14,"-7",1.027,"-0.033",45,33,262,46,1.082
36,"+1","TV ON THE RADIO Will Do",240,"+6",-3,"+18",0.565,"+0.009",45,34,259,58,0.699
37,"+1","STROKES Taken For A Fool",227,"-1",18,"-10",1.068,"+0.033",31,37,228,68,1.068
38,"-2","PANIC AT THE DISCO The Ballad Of Mona Li...",216,"-29",-92,"-33",0.987,"-0.122",45,25,374,81,1.683
39,"=","SIXX A.M. Lies Of The Beautiful People",214,"+5",15,"+13",0.724,"+0.014",45,37,215,37,0.77
40,"+1","MIDDLE CLASS RUT Busy Bein' Born",207,"+10",39,"+10",0.635,"+0.001",41,40,207,46,0.635
41,"-1","A DAY TO REMEMBER All Signs Point To Lau...",205,"+3",30,"+0",1.04,"-0.011",24,40,205,42,1.051
42,"=","FLORENCE + THE MACHINE You've Got The Lo...",195,"+3",65,"-8",0.634,"+0.020",6,42,195,93,0.634
43,"+1","DISTURBED Warrior",184,"-2",-9,"+0",0.839,"-0.005",44,35,208,41,0.958
44,"+1","THIRTY SECONDS TO MARS Night Of The Hunt...",181,"+0",46,"-7",1.279,"-0.049",6,44,181,53,1.328
45,"+1","STROKES Under Cover Of Darkness",179,"-1",-27,"+7",0.608,"+0.002",45,18,452,41,1.234
46,"-3","NEON TREES Your Surrender",177,"-15",-75,"-5",0.447,"-0.009",45,24,398,49,1.328
47,"=","MY MORNING JACKET Holdin On To Black Met...",172,"-4",-1,"-3",0.556,"-0.003",45,40,178,52,0.678
48,"=","LYKKE LI Get Some",165,"-5",-35,"-2",0.351,"-0.001",45,33,230,40,1.009
49,"+1","ADELITAS WAY Sick",156,"+2",30,"-2",0.589,"+0.035",24,44,159,49,0.589
50,"-1","TAKING BACK SUNDAY Faith (When I Let You...",150,"-5",-3,"-10",0.293,"-0.005",8,46,169,51,0.321
