"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1833,-6,201,-9,9.447,-0.047,64,1,1855,265,9.607
2,"+1","FOO FIGHTERS Walk",1525,12,236,-7,7.919,0.009,46,2,1525,354,7.919
3,"-1","DEATH CAB FOR CUTIE You Are A Tourist",1513,-12,41,-7,6.893,0.001,64,2,1688,226,7.892
4,"=","COLDPLAY Every Teardrop Is A Waterfall",1401,-4,168,-16,6.799,0.008,41,4,1405,829,6.882
5,"=","SUBLIME WITH ROME Panic",1390,-3,198,-3,6.036,-0.133,64,4,1393,513,6.557
6,"=","INCUBUS Adolescents",1322,-16,68,2,7.477,-0.187,64,3,1436,162,8.791
7,"=","AIRBORNE TOXIC EVENT Changing",1290,-11,115,-22,5.704,0.037,64,4,1304,191,5.704
8,"=","AWOLNATION Sail",1260,-1,143,-13,5.034,0.038,64,8,1261,156,5.034
9,"=","FOO FIGHTERS Rope",1182,-3,161,7,7.725,0.197,64,1,2006,161,12.051
10,"=","NAKED AND FAMOUS Young Blood",1147,-5,114,-4,4.558,-0.003,64,9,1152,135,4.561
11,"=","MUMFORD & SONS The Cave",1056,0,54,7,4.85,-0.005,64,3,1450,89,7.488
12,"=","BLACK KEYS Howlin' For You",987,4,-20,23,5.452,-0.013,64,2,1525,146,6.937
13,"=","311 Sunset In July",972,-9,113,-11,3.986,-0.096,38,13,981,323,4.133
14,"=","RISE AGAINST Help Is On The Way",889,-15,15,2,3.921,-0.094,64,2,1492,103,7.451
15,"=","CAGE THE ELEPHANT Shake Me Down",859,-15,63,-25,6.606,-0.083,64,9,1181,94,7.17
16,"+1","CAGE THE ELEPHANT Around My Head",797,12,79,22,2.681,0.075,64,16,797,123,2.681
17,"-1","SEETHER Country Song",793,-17,20,-25,3.879,-0.135,64,11,997,180,5.345
18,"=","JOY FORMIDABLE Whirring",763,-4,119,-13,2.689,0.011,64,18,770,132,2.689
19,"=","RISE AGAINST Make It Stop (September's.....",747,3,120,-7,3.789,-0.016,46,19,747,153,3.805
20,"=","LINKIN PARK Iridescent",552,1,59,7,2.016,-0.019,64,19,555,114,2.386
21,"=","AVENGED SEVENFOLD So Far Away",546,3,42,-1,1.962,-0.11,64,21,546,115,2.16
22,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",528,-12,-11,-5,1.776,-0.079,64,19,598,99,2.155
23,"=","REDLIGHT KING Old Man",508,-3,23,0,1.832,0.004,64,17,592,82,2.689
24,"=","TWO DOOR CINEMA CLUB What You Know",490,-3,40,-12,1.577,-0.048,64,24,495,81,1.701
25,"=","CAKE Long Time",487,18,92,8,2.261,0.077,64,25,487,92,2.261
26,"=","ADELE Rolling In The Deep",452,4,43,7,1.472,0.017,64,17,522,48,3.181
27,"=","MUMFORD & SONS Roll Away Your Stone",399,1,-10,-3,1.338,-0.029,53,26,409,89,1.534
28,"=","PARAMORE Monster",376,0,49,-7,1.361,0.04,36,28,376,188,1.495
29,"=","THREE DAYS GRACE Lost In You",359,-8,-18,-8,2.242,-0.065,64,18,449,56,2.537
30,"=","KORN Get Up f/Skrillex",300,2,39,-5,1.399,0.002,64,30,300,46,1.399
31,"=","A DAY TO REMEMBER All Signs Point To Lau...",296,7,17,3,1.313,-0.019,43,30,296,79,1.361
32,"=","TV ON THE RADIO Will Do",258,-2,12,0,0.69,-0.015,64,32,260,58,0.72
33,"=","STROKES Taken For A Fool",253,-4,32,-7,1.082,0.054,50,32,268,68,1.148
34,"+1","MIDDLE CLASS RUT Busy Bein' Born",253,8,24,6,0.803,0.029,60,34,253,46,0.803
35,"-1","FLORENCE + THE MACHINE You've Got The Lo...",249,2,27,3,0.668,0,25,34,250,93,0.755
36,"=","SIXX A.M. Lies Of The Beautiful People",219,12,19,19,0.607,0.027,64,36,219,37,0.776
37,"=","10 YEARS Fix Me",193,-10,-36,-9,1.096,-0.01,50,34,251,63,2.087
38,"=","YOUNG THE GIANT Cough Syrup",192,-1,49,-10,0.791,0.008,10,38,193,64,0.791
39,"=","MY CHEMICAL ROMANCE Bulletproof Heart",189,-4,-19,-1,0.453,0.022,64,19,494,67,1.412
40,"+1","MY MORNING JACKET Holdin On To Black Met...",182,6,18,4,0.494,-0.001,64,40,182,52,0.678
41,"-1","TAKING BACK SUNDAY Faith (When I Let You...",179,0,16,-7,0.421,0.007,26,40,179,51,0.422
42,"+1","ADELITAS WAY Sick",173,4,-7,4,0.576,0.031,43,41,181,49,0.627
43,"-1","PORTUGAL. THE MAN Got It All (This Can't...",171,0,12,1,0.339,0.008,18,42,173,28,0.347
44,"=","COMPANY OF THIEVES Death Of Communicatio...",164,4,32,4,0.564,0.03,59,42,167,46,0.564
46,"=","FOSTER THE PEOPLE Helena Beat",149,3,-4,4,0.772,0.012,12,45,156,55,0.964
45,"+3","GIVERS Up Up Up",149,7,35,5,0.298,0.02,4,45,149,35,0.298
47,"+2","THEORY OF A DEADMAN Lowlife",145,3,23,7,0.489,0.017,9,46,145,23,0.489
48,"+2","ART OF DYING Die Trying",144,5,14,3,0.331,0.004,7,48,144,27,0.331
49,"-2","VIVA BROTHER Darling Buds Of May",140,-2,25,-6,0.272,-0.022,4,47,142,31,0.294
50,"-5","DISTURBED Warrior",140,-15,-24,-15,0.674,-0.035,63,35,208,41,0.958
