"Title","Artist","Spins"
"Royals","LORDE",2124
"Demons","IMAGINE DRAGONS",2087
"Safe And Sound","CAPITAL CITIES",1961
"Sweater Weather","NEIGHBOURHOOD",1922
"Out Of My League","FITZ & THE TANTRU...",1695
"Harlem","NEW POLITICS",1646
"Ways To Go","GROUPLOVE",1533
"If So","ATLAS GENIUS",1452
"Radioactive","IMAGINE DRAGONS",1363
"Pompeii","BASTILLE",1271
"Came Back Haunted","NINE INCH NAILS",1243
"Mind Your Manners","PEARL JAM",1159
"Get Lucky","DAFT PUNK",1143
"Supersoaker","KINGS OF LEON",1116
"Trying To Be Cool","PHOENIX",1028
"Elephant","TAME IMPALA",1004
"King And Lionhear...","OF MONSTERS AND M...",831
"Purple Yellow Red...","PORTUGAL. THE MAN",711
"Babel","MUMFORD & SONS",665
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",568
"Hurricane","MS MR",552
"Up In The Air","THIRTY SECONDS TO...",531
"FKARND","PEPPER",516
"Diane Young","VAMPIRE WEEKEND",506
"Dreaming","SMALLPOOLS",478
"There's No Going ...","SICK PUPPIES",469
"My Number","FOALS",444
"Right Action","FRANZ FERDINAND",398
"Follow Me","MUSE",391
"Hail To The King","AVENGED SEVENFOLD",382
"Dots And Dashes (...","SILVERSUN PICKUPS",370
"Cabin By The Sea","DIRTY HEADS",362
"City Of Angels","THIRTY SECONDS TO...",357
"Chocolate","THE 1975",339
"Hearts Like Ours","NAKED AND FAMOUS",296
"This Disorder","FEATURES",284
"Same Love f/Mary ...","MACKLEMORE & RYAN...",259
"Out Of Time","STONE TEMPLE PILO...",248
"I Love You","SAID THE WHALE",224
"The Phoenix","FALL OUT BOY",216
"Pumpin Blood","NONONO",199
"Way We Move","LANGHORNE SLIM",194
"Submarines","LUMINEERS",187
"St. Croix","FAMILY OF THE YEA...",179
"Bleed Out","BLUE OCTOBER",172
"Follow My Feet","UNLIKELY CANDIDAT...",163
"Hey Girl","IAMDYNAMITE",150
"Tessellate","ALT-J",145
"Come A Little Clo...","CAGE THE ELEPHANT",137
"Wild","ROYAL TEETH",136
