"Title","Artist","Spins"
"Dangerous f/Joywave","BIG DATA",2625
"Riptide","VANCE JOY",2592
"Fever","BLACK KEYS",2303
"I Wanna Get Better","BLEACHERS",2134
"My Sweet Summer","DIRTY HEADS",1953
"Stolen Dance","MILKY CHANCE",1765
"A Sky Full Of Stars","COLDPLAY",1754
"Back To The Shack","WEEZER",1672
"Come With Me Now","KONGOS",1630
"Why'd You Only Call Me When...","ARCTIC MONKEYS",1607
"I Don't Want To Be Here ...","RISE AGAINST",1389
"Left Hand Free","ALT-J",1276
"Cardiac Arrest","BAD SUNS",1029
"Take Me To Church","HOZIER",1011
"Take It As It Comes","J. RODDY WALSTON/THE BUSINESS",847
"Lazaretto","JACK WHITE",820
"Reverse","SOMEKINDAWONDERFUL",735
"Weekend","PRIORY",728
"Habits (Stay High)","TOVE LO",671
"Take It Or Leave It","CAGE THE ELEPHANT",658
"I'm Only Joking","KONGOS",646
"Do Or Die","THIRTY SECONDS TO MARS",634
"Beware The Dog","GRISWOLDS",624
"Flaws","BASTILLE",596
"Heaven Knows","PRETTY RECKLESS",592
"One Minute More","CAPITAL CITIES",588
"West Coast","LANA DEL REY",515
"Tongues","JOYWAVE",485
"Mind Over Matter","YOUNG THE GIANT",451
"Family Tree","KINGS OF LEON",396
"Until It's Gone","LINKIN PARK",389
"Desire","MEG MYERS",368
"Words As Weapons","SEETHER",337
"Rude","MAGIC!",318
"Tennis Court","LORDE",301
"Black Out Days","PHANTOGRAM",290
"All The Rage Back Home","INTERPOL",285
"Cool Kid","THE EERIES",272
"Seasons (Waiting On You)","FUTURE ISLANDS",249
"Heart And Soul","TWIN ATLANTIC",240
"Always","PANAMA",237
"Agora","BEAR HANDS",230
"Step","VAMPIRE WEEKEND",213
"End Of Me","A DAY TO REMEMBER",206
"I'm With You","GROUPLOVE",202
"Writing's On The Wall","OK GO",186
"Get Hurt","GASLIGHT ANTHEM",177
"Trainwreck 1979","DEATH FROM ABOVE 1979",176
"All Of The People","PANAMA WEDDING",173
"Do You","SPOON",172
