"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",1651,50,76,64,7.224,0.291,37,"124",1,1651,963,7.467
2,"=","COLDPLAY Paradise",1582,32,-121,73,7.527,0.305,79,"26",1,1757,369,8.687
3,"=","BUSH The Sound Of Winter",1463,10,-125,28,7.271,0.22,131,"354",1,1806,344,9.58
4,"=","YOUNG THE GIANT Cough Syrup",1395,10,-8,23,5.601,0.085,151,"220",2,1513,155,6.337
5,"=","FOO FIGHTERS Walk",1209,-4,-81,10,7.57,-0.035,187,"364",1,2051,354,10.915
6,"=","SWITCHFOOT Dark Horses",1127,9,10,6,4.604,0.032,126,"--",6,1127,121,4.784
7,"=","AWOLNATION Sail",1045,13,-41,32,4.586,0.064,205,"67",5,1325,156,5.774
8,"=","FOSTER THE PEOPLE Helena Beat",996,-9,-114,-26,4.256,-0.043,153,"248",7,1147,149,4.617
9,"+1","FOO FIGHTERS These Days",975,22,35,23,4.034,0.054,75,"--",9,975,204,4.143
10,"-1","SEETHER Tonight",963,-9,0,-26,3.724,-0.13,123,"310",9,972,146,3.854
11,"=","CHEVELLE Face To The Floor",934,15,59,14,3.863,0.089,63,"406",11,934,275,3.863
12,"=","CAGE THE ELEPHANT Aberdeen",932,20,43,20,2.823,0.054,89,"--",11,932,191,2.83
13,"+1","BLINK 182 After Midnight",889,35,32,35,3.793,0.222,61,"--",13,889,147,3.793
14,"-1","GROUPLOVE Colours",880,15,-12,20,2.918,0.038,123,"784",12,914,106,3.41
15,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",823,6,13,-7,3.006,-0.08,47,"--",15,823,191,3.088
16,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",705,-2,-129,35,3.453,0.149,139,"264",1,2071,1306,9.352
17,"=","FLORENCE + THE MACHINE Shake It Out",655,16,-32,24,2.739,0.028,59,"--",17,695,148,3.184
18,"=","NAKED AND FAMOUS Punching In A Dream",609,-2,-20,9,1.755,0.031,107,"628",18,660,105,1.944
19,"=","EVANESCENCE What You Want",584,-7,-60,9,1.845,-0.076,112,"--",16,762,238,2.813
20,"=","AWOLNATION Not Your Fault",537,8,51,5,1.273,0.015,65,"702",20,537,94,1.273
21,"=","AIRBORNE TOXIC EVENT All I Ever Wanted",499,8,-32,19,1.316,0.033,99,"--",20,542,108,1.714
22,"=","INCUBUS Promises, Promises",448,-12,-70,-8,2.604,-0.023,141,"--",13,794,103,4.761
23,"+2","FOSTER THE PEOPLE Don't Stop (Color On T...",446,39,94,44,1.768,0.234,35,"262",23,446,94,1.768
24,"=","EVERLAST I Get By",429,-2,16,-5,1.466,-0.042,100,"--",24,432,53,1.508
25,"-2","BLINK 182 Up All Night",415,-20,-38,-25,1.631,-0.043,140,"--",3,1607,918,7.107
26,"=","RISE AGAINST Satellite",394,10,8,12,1.27,0.031,28,"--",25,394,189,1.274
27,"=","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",366,0,2,0,1.265,0.013,45,"308",26,367,106,1.265
28,"=","CAKE Mustache Man (Wasted)",306,-5,-2,-21,0.676,-0.025,31,"--",28,313,87,0.729
29,"+1","SUBLIME WITH ROME Take It Or Leave It",272,-4,-40,-1,0.826,-0.004,96,"--",21,467,78,2.283
30,"-1","STAIND Not Again",267,-14,-31,-15,0.906,-0.046,138,"--",17,545,209,2.07
31,"=","MUTEMATH Blood Pressure",266,-1,-16,7,0.475,0.003,87,"--",29,318,74,0.599
32,"=","JANE'S ADDICTION Underground",228,4,20,1,0.451,0.001,16,"--",32,228,106,0.451
33,"=","311 Count Me In",224,7,6,11,0.734,0.062,48,"--",33,224,77,0.92
34,"+2","KOOKS Junk Of The Heart",215,12,-40,22,0.358,0.048,133,"--",21,451,81,1.034
35,"=","NOEL GALLAGHER If I Had A Gun",214,2,-68,11,0.603,0.046,88,"--",30,343,107,1.238
36,"-2","SLEEPER AGENT Get It Daddy",202,-11,0,-14,0.599,-0.043,135,"--",22,437,60,0.949
37,"=","JANE'S ADDICTION Irresistible Force",197,-5,-23,-4,0.427,-0.02,120,"--",10,868,436,2.59
38,"=","AVENGED SEVENFOLD Buried Alive",195,1,4,2,0.522,-0.017,63,"788",38,200,46,0.539
39,"=","JOY FORMIDABLE Heavy Abacus",192,6,23,3,0.445,0.019,14,"--",39,192,78,0.445
40,"=","NICKELBACK Bottoms Up",171,-4,-16,-8,0.439,-0.007,65,"--",33,290,145,1.393
41,"+1","MASTODON Curl Of The Burl",169,-4,11,-14,0.421,0.006,53,"--",41,174,49,0.477
42,"-1","DEATH CAB FOR CUTIE Stay Young, Go Danci...",166,-8,-51,0,0.212,0.011,89,"--",31,289,63,0.794
43,"+2","FUN We Are Young",151,17,21,21,0.755,0.06,12,"789",43,151,62,0.777
44,"-1","ADELE Set Fire To The Rain",144,4,41,-6,0.249,-0.006,6,"28",43,144,84,0.256
45,"-1","A DAY TO REMEMBER It's Complicated",139,1,24,-4,0.346,0,7,"--",44,139,34,0.346
46,"=","KASABIAN Days Are Forgotten",122,-6,-22,3,0.136,0,42,"--",43,159,41,0.272
47,"=","REDLIGHT KING Bullet In My Hand",121,-2,8,-7,0.558,-0.009,86,"--",41,153,47,0.604
48,"=","THE PARLOR MOB Into The Sun",113,3,11,5,0.34,0.037,20,"--",47,129,27,0.34
49,"+1","TWO DOOR CINEMA CLUB Undercover Martyn",109,9,-13,18,0.187,0.025,9,"--",47,131,33,0.265
50,"-1","CULTS Go Outside",107,4,-3,7,0.1,0.012,10,"--",49,109,21,0.111
