"Title","Artist","Spins"
"Madness","MUSE",2234
"I Will Wait","MUMFORD & SONS",2146
"Ho Hey","LUMINEERS",1970
"Little Black Submari...","BLACK KEYS",1865
"Take A Walk","PASSION PIT",1736
"It's Time","IMAGINE DRAGONS",1321
"Kill Your Heroes","AWOLNATION",1298
"Trojans","ATLAS GENIUS",1264
"We Come Running","YOUNGBLOOD HAWKE",1231
"Too Close","ALEX CLARE",1207
"Itchin' On A Photogr...","GROUPLOVE",1142
"Lost In The Echo","LINKIN PARK",976
"Mountain Sound","OF MONSTERS AND MEN",939
"The Pit","SILVERSUN PICKUPS",899
"Radioactive","IMAGINE DRAGONS",835
"Been Away Too Long","SOUNDGARDEN",762
"Chalk Outline","THREE DAYS GRACE",713
"Let Yourself Go","GREEN DAY",704
"Carry On","FUN.",615
"Sleep Alone","TWO DOOR CINEMA CLUB",578
"Breathing Underwater","METRIC",520
"Tightrope","WALK THE MOON",429
"Freedom At 21","JACK WHITE",410
"Change","CHURCHILL",351
"Let's Go","MATT AND KIM",344
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LE...",338
"Miss Atomic Bomb","KILLERS",324
"This Ladder Is Ours","JOY FORMIDABLE",303
"Fitzpleasure","ALT-J",279
"Tempest","DEFTONES",258
"Closer","TEGAN & SARA",254
"Dance All Night f/Ma...","DIRTY HEADS",241
"Where The Kids Are","BLONDFIRE",224
"Lessons In Love (All...","NEON TREES",219
"Absolute Zero","STONE SOUR",212
"Dark Again","GOLD FIELDS",197
"Safe And Sound","CAPITAL CITIES",194
"Someone Anyone","ANBERLIN",193
"Turning Into You","OFFSPRING",193
"Enemies","SHINEDOWN",190
"Runaways","KILLERS",170
"Where Will We Go","IAMDYNAMITE",158
"Carry On","AVENGED SEVENFOLD",146
"Put The Gun Down","ZZ WARD",142
"Original","SWITCHFOOT",142
"Home","PHILLIP PHILLIPS",128
"Stubborn Love","LUMINEERS",125
"Hero","FAMILY OF THE YEAR",119
"River","CIVIL TWILIGHT",110
"Go To Hell","GO RADIO",103
