"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",2133,"-10",-32,"-15",10.608,"-0.177",95,"--",1,2170,963,11.053
2,"=","FOO FIGHTERS These Days",1668,"-1",-11,"-14",7.922,"-0.166",133,"542",2,1683,204,8.614
3,"=","YOUNG THE GIANT Cough Syrup",1470,"-2",-5,"-1",6.457,"-0.097",209,"247",2,1548,155,7.059
4,"+1","GOTYE Somebody That I Used To Know",1275,"+21",228,"-14",6.68,"+0.075",56,"--",4,1275,270,6.68
5,"-1","COLDPLAY Paradise",1242,"-17",-72,"-10",6.28,"-0.179",137,"23",1,1757,369,8.687
6,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",1133,"-15",-124,"+11",4.537,"+0.012",105,"--",5,1307,191,5.466
7,"+1","AWOLNATION Not Your Fault",1121,"+17",116,"+9",3.861,"+0.031",123,"235",7,1121,122,3.861
8,"-1","CAGE THE ELEPHANT Aberdeen",1103,"-15",-24,"-16",4.448,"+0.007",147,"--",6,1164,191,4.457
9,"=","CHEVELLE Face To The Floor",1084,"-4",14,"-27",5.199,"-0.064",121,"--",8,1094,275,5.372
10,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1073,"+24",61,"+26",4.271,"+0.153",93,"79",10,1073,213,4.271
11,"=","BUSH The Sound Of Winter",1040,"-7",-75,"+7",6.055,"-0.072",189,"502",1,1806,344,9.58
12,"=","BLINK 182 After Midnight",1038,"+20",-3,"+38",4.446,"+0.156",119,"1003",8,1064,147,4.66
13,"=","RISE AGAINST Satellite",975,"+6",50,"-12",4.454,"-0.003",86,"825",13,975,189,4.457
14,"=","FLORENCE + THE MACHINE Shake It Out",905,"+4",-15,"-2",4.492,"-0.042",117,"--",13,925,148,4.817
15,"+1","FUN We Are Young",887,"+43",212,"+34",3.998,"+0.286",70,"38",15,887,212,3.998
16,"-1","SWITCHFOOT Dark Horses",869,"-13",-136,"+11",3.244,"-0.022",184,"--",5,1247,121,4.784
17,"=","GROUPLOVE Tongue Tied",713,"+8",40,"+5",2.953,"+0.022",50,"215",17,713,194,3.011
18,"=","M83 Midnight City",622,"+26",155,"+9",3.369,"+0.094",61,"122",18,622,155,3.369
19,"=","SHINEDOWN Bully",551,"+15",21,"+17",2.143,"+0.049",24,"185",18,551,360,2.143
20,"+1","NEON TREES Everybody Talks",474,"+15",62,"+13",1.482,"+0.022",49,"--",20,474,183,1.482
21,"-1","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",463,"-3",-19,"+3",1.69,"+0.057",103,"--",20,488,106,2.003
22,"=","CAKE Mustache Man (Wasted)",430,"+2",6,"+1",1.072,"+0.010",89,"--",22,439,87,1.076
23,"=","NAKED AND FAMOUS Punching In A Dream",409,"-9",-111,"+4",1.417,"+0.042",165,"499",17,660,105,2.181
24,"+1","OF MONSTERS AND MEN Little Talks",394,"+23",68,"+25",1.416,"+0.095",55,"--",24,394,114,1.416
25,"-1","SHINS Simple Song",386,"+5",45,"-9",1.338,"+0.015",18,"593",24,386,282,1.399
26,"=","JANE'S ADDICTION Underground",351,"-2",0,"+0",0.633,"-0.006",74,"--",24,367,106,0.678
27,"=","JOY FORMIDABLE Heavy Abacus",332,"+0",22,"-4",0.728,"-0.042",72,"--",27,332,78,0.908
28,"=","AVENGED SEVENFOLD Buried Alive",232,"+1",0,"-5",0.74,"-0.007",121,"658",28,273,46,0.78
29,"=","BAND OF SKULLS Sweet Sour",227,"+1",22,"+3",0.675,"-0.041",40,"--",29,227,64,0.716
30,"=","ADELE Set Fire To The Rain",226,"+2",5,"-3",0.548,"-0.021",64,"2",28,257,84,0.666
31,"+1","COLDPLAY Charlie Brown",218,"+32",99,"+30",0.872,"+0.205",14,"--",31,218,99,0.872
32,"-1","VOLBEAT A Warrior's Call",204,"+1",15,"-7",0.518,"+0.013",41,"210",31,204,46,0.519
33,"+1","BUSH Baby Come Home",193,"+26",116,"+18",0.705,"+0.193",6,"--",33,193,116,0.705
34,"-1","SILVERSUN PICKUPS Broken Bottles",171,"-3",-7,"-6",0.34,"+0.000",48,"--",32,194,73,0.822
35,"=","A DAY TO REMEMBER It's Complicated",168,"+5",13,"+6",0.518,"+0.025",65,"--",33,168,34,0.518
