"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",2113,"+4",63,"+11",11.212,"+0.118",111,"2",1,2113,270,11.212
2,"=","FUN We Are Young",2026,"+2",101,"-10",11.096,"+0.111",125,"1",2,2026,229,11.096
3,"=","GROUPLOVE Tongue Tied",1429,"+4",72,"-17",6.041,"+0.090",105,"159",3,1429,194,6.041
4,"=","AWOLNATION Not Your Fault",1414,"+1",-50,"+9",5.949,"+0.024",178,"241",3,1498,132,6.341
5,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1351,"-19",-53,"-32",5.701,"-0.061",148,"143",5,1451,213,6.316
6,"=","BLACK KEYS Lonely Boy",1311,"-43",-106,"-48",7.028,"-0.220",150,"--",1,2170,963,11.053
7,"=","BLACK KEYS Gold On The Ceiling",1262,"+35",175,"+28",5.981,"+0.118",66,"158",7,1262,266,5.981
8,"=","M83 Midnight City",1196,"+17",56,"+24",5.062,"+0.066",116,"118",8,1196,167,5.091
9,"=","FOO FIGHTERS These Days",1128,"-20",-90,"-13",5.577,"-0.198",188,"708",2,1683,204,8.614
10,"=","RISE AGAINST Satellite",1094,"+2",-39,"+22",4.354,"+0.006",141,"706",7,1238,189,5.579
11,"=","YOUNG THE GIANT Cough Syrup",910,"-22",-84,"-43",4.758,"-0.026",264,"137",2,1548,155,7.059
12,"=","JACK WHITE Love Interruption",905,"-10",2,"-16",2.989,"-0.074",53,"250",12,915,377,3.255
13,"=","OF MONSTERS AND MEN Little Talks",893,"+0",24,"-9",3.512,"-0.007",110,"--",13,893,114,3.519
14,"=","NEON TREES Everybody Talks",886,"+0",77,"-10",3.762,"+0.022",104,"30",14,886,183,3.762
15,"=","SHINEDOWN Bully",771,"+3",18,"+15",2.852,"+0.016",79,"--",14,803,360,3.179
16,"=","RED HOT CHILI PEPPERS Look Around",760,"+15",46,"+18",2.47,"+0.017",46,"--",16,760,197,2.582
17,"=","SHINS Simple Song",734,"+9",30,"-1",2.081,"-0.020",73,"--",17,734,282,2.216
18,"=","BUSH Baby Come Home",730,"+5",13,"+17",2.529,"-0.039",61,"--",16,733,166,2.851
19,"=","COLDPLAY Charlie Brown",619,"+8",18,"+18",2.981,"+0.034",69,"983",19,627,147,2.981
20,"+1","IMAGINE DRAGONS It's Time",555,"+21",99,"+14",2.152,"+0.033",31,"832",20,555,134,2.152
21,"-1","FOXY SHAZAM I Like It",545,"-9",11,"-19",1.548,"-0.023",55,"--",20,563,145,1.571
22,"=","CIVIL TWILIGHT Fire Escape",363,"+4",41,"+1",1.312,"+0.028",63,"--",22,363,57,1.312
23,"+1","SWITCHFOOT Afterlife",306,"+22",71,"+21",1.03,"+0.043",17,"--",23,306,88,1.03
24,"-1","USED I Come Alive",297,"-5",13,"-16",0.628,"-0.032",61,"--",23,302,59,0.801
25,"=","SEETHER No Resolution",275,"+5",59,"-4",0.955,"+0.014",56,"--",25,275,63,0.955
26,"+1","YOUNG THE GIANT Apartment",263,"+11",34,"+12",0.659,"+0.027",34,"--",26,263,60,0.659
27,"-1","SNOW PATROL Called Out In The Dark",257,"-1",40,"-4",1.022,"+0.020",54,"217",26,263,65,1.022
28,"+1","CHEVELLE Hats Off To The Bull",244,"+2",11,"-7",0.782,"-0.007",27,"--",25,261,107,0.802
29,"-1","SLEEPER AGENT Get Burned",240,"-11",-15,"-9",0.582,"-0.027",68,"--",24,265,51,0.693
30,"+1","MIDDLE CLASS RUT Are You On Your Way",239,"+7",17,"+14",0.589,"+0.012",68,"--",30,239,56,0.642
31,"-1","SANTIGOLD Disparate Youth",229,"-3",1,"-16",0.63,"-0.015",20,"599",25,246,85,0.685
32,"+1","CAKE Mustache Man (Wasted)",224,"+4",11,"+9",1.106,"-0.008",144,"--",21,451,87,1.366
33,"-1","BAND OF SKULLS Sweet Sour",224,"-5",-5,"-10",0.53,"-0.013",95,"--",29,272,64,0.716
34,"=","EVE 6 Victoria",213,"+3",54,"-4",1.034,"-0.008",20,"--",34,213,81,1.042
35,"=","WALK THE MOON Anna Sun",196,"+11",28,"+14",0.692,"+0.126",27,"--",35,196,45,0.692
36,"+1","TWIN ATLANTIC Free",183,"+7",16,"+6",0.365,"+0.026",41,"--",36,183,37,0.365
37,"+1","REDLIGHT KING Bullet In My Hand",181,"+8",24,"+8",0.454,"+0.047",160,"445",36,189,58,0.604
38,"-2","ANGELS AND AIRWAVES Surrender",181,"-1",-4,"+1",1.132,"+0.025",48,"--",34,199,54,1.145
39,"=","BOMBAY BICYCLE CLUB Shuffle",169,"-1",11,"-3",0.287,"-0.009",81,"--",37,173,38,0.393
40,"=","ELECTRIC GUEST This Head I Hold",163,"+3",3,"+3",0.41,"-0.002",18,"--",37,168,33,0.487
41,"+1","GARBAGE Blood For Poppies",154,"+16",135,"+5",0.95,"+0.042",3,"--",41,154,135,0.95
42,"-1","FIVE FINGER DEATH PUNCH Remember Everyth...",144,"+0",-2,"-6",0.34,"+0.004",109,"186",33,210,51,0.534
43,"=","FLORENCE + THE MACHINE No Light, No Ligh...",138,"+10",84,"-1",0.57,"+0.062",4,"--",42,138,94,0.57
44,"=","ANIMAL KINGDOM Strange Attractor",126,"+1",25,"-3",0.291,"+0.017",7,"--",43,126,43,0.291
45,"+1","SKRILLEX Bangarang",126,"+3",-2,"+4",0.235,"+0.015",43,"57",43,152,49,0.476
46,"--","DIRTY HEADS Spread Too Thin",125,"--",72,"--",1.369,"--",1,"--",46,125,72,1.369
47,"=","KASABIAN Days Are Forgotten",121,"+0",7,"+5",0.355,"+0.018",155,"--",35,168,41,0.355
48,"=","FEATURES How It Starts",120,"+0",14,"+0",0.305,"+0.006",11,"--",48,120,22,0.305
49,"-4","FLOGGING MOLLY Saints & Sinners",119,"-6",-1,"-13",0.316,"+0.004",9,"--",43,125,25,0.336
50,"=","CAGE THE ELEPHANT Always Something",116,"+4",21,"+8",0.241,"+0.013",6,"--",48,116,21,0.241
