"Title","Artist","Spins"
"Dead Inside","MUSE",2704
"Black Sun","DEATH CAB FOR CUTIE",2382
"Hollow Moon (Bad Wolf)","AWOLNATION",2212
"Congregation","FOO FIGHTERS",2034
"Believe","MUMFORD & SONS",1873
"Shut Up And Dance","WALK THE MOON",1849
"Mess Is Mine","VANCE JOY",1820
"Renegades","X AMBASSADORS",1647
"Tear In My Heart","TWENTY ONE PILOTS",1619
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",1566
"My Type","SAINT MOTEL",1511
"Crystals","OF MONSTERS AND MEN",1497
"The Wolf","MUMFORD & SONS",1267
"Shots","IMAGINE DRAGONS",1174
"Don't Wanna Fight","ALABAMA SHAKES",1114
"Sorry","MEG MYERS",991
"Moaning Lisa Smile","WOLF ALICE",880
"Coming For You","OFFSPRING",852
"Hold Back The River","JAMES BAY",772
"Peaches","IN THE VALLEY BELOW",771
"Hallelujah","PANIC! AT THE DISCO",630
"Little Monster","ROYAL BLOOD",628
"Contagious","NIGHT RIOTS",585
"First","COLD WAR KIDS",569
"What Kind Of Man","FLORENCE + THE MACHINE",510
"Electric Love","BORNS",452
"Ex's and Oh's","ELLE KING",430
"Failure","BREAKING BENJAMIN",412
"Uma Thurman","FALL OUT BOY",403
"Weight Of Love","BLACK KEYS",353
"Painted","MS MR",305
"Get Closer","LIFE IN FILM",289
"Geronimo","SHEPPARD",283
"Absolution Calling","INCUBUS",273
"Like A River Runs","BLEACHERS",265
"Cocoon","CATFISH AND THE BOTTLEMEN",262
"Flashed Junk Mind","MILKY CHANCE",247
"Black Mambo","GLASS ANIMALS",244
"Greek Tragedy","WOMBATS",239
"Business Of Emotion f/WhiteSea","BIG DATA",237
"American You","YELAWOLF",234
"Pedestrian At Best","COURTNEY BARNETT",179
"I'm Good","THE MOWGLI'S",170
"Songs I Can't Listen To","NEON TREES",164
"Can't Deny My Love","BRANDON FLOWERS",164
"Breaking Up My Bones","VINYL THEATRE",163
"The Ground Walks, With Time...","MODEST MOUSE",162
"Ship To Wreck","FLORENCE + THE MACHINE",148
"Holy Dove","CIVIL TWILIGHT",143
"Heavy Is The Head f/C. Cornell","ZAC BROWN BAND",143
