"Title","Artist","Spins"
"First","COLD WAR KIDS",2716
"Ex's and Oh's","ELLE KING",2668
"Renegades","X AMBASSADORS",2592
"I Am","AWOLNATION",2059
"Could Have Been Me","THE STRUTS",1961
"Different Colors","WALK THE MOON",1598
"Dreams","BECK",1598
"The Ghosts Of Beverly Drive","DEATH CAB FOR CUTIE",1555
"2 Heads","COLEMAN HELL",1545
"Ship To Wreck","FLORENCE + THE MACHINE",1545
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",1485
"Tear In My Heart","TWENTY ONE PILOTS",1427
"Outside","FOO FIGHTERS",1304
"The Wolf","MUMFORD & SONS",1296
"Sedona","HOUNDMOUTH",1212
"Stressed Out","TWENTY ONE PILOTS",1154
"Electric Love","BORNS",1101
"Molecules","ATLAS GENIUS",1078
"Mercy","MUSE",1034
"Don't Wait Up","ROBERT DELONG",982
"Nightlight","SILVERSUN PICKUPS",980
"Outta My Mind","ARCS",906
"Mountain At My Gates","FOALS",852
"New Americana","HALSEY",794
"Fire And The Flood","VANCE JOY",569
"Leave A Trace","CHVRCHES",560
"Lemon Eyes","MEG MYERS",518
"Lydia","HIGHLY SUSPECT",435
"The Ground Walks, With Time...","MODEST MOUSE",429
"R.I.P. 2 My Youth","NEIGHBOURHOOD",422
"I Feel Love (Every Million...","THE DEAD WEATHER",404
"Roots","IMAGINE DRAGONS",399
"Blame It On Me","GEORGE EZRA",359
"Now","JOYWAVE",351
"Empire","OF MONSTERS AND MEN",350
"Cut The Cord","SHINEDOWN",321
"Nearly Forgot My Broken Heart","CHRIS CORNELL",311
"Young & Unafraid","MOTH & THE FLAME",294
"West End Kids","NEW POLITICS",280
"Cold Cold Man","SAINT MOTEL",270
"Black Mambo","GLASS ANIMALS",264
"Wherever You Go","SUBLIME WITH ROME",255
"Footsteps","POP EVIL",231
"Wolves","DREAMERS",209
"Give Me A Try","WOMBATS",203
"Angels Fall","BREAKING BENJAMIN",197
"Gone","JR JR",195
"Let It Go","JAMES BAY",173
"Bros","WOLF ALICE",165
"End Of The World","DIRTY HEADS",165
