"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1696,"+7",-1,"+7",8.258,"+0.150",46,1,1715,265,8.511
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1674,"+25",83,"+35",7.73,"+0.239",46,2,1674,226,7.73
3,"=","INCUBUS Adolescents",1426,"-10",-5,"-16",8.341,"+0.030",46,3,1436,162,8.791
4,"+1","SUBLIME WITH ROME Panic",1288,"+1",-29,"-13",6.051,"+0.009",46,4,1321,513,6.557
5,"-1","AIRBORNE TOXIC EVENT Changing",1272,"-19",-15,"-40",4.987,"-0.065",46,4,1304,191,5.581
6,"=","FOO FIGHTERS Rope",1262,"-24",-144,"-12",8.674,"-0.201",46,1,2006,128,12.051
7,"=","COLDPLAY Every Teardrop Is A Waterfall",1236,"+27",126,"-4",6.853,"+0.171",23,7,1236,829,6.853
8,"=","AWOLNATION Sail",1098,"+9",28,"-8",4.063,"+0.044",46,8,1114,130,4.715
9,"=","MUMFORD & SONS The Cave",1067,"-13",-61,"-6",5.525,"-0.143",46,3,1450,89,7.488
10,"=","RISE AGAINST Help Is On The Way",1065,"+8",-37,"+11",5.343,"+0.012",46,2,1492,103,7.451
11,"+1","FOO FIGHTERS Walk",1061,"+40",233,"+1",5.665,"+0.378",28,11,1061,354,5.665
12,"-1","BLACK KEYS Howlin' For You",1029,"-1",-32,"+19",4.963,"+0.120",46,2,1525,146,6.937
13,"=","NAKED AND FAMOUS Young Blood",1010,"+2",57,"-7",4.095,"-0.010",46,12,1010,135,4.105
14,"=","CAGE THE ELEPHANT Shake Me Down",893,"-8",-42,"+5",6.193,"+0.093",46,9,1181,47,7.17
15,"=","SEETHER Country Song",887,"-13",-71,"-8",4.87,"-0.095",46,11,997,180,5.345
16,"=","311 Sunset In July",776,"+27",141,"-11",3.818,"+0.023",20,16,776,323,3.884
