"Title","Artist","Spins"
"Radioactive","IMAGINE DRAGONS",2115
"Mountain Sound","OF MONSTERS AND M...",1661
"Madness","MUSE",1658
"I Will Wait","MUMFORD & SONS",1534
"Little Black Subm...","BLACK KEYS",1482
"Trojans","ATLAS GENIUS",1472
"The Pit","SILVERSUN PICKUPS",1407
"Ho Hey","LUMINEERS",1334
"Carry On","FUN.",1239
"Stubborn Love","LUMINEERS",1225
"Lover Of The Ligh...","MUMFORD & SONS",1189
"Safe And Sound","CAPITAL CITIES",988
"Now","PARAMORE",924
"Sweater Weather","NEIGHBOURHOOD",890
"Panic Station","MUSE",846
"Timeless","AIRBORNE TOXIC EV...",835
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",792
"Breathing Underwa...","METRIC",730
"My Songs Know Wha...","FALL OUT BOY",723
"Entertainment","PHOENIX",514
"Hero","FAMILY OF THE YEA...",507
"Tightrope","WALK THE MOON",498
"Holding On To You","TWENTY ONE PILOTS",483
"Carried Away","PASSION PIT",472
"San Francisco","THE MOWGLI'S",409
"Hollow","ALICE IN CHAINS",409
"Tempest","DEFTONES",383
"Inhaler","FOALS",360
"The High Road","THREE DAYS GRACE",307
"Breezeblocks","ALT-J",300
"Harlem","NEW POLITICS",282
"Down The Road","C2C",267
"Where Will We Go","IAMDYNAMITE",245
"A Tattered Line O...","POSTAL SERVICE",234
"Out Of My League","FITZ & THE TANTRU...",226
"From Can To Can't","COREY TAYLOR/DAVE...",219
"Let's Go","MATT AND KIM",208
"Black Chandelier","BIFFY CLYRO",205
"Heaven","DEPECHE MODE",195
"Home","PHILLIP PHILLIPS",193
"Closer","TEGAN & SARA",184
"Boys Are Back","DROPKICK MURPHYS",183
"Global Concepts","ROBERT DELONG",176
"X-Kid","GREEN DAY",174
"Yeah Yeah","WILLY MOON",164
"Lessons In Love (...","NEON TREES",162
"Dead Man's Shoes","THE VIRGINMARYS",148
"Miracle Mile","COLD WAR KIDS",143
"By Crooked Steps","SOUNDGARDEN",126
"F**k You","BAD RELIGION",125
