"Title","Artist","Spins"
"Come A Little Clo...","CAGE THE ELEPHANT",2522
"Pompeii","BASTILLE",2269
"Do I Wanna Know?","ARCTIC MONKEYS",2220
"Team","LORDE",2005
"Sirens","PEARL JAM",1564
"Demons","IMAGINE DRAGONS",1516
"Afraid","NEIGHBOURHOOD",1320
"Unbelievers","VAMPIRE WEEKEND",1282
"It's About Time","YOUNG THE GIANT",1262
"Out Of My League","FITZ & THE TANTRU...",1244
"A Light That Neve...","LINKIN PARK X STE...",1159
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1073
"House Of Gold","TWENTY ONE PILOTS",1044
"The Mother We Sha...","CHVRCHES",962
"Who We Are","SWITCHFOOT",858
"Heavy Bells","J. RODDY WALSTON/...",801
"Wake Me Up","AVICII",769
"I Sat By The Ocea...","QUEENS OF THE STO...",745
"Holding On For Li...","BROKEN BELLS",685
"Temple","KINGS OF LEON",639
"Tessellate","ALT-J",598
"Thiskidsnotalrigh...","AWOLNATION",589
"Hell And Back","AIRBORNE TOXIC EV...",502
"Bleed Out","BLUE OCTOBER",501
"City Of Angels","THIRTY SECONDS TO...",499
"On Top Of The Wor...","IMAGINE DRAGONS",480
"Tonight You're Pe...","NEW POLITICS",458
"Shot At The Night","KILLERS",411
"Walker","FITZ & THE TANTRU...",390
"Everything Is Deb...","HELLOGOODBYE",382
"Modern Jesus","PORTUGAL. THE MAN",373
"Fall In Love","PHANTOGRAM",345
"Afterlife","ARCADE FIRE",343
"Dirty Paws","OF MONSTERS AND M...",338
"What Doesn't Kill...","JAKE BUGG",246
"Best Day Of My Li...","AMERICAN AUTHORS",245
"Head On","MAN MAN",242
"Right Back At It ...","A DAY TO REMEMBER",223
"The Epilogue","CROSSES",219
"Pumpin Blood","NONONO",197
"S.O.S. In Bel Air","PHOENIX",194
"I Believe","BASIC VACATION",188
"Hey Brother","AVICII",184
"Skinny Love","BIRDY",181
"By And Down","A PERFECT CIRCLE",179
"Giants","BEAR HANDS",176
"Shepherd Of Fire","AVENGED SEVENFOLD",176
"Shake","HEAD AND THE HEAR...",166
"Wait For Me","KINGS OF LEON",151
"Thunder Clatter","WILD CUB",136
