"Title","Artist","Spins"
"Renegades","X AMBASSADORS",3113
"Tear In My Heart","TWENTY ONE PILOTS",2692
"Dreams","BECK",2170
"The Wolf","MUMFORD & SONS",2039
"Ex's and Oh's","ELLE KING",2007
"Crystals","OF MONSTERS AND MEN",1946
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",1690
"Dead Inside","MUSE",1569
"Moaning Lisa Smile","WOLF ALICE",1407
"Hold Back The River","JAMES BAY",1393
"First","COLD WAR KIDS",1355
"Believe","MUMFORD & SONS",1211
"Ship To Wreck","FLORENCE + THE MACHINE",1026
"Hallelujah","PANIC! AT THE DISCO",950
"Could Have Been Me","THE STRUTS",919
"Little Monster","ROYAL BLOOD",897
"Electric Love","BORNS",790
"Wherever You Go","SUBLIME WITH ROME",766
"Sedona","HOUNDMOUTH",707
"Shots","IMAGINE DRAGONS",647
"2 Heads","COLEMAN HELL",643
"Different Colors","WALK THE MOON",630
"The Ground Walks, With Time...","MODEST MOUSE",629
"I Am","AWOLNATION",566
"Uma Thurman","FALL OUT BOY",547
"West End Kids","NEW POLITICS",540
"Black Mambo","GLASS ANIMALS",534
"Don't Wait Up","ROBERT DELONG",431
"Outta My Mind","ARCS",430
"Molecules","ATLAS GENIUS",429
"Cocoon","CATFISH AND THE BOTTLEMEN",419
"Greek Tragedy","WOMBATS",401
"Contagious","NIGHT RIOTS",368
"Hunger Of The Pine","ALT-J",340
"I'm In Love With My Life","PHASES",332
"The Ghosts Of Beverly Drive","DEATH CAB FOR CUTIE",325
"Now","JOYWAVE",325
"Sorry","MEG MYERS",322
"The Shade (I Want It All)","METRIC",317
"Failure","BREAKING BENJAMIN",281
"Holy Dove","CIVIL TWILIGHT",272
"Can You Blame Me","MATT AND KIM",191
"The Prophet","SLIGHTLY STOOPID",173
"Blame It On Me","GEORGE EZRA",163
"Lydia","HIGHLY SUSPECT",158
"The Vengeful One","DISTURBED",156
"T-Shirt Weather","CIRCA WAVES",156
"Nobody Praying For Me","SEETHER",148
"Trying","BULLY",140
"High","ZELLA DAY",131
