"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",2128,10,19,5,11.449,0.112,117,"3",1,2128,270,11.449
2,"=","FUN We Are Young",2081,14,57,17,11.378,0.108,131,"2",2,2081,229,11.378
3,"+1","BLACK KEYS Gold On The Ceiling",1438,24,211,2,6.882,0.161,72,"188",3,1438,266,6.882
4,"-1","GROUPLOVE Tongue Tied",1427,9,2,1,6.206,0.03,111,"150",3,1429,194,6.206
5,"=","AWOLNATION Not Your Fault",1339,-15,-74,-16,5.479,-0.068,184,"239",3,1498,132,6.341
6,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1293,-11,-77,-2,5.502,-0.094,154,"166",5,1451,213,6.316
7,"=","M83 Midnight City",1239,3,60,-11,5.33,0.076,122,"110",7,1239,167,5.33
8,"=","BLACK KEYS Lonely Boy",1183,-21,-171,10,6.448,0.001,156,"--",1,2170,963,11.053
9,"=","RISE AGAINST Satellite",1084,-4,-8,0,4.296,-0.004,147,"654",7,1238,189,5.579
10,"=","FOO FIGHTERS These Days",1028,-8,-120,16,5.058,-0.043,194,"729",2,1683,204,8.614
11,"=","OF MONSTERS AND MEN Little Talks",964,7,71,-4,3.557,0.002,116,"--",11,964,114,3.679
12,"=","NEON TREES Everybody Talks",935,5,49,-13,4.156,0.052,110,"49",12,935,183,4.156
13,"=","JACK WHITE Love Interruption",877,-2,-38,-4,2.726,-0.091,59,"395",12,915,377,3.255
14,"=","YOUNG THE GIANT Cough Syrup",871,6,-61,39,4.462,-0.098,270,"155",2,1548,155,7.059
15,"+1","SHINS Simple Song",798,15,73,4,2.134,0.027,79,"--",15,798,282,2.216
16,"-1","RED HOT CHILI PEPPERS Look Around",795,-4,50,-14,2.433,-0.043,52,"--",15,799,197,2.582
17,"=","SHINEDOWN Bully",780,2,12,-1,2.883,0.01,85,"--",14,803,360,3.179
18,"=","BUSH Baby Come Home",720,-7,-5,1,2.446,0.044,67,"--",16,738,166,2.851
19,"=","COLDPLAY Charlie Brown",657,-1,46,-13,3.042,-0.009,75,"984",19,658,147,3.1
20,"=","IMAGINE DRAGONS It's Time",652,22,118,13,2.308,0.034,37,"460",20,652,134,2.343
21,"=","FOXY SHAZAM I Like It",543,-11,-11,-14,1.437,-0.098,61,"--",20,563,145,1.571
22,"=","CIVIL TWILIGHT Fire Escape",407,0,48,-10,1.504,0.002,69,"--",22,407,58,1.504
23,"=","SWITCHFOOT Afterlife",363,7,79,6,1.3,0.056,23,"--",23,363,95,1.3
24,"=","SEETHER No Resolution",290,-1,20,-4,0.936,0,62,"--",24,291,63,0.955
25,"=","USED I Come Alive",286,2,-16,2,0.718,0.008,67,"254",23,302,59,0.801
26,"+10","SILVERSUN PICKUPS Bloody Mary (Nerve End...",278,70,278,70,1.426,0.287,3,"1015",26,278,278,1.426
27,"-1","CHEVELLE Hats Off To The Bull",276,2,34,4,0.888,0.011,33,"--",25,276,107,0.888
28,"-1","WALK THE MOON Anna Sun",268,8,83,-3,1.367,0.032,33,"--",27,268,86,1.367
29,"-1","MIDDLE CLASS RUT Are You On Your Way",256,5,24,10,0.661,0.007,74,"--",28,256,56,0.661
30,"-1","YOUNG THE GIANT Apartment",253,3,1,6,0.615,-0.001,40,"--",26,270,60,0.704
31,"+1","DIRTY HEADS Spread Too Thin",250,17,143,-1,2.348,0.095,7,"--",31,250,144,2.348
32,"-2","SNOW PATROL Called Out In The Dark",244,-4,-14,-8,0.938,-0.015,60,"268",26,263,65,1.058
33,"-2","SANTIGOLD Disparate Youth",241,6,9,11,0.617,0.016,26,"588",25,246,85,0.685
34,"-1","BAND OF SKULLS Sweet Sour",222,1,-7,1,0.496,-0.003,101,"--",29,272,64,0.716
35,"+3","GARBAGE Blood For Poppies",221,14,83,-8,1.152,0.101,9,"313",35,221,155,1.152
36,"-2","EVE 6 Victoria",218,1,8,-12,1.057,0.034,26,"--",34,218,81,1.057
37,"-2","CAKE Mustache Man (Wasted)",206,-7,-14,-6,0.874,-0.028,150,"--",21,451,87,1.366
38,"-1","SLEEPER AGENT Get Burned",202,-6,-49,2,0.505,-0.006,74,"--",24,265,51,0.693
39,"=","TWIN ATLANTIC Free",200,1,24,-2,0.347,-0.012,47,"--",36,200,37,0.387
40,"+1","REDLIGHT KING Bullet In My Hand",185,1,12,3,0.416,-0.022,166,"409",36,189,58,0.604
