"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1702,10,58,11,8.408,0.135,35,1,1702,265,8.408
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1574,13,76,7,6.785,0.219,35,2,1574,226,6.785
3,"=","FOO FIGHTERS Rope",1502,-21,-270,23,9.993,0.002,35,1,2006,128,12.051
4,"=","INCUBUS Adolescents",1417,0,20,-11,8.417,-0.06,35,4,1417,162,8.791
5,"=","AIRBORNE TOXIC EVENT Changing",1280,5,3,11,4.854,0.068,35,5,1304,191,5.581
6,"=","SUBLIME WITH ROME Panic",1249,2,85,-5,6.065,0.136,35,6,1249,513,6.065
7,"=","BLACK KEYS Howlin' For You",1183,-17,-26,-15,5.892,-0.004,35,2,1525,146,6.937
8,"=","MUMFORD & SONS The Cave",1143,-14,-106,0,6.451,-0.115,35,3,1450,89,7.488
9,"=","RISE AGAINST Help Is On The Way",1104,-6,-112,4,5.476,-0.157,35,2,1492,103,7.451
10,"=","AWOLNATION Sail",1067,-7,-40,0,4.194,-0.134,35,9,1114,130,4.715
11,"+2","COLDPLAY Every Teardrop Is A Waterfall",1007,47,445,-65,6.127,0.165,12,11,1007,829,6.329
12,"-1","SEETHER Country Song",997,6,32,8,5.263,-0.071,35,11,997,180,5.345
13,"-1","CAGE THE ELEPHANT Shake Me Down",965,-9,-40,-6,6.006,0.008,35,9,1181,47,7.17
14,"=","NAKED AND FAMOUS Young Blood",930,-3,6,-15,3.538,-0.022,35,13,933,135,3.563
15,"=","YOUNG THE GIANT My Body",819,-11,-54,-6,3.05,-0.008,35,11,1149,54,4.668
16,"=","SICK PUPPIES Riptide",757,5,-12,-4,2.887,0.027,35,16,771,77,2.938
17,"+1","FOO FIGHTERS Walk",663,41,348,-6,3.113,0.149,17,17,663,354,3.113
18,"-1","BEASTIE BOYS Make Some Noise",638,-24,-242,8,1.936,-0.018,35,9,1232,29,4.945
19,"=","REDLIGHT KING Old Man",574,1,-11,8,2.44,0.035,35,17,592,82,2.689
20,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",536,4,32,2,1.738,0.001,35,19,536,99,2.155
21,"+2","CAGE THE ELEPHANT Around My Head",524,24,76,18,1.917,0.098,35,21,524,123,1.917
22,"-1","ADELE Rolling In The Deep",499,-5,10,0,2.866,-0.163,35,17,522,38,3.181
23,"+1","JOY FORMIDABLE Whirring",496,0,-6,6,1.42,-0.006,35,18,508,64,1.449
24,"-2","LINKIN PARK Iridescent",487,-16,-4,-27,2.217,-0.08,35,19,511,114,2.386
25,"+1","311 Sunset In July",482,32,274,-21,2.754,0.081,9,25,482,323,2.754
26,"-1","MY CHEMICAL ROMANCE Bulletproof Heart",469,2,-18,9,1.198,-0.029,35,19,494,67,1.412
27,"=","AVENGED SEVENFOLD So Far Away",433,-1,27,-10,1.728,-0.022,35,25,439,115,1.805
28,"=","THREE DAYS GRACE Lost In You",422,-2,-27,-8,1.574,0.047,35,18,449,56,1.574
30,"=","TWO DOOR CINEMA CLUB What You Know",415,14,52,14,1.422,0.017,35,25,415,81,1.422
29,"=","RISE AGAINST Make It Stop (September's.....",415,9,120,-16,1.882,0.039,17,29,415,153,1.882
31,"=","CAKE Long Time",349,3,29,0,1.101,0.003,35,28,349,63,1.13
32,"=","PANIC AT THE DISCO The Ballad Of Mona Li...",309,-8,-65,-8,1.482,-0.038,35,25,374,81,1.683
33,"=","NEON TREES Your Surrender",292,-8,-35,-2,0.886,-0.042,35,24,398,49,1.328
34,"=","PAPA ROACH Burn",268,1,-11,-1,1.684,0.032,35,25,405,41,2.4
35,"=","MUMFORD & SONS Roll Away Your Stone",263,2,57,-6,0.695,-0.004,24,35,263,89,0.753
36,"=","KORN Get Up f/Skrillex",259,6,38,7,1.019,0.078,35,33,259,46,1.019
37,"=","TV ON THE RADIO Will Do",257,7,54,6,0.695,-0.004,35,34,257,54,0.699
38,"=","BAYSIDE Sick Sick Sick",236,-4,-26,-1,0.597,-0.005,35,31,265,39,0.639
39,"+1","PARAMORE Monster",229,7,106,-22,1.415,-0.051,7,39,229,188,1.495
40,"-1","STROKES Under Cover Of Darkness",228,-10,-27,-7,0.682,-0.028,35,18,452,41,1.234
41,"=","SIXX A.M. Lies Of The Beautiful People",213,1,25,0,0.746,-0.015,35,37,215,37,0.77
42,"+1","DISTURBED Warrior",203,0,5,-2,0.91,-0.021,35,35,208,41,0.958
43,"-1","LYKKE LI Get Some",199,-5,-12,0,0.651,0.038,35,33,230,40,1.009
44,"=","STROKES Taken For A Fool",194,-1,5,-3,0.956,-0.026,21,42,195,68,0.993
45,"=","10 YEARS Fix Me",186,6,22,-1,0.975,0.137,21,40,186,42,0.975
46,"=","MY MORNING JACKET Holdin On To Black Met...",176,-2,9,-6,0.546,-0.026,35,40,178,52,0.678
47,"=","COMPANY OF THIEVES Death Of Communicatio...",164,-3,3,-8,0.414,-0.012,35,42,167,46,0.477
48,"=","MIDDLE CLASS RUT Busy Bein' Born",161,0,9,-1,0.397,-0.006,31,43,165,46,0.407
49,"=","MANCHESTER ORCHESTRA April Fool",155,2,-12,5,0.242,0.001,35,39,183,23,0.34
50,"=","A DAY TO REMEMBER All Signs Point To Lau...",152,4,7,5,0.722,0.056,14,47,152,42,0.722
