"Title","Artist","Spins"
"Radioactive","IMAGINE DRAGONS",2175
"Stubborn Love","LUMINEERS",1714
"Mountain Sound","OF MONSTERS AND M...",1678
"Madness","MUSE",1502
"The Pit","SILVERSUN PICKUPS",1498
"Lover Of The Ligh...","MUMFORD & SONS",1361
"Safe And Sound","CAPITAL CITIES",1322
"Trojans","ATLAS GENIUS",1268
"Little Black Subm...","BLACK KEYS",1228
"Sweater Weather","NEIGHBOURHOOD",1212
"Panic Station","MUSE",1210
"I Will Wait","MUMFORD & SONS",1171
"Up In The Air","THIRTY SECONDS TO...",1162
"My Songs Know Wha...","FALL OUT BOY",1047
"Entertainment","PHOENIX",1023
"Timeless","AIRBORNE TOXIC EV...",899
"Now","PARAMORE",717
"San Francisco","THE MOWGLI'S",701
"Hero","FAMILY OF THE YEA...",678
"Carried Away","PASSION PIT",663
"Holding On To You","TWENTY ONE PILOTS",630
"Inhaler","FOALS",621
"Breezeblocks","ALT-J",536
"Out Of My League","FITZ & THE TANTRU...",481
"Harlem","NEW POLITICS",466
"Down The Road","C2C",421
"Recovery","FRANK TURNER",358
"Diane Young","VAMPIRE WEEKEND",331
"The High Road","THREE DAYS GRACE",327
"Black Chandelier","BIFFY CLYRO",303
"Hollow","ALICE IN CHAINS",277
"Castle Of Glass","LINKIN PARK",245
"Global Concepts","ROBERT DELONG",233
"If So","ATLAS GENIUS",219
"Dead Man's Shoes","THE VIRGINMARYS",217
"X-Kid","GREEN DAY",214
"Sacrilege","YEAH YEAH YEAHS",210
"Where Will We Go","IAMDYNAMITE",204
"A Tattered Line O...","POSTAL SERVICE",185
"Miracle Mile","COLD WAR KIDS",183
"All The Time","STROKES",182
"Home","PHILLIP PHILLIPS",180
"Soothe My Soul","DEPECHE MODE",173
"Before I Die","PAPA ROACH",173
"From Can To Can't","COREY TAYLOR/DAVE...",163
"I Love Lamp","RDGLDGRN",158
"I'll Follow You","SHINEDOWN",155
"Aunt Betty","MIDDLE CLASS RUT",146
"Demons","IMAGINE DRAGONS",138
"By Crooked Steps","SOUNDGARDEN",133
