"Title","Artist","Spins"
"Radioactive","IMAGINE DRAGONS",2110
"Stubborn Love","LUMINEERS",1600
"Panic Station","MUSE",1534
"Up In The Air","THIRTY SECONDS TO...",1519
"Mountain Sound","OF MONSTERS AND M...",1499
"Sweater Weather","NEIGHBOURHOOD",1496
"Safe And Sound","CAPITAL CITIES",1476
"Lover Of The Ligh...","MUMFORD & SONS",1466
"Madness","MUSE",1241
"My Songs Know Wha...","FALL OUT BOY",1208
"Entertainment","PHOENIX",1143
"The Pit","SILVERSUN PICKUPS",1120
"San Francisco","THE MOWGLI'S",900
"Hero","FAMILY OF THE YEA...",863
"Holding On To You","TWENTY ONE PILOTS",841
"Breezeblocks","ALT-J",707
"Harlem","NEW POLITICS",703
"Out Of My League","FITZ & THE TANTRU...",636
"Inhaler","FOALS",633
"Diane Young","VAMPIRE WEEKEND",623
"Recovery","FRANK TURNER",590
"Carried Away","PASSION PIT",542
"Timeless","AIRBORNE TOXIC EV...",540
"Down The Road","C2C",478
"The High Road","THREE DAYS GRACE",382
"My God Is The Sun","QUEENS OF THE STO...",352
"Black Chandelier","BIFFY CLYRO",350
"Demons","IMAGINE DRAGONS",344
"Same Love f/Mary ...","MACKLEMORE & RYAN...",343
"Soothe My Soul","DEPECHE MODE",333
"Castle Of Glass","LINKIN PARK",299
"Miracle Mile","COLD WAR KIDS",280
"If So","ATLAS GENIUS",274
"Dead Man's Shoes","THE VIRGINMARYS",273
"Aunt Betty","MIDDLE CLASS RUT",204
"Sacrilege","YEAH YEAH YEAHS",185
"I'll Follow You","SHINEDOWN",184
"From Can To Can't","COREY TAYLOR/DAVE...",171
"Sex","1975",170
"Global Concepts","ROBERT DELONG",154
"I Love Lamp","RDGLDGRN",150
"Cabin By The Sea","DIRTY HEADS",144
"This Disorder","FEATURES",144
"Before I Die","PAPA ROACH",141
"I Will Steal You ...","JIMMY EAT WORLD",136
"All The Time","STROKES",134
"Demon To Lean On","WAVVES",132
"Follow My Feet","UNLIKELY CANDIDAT...",126
"From Nowhere","DAN CROLL",123
"Awkward","SAN CISCO",118
