"Title","Artist","Spins"
"First","COLD WAR KIDS",2763
"Renegades","X AMBASSADORS",2530
"Ex's and Oh's","ELLE KING",2445
"I Am","AWOLNATION",2252
"Could Have Been Me","THE STRUTS",2139
"The Ghosts Of Beverly Drive","DEATH CAB FOR CUTIE",1884
"Stressed Out","TWENTY ONE PILOTS",1869
"2 Heads","COLEMAN HELL",1797
"Different Colors","WALK THE MOON",1794
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",1768
"Outside","FOO FIGHTERS",1478
"Mercy","MUSE",1329
"Ship To Wreck","FLORENCE + THE MACHINE",1271
"Molecules","ATLAS GENIUS",1259
"Dreams","BECK",1240
"Nightlight","SILVERSUN PICKUPS",1189
"Mountain At My Gates","FOALS",937
"New Americana","HALSEY",923
"Outta My Mind","ARCS",917
"Don't Wait Up","ROBERT DELONG",917
"Fire And The Flood","VANCE JOY",729
"Sedona","HOUNDMOUTH",719
"Leave A Trace","CHVRCHES",715
"Roots","IMAGINE DRAGONS",681
"Lemon Eyes","MEG MYERS",577
"Nearly Forgot My Broken Heart","CHRIS CORNELL",559
"Lydia","HIGHLY SUSPECT",544
"R.I.P. 2 My Youth","NEIGHBOURHOOD",492
"I Feel Love (Every Million...","THE DEAD WEATHER",452
"Empire","OF MONSTERS AND MEN",429
"Cold Cold Man","SAINT MOTEL",385
"Cut The Cord","SHINEDOWN",319
"Young & Unafraid","MOTH & THE FLAME",298
"Now","JOYWAVE",296
"The Ground Walks, With Time...","MODEST MOUSE",295
"Blame It On Me","GEORGE EZRA",294
"Gone","JR JR",287
"Bros","WOLF ALICE",283
"Angels Fall","BREAKING BENJAMIN",276
"High Dive","ANDREW MCMAHON IN WILDERNESS",252
"Throne","BRING ME THE HORIZON",243
"Footsteps","POP EVIL",238
"Wolves","DREAMERS",229
"Give Me A Try","WOMBATS",203
"Sirens f/Dirty Heads","SUBLIME WITH ROME",192
"Return To The Moon","EL VY",186
"Troublemaker","GRIZFOLK",180
"Let It Go","JAMES BAY",170
"Unsteady","X AMBASSADORS",164
"Lights On","BIG GRAMS",154
