"Title","Artist","Spins"
"Stressed Out","TWENTY ONE PILOTS",3144
"Mess Around","CAGE THE ELEPHANT",2688
"Adventure Of A Lifetime","COLDPLAY",2469
"First","COLD WAR KIDS",2330
"Fire And The Flood","VANCE JOY",2239
"Nightlight","SILVERSUN PICKUPS",2208
"Trip Switch","NOTHING BUT THIEVES",1888
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",1822
"Mountain At My Gates","FOALS",1711
"Unsteady","X AMBASSADORS",1695
"The Ghosts Of Beverly Drive","DEATH CAB FOR CUTIE",1667
"Roots","IMAGINE DRAGONS",1531
"Thank God For Girls","WEEZER",1394
"Magnets f/Lorde","DISCLOSURE",1183
"Ditmas","MUMFORD & SONS",1110
"Saint Cecilia","FOO FIGHTERS",1023
"Love Me","THE 1975",1012
"Nearly Forgot My Broken Heart","CHRIS CORNELL",834
"Gone","JR JR",789
"High Dive","ANDREW MCMAHON IN WILDERNESS",755
"Victorious","PANIC! AT THE DISCO",703
"Cold Cold Man","SAINT MOTEL",694
"Kiss This","THE STRUTS",649
"Give Me A Try","WOMBATS",543
"Under The Influence","ELLE KING",541
"Genghis Khan","MIIKE SNOW",505
"10,000 Emerald Pools","BORNS",455
"Wolves Without Teeth","OF MONSTERS AND MEN",395
"Return To The Moon","EL VY",374
"Woman Woman","AWOLNATION",366
"Lights On","BIG GRAMS",362
"Cry Baby","NEIGHBOURHOOD",317
"State Of My Head","SHINEDOWN",301
"Girl Crush","NEW POLITICS",279
"Ride","TWENTY ONE PILOTS",278
"Troublemaker","GRIZFOLK",256
"Spirits","THE STRUMBELLAS",232
"Sister Of Pearl","BAIO",228
"Throne","BRING ME THE HORIZON",221
"One Time","MARIAN HILL",213
"Dancing On Glass","ST. LUCIA",207
"Irresistible f/Demi Lovato","FALL OUT BOY",188
"Next Storm","FRANK TURNER",187
"Sikka Takin' The Hard Way","NEW BEAT FUND",179
"Let It Go","JAMES BAY",150
"Brazil","DECLAN MCKENNA",140
"7 Years","LUKAS GRAHAM",133
"Shine A Light","BANNERS",132
"In Your Arms","CHEF'SPECIAL",131
"Monument","MUTEMATH",131
