"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1694,"-3",3,"-11",8.154,"-0.062",40,1,1715,265,8.511
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1613,"+22",65,"+28",7.152,"+0.134",40,2,1613,226,7.152
3,"=","INCUBUS Adolescents",1428,"-3",16,"-5",8.271,"-0.056",40,3,1431,162,8.791
4,"=","FOO FIGHTERS Rope",1379,"-27",-171,"-2",9.465,"-0.031",40,1,2006,128,12.051
5,"=","SUBLIME WITH ROME Panic",1321,"+4",107,"-13",6.557,"+0.083",40,5,1321,513,6.557
6,"=","AIRBORNE TOXIC EVENT Changing",1277,"-10",-1,"-11",4.865,"-0.081",40,5,1304,191,5.581
7,"+1","COLDPLAY Every Teardrop Is A Waterfall",1135,"+25",203,"-21",6.577,"+0.128",17,7,1135,829,6.577
8,"-1","MUMFORD & SONS The Cave",1123,"-5",-51,"+0",6.037,"-0.027",40,3,1450,89,7.488
9,"=","RISE AGAINST Help Is On The Way",1082,"-20",-28,"-8",5.539,"-0.014",40,2,1492,103,7.451
10,"=","AWOLNATION Sail",1068,"-2",1,"+12",3.826,"-0.044",40,9,1114,130,4.715
11,"=","BLACK KEYS Howlin' For You",1032,"-29",-180,"-26",4.811,"-0.195",40,2,1525,146,6.937
12,"+1","NAKED AND FAMOUS Young Blood",961,"+8",33,"+12",3.691,"+0.082",40,12,961,135,3.691
13,"-1","SEETHER Country Song",953,"-5",-35,"+2",5.244,"+0.025",40,11,997,180,5.345
14,"=","CAGE THE ELEPHANT Shake Me Down",922,"-13",-77,"-22",5.903,"-0.052",40,9,1181,47,7.17
15,"=","FOO FIGHTERS Walk",859,"+31",288,"-16",4.04,"+0.163",22,15,859,354,4.04
16,"+1","SICK PUPPIES Riptide",770,"+5",20,"+22",2.991,"+0.037",40,16,771,77,2.991
17,"+1","311 Sunset In July",659,"+24",239,"-14",3.723,"+0.100",14,17,659,323,3.723
18,"+3","CAGE THE ELEPHANT Around My Head",578,"+14",78,"-7",2.013,"+0.011",40,18,578,123,2.013
19,"+1","DANGER MOUSE & DANIELE LUPPI Two Against...",572,"+7",45,"+0",2.019,"+0.098",40,19,572,99,2.155
20,"-1","REDLIGHT KING Old Man",561,"-5",-6,"-2",2.272,"-0.024",40,17,592,82,2.689
21,"+3","JOY FORMIDABLE Whirring",495,"-3",-3,"-13",1.448,"-0.026",40,18,508,64,1.52
22,"=","LINKIN PARK Iridescent",488,"-15",-23,"-30",1.916,"-0.233",40,19,511,114,2.386
23,"=","BEASTIE BOYS Make Some Noise",470,"-33",-232,"-5",1.526,"-0.060",40,9,1232,29,4.945
24,"+1","ADELE Rolling In The Deep",469,"-7",-26,"-7",2.142,"-0.159",40,17,522,38,3.181
25,"+1","RISE AGAINST Make It Stop (September's.....",468,"+14",78,"-4",2.252,"+0.059",22,25,468,153,2.252
26,"+1","AVENGED SEVENFOLD So Far Away",452,"+8",13,"-2",1.751,"+0.005",40,25,452,115,1.805
27,"+2","TWO DOOR CINEMA CLUB What You Know",442,"+5",43,"+3",1.422,"-0.021",40,25,442,81,1.443
28,"+2","THREE DAYS GRACE Lost In You",434,"+8",6,"+13",2.11,"+0.135",40,18,449,56,2.11
