"Title","Artist","Spins"
"Shut Up And Dance","WALK THE MOON",2596
"Cigarette Daydreams","CAGE THE ELEPHANT",2359
"I Bet My Life","IMAGINE DRAGONS",2243
"Lampshades On Fire","MODEST MOUSE",1942
"R U Mine?","ARCTIC MONKEYS",1907
"Rollercoaster","BLEACHERS",1893
"Stolen Dance","MILKY CHANCE",1661
"Long Way Down","ROBERT DELONG",1533
"Take Me To Church","HOZIER",1499
"Figure It Out","ROYAL BLOOD",1426
"Hollow Moon (Bad Wolf)","AWOLNATION",1345
"Black Sun","DEATH CAB FOR CUTIE",1333
"Budapest","GEORGE EZRA",1313
"Beggin For Thread","BANKS",1287
"Something From Nothing","FOO FIGHTERS",1250
"Mess Is Mine","VANCE JOY",1049
"Kathleen","CATFISH AND THE BOTTLEMEN",1020
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",972
"Weight Of Love","BLACK KEYS",921
"Every Other Freckle","ALT-J",887
"Gooey","GLASS ANIMALS",873
"Somebody New","JOYWAVE",854
"Till It's Gone","YELAWOLF",740
"Bad Habit","KOOKS",696
"Tragedy + Time","RISE AGAINST",653
"Coming For You","OFFSPRING",582
"Sound Of Change","DIRTY HEADS",582
"Flashed Junk Mind","MILKY CHANCE",554
"Absolution Calling","INCUBUS",540
"Congregation","FOO FIGHTERS",525
"My Type","SAINT MOTEL",494
"Get It","MATT AND KIM",445
"Karaoke","SMALLPOOLS",346
"I Want To Know","KONGOS",314
"Every Breaking Wave","U2",310
"Same Damn Life","SEETHER",291
"Gold","CHET FAKER",272
"Uma Thurman","FALL OUT BOY",259
"Everything Is Wrong","INTERPOL",247
"Yellow Flicker Beat","LORDE",237
"Peaches","IN THE VALLEY BELOW",231
"What Kind Of Man","FLORENCE + THE MACHINE",230
"If You Wanna Stay","GRISWOLDS",212
"Happy Idiot","TV ON THE RADIO",201
"Geronimo","SHEPPARD",200
"Reflections","MISTERWIVES",197
"I'm Good","THE MOWGLI'S",196
"From Eden","HOZIER",193
"Contagious","NIGHT RIOTS",186
"Hero","FAMILY OF THE YEAR",182
