"Title","Artist","Spins"
"Come A Little Clo...","CAGE THE ELEPHANT",2551
"Pompeii","BASTILLE",2195
"Demons","IMAGINE DRAGONS",1654
"Sirens","PEARL JAM",1519
"Do I Wanna Know?","ARCTIC MONKEYS",1494
"Out Of My League","FITZ & THE TANTRU...",1469
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1338
"Team","LORDE",1303
"A Light That Neve...","LINKIN PARK X STE...",1302
"Ways To Go","GROUPLOVE",1300
"Hurricane","MS MR",1218
"Royals","LORDE",1165
"City Of Angels","THIRTY SECONDS TO...",1135
"Afraid","NEIGHBOURHOOD",1094
"Wake Me Up","AVICII",1036
"It's About Time","YOUNG THE GIANT",1001
"Unbelievers","VAMPIRE WEEKEND",897
"House Of Gold","TWENTY ONE PILOTS",798
"Tessellate","ALT-J",781
"Who We Are","SWITCHFOOT",774
"Heavy Bells","J. RODDY WALSTON/...",655
"Shot At The Night","KILLERS",654
"The Mother We Sha...","CHVRCHES",613
"Bleed Out","BLUE OCTOBER",588
"Reflektor","ARCADE FIRE",571
"Temple","KINGS OF LEON",494
"I Sat By The Ocea...","QUEENS OF THE STO...",486
"Thiskidsnotalrigh...","AWOLNATION",408
"Hell And Back","AIRBORNE TOXIC EV...",384
"Holding On For Li...","BROKEN BELLS",327
"Hail To The King","AVENGED SEVENFOLD",310
"Tonight You're Pe...","NEW POLITICS",300
"Little Games","COLOURIST",298
"Pumpin Blood","NONONO",291
"Head On","MAN MAN",279
"Chocolate","THE 1975",278
"Never Never","KORN",260
"Dirty Paws","OF MONSTERS AND M...",250
"Modern Jesus","PORTUGAL. THE MAN",247
"Everything Is Deb...","HELLOGOODBYE",223
"17 Crimes","AFI",217
"What Doesn't Kill...","JAKE BUGG",183
"Right Back At It ...","A DAY TO REMEMBER",182
"On Top Of The Wor...","IMAGINE DRAGONS",179
"By And Down","A PERFECT CIRCLE",176
"Supersoaker","KINGS OF LEON",172
"I Believe","BASIC VACATION",171
"Copy Of A","NINE INCH NAILS",169
"The Epilogue","CROSSES",134
"Best Day Of My Li...","AMERICAN AUTHORS",133
