"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN We Are Young",2074,-7,-27,-8,11.905,0.015,145,"2",1,2104,229,11.914
2,"=","GOTYE Somebody That I Used To Know",2069,20,-40,50,11.317,0.097,131,"1",1,2145,270,11.717
3,"=","GROUPLOVE Tongue Tied",1671,13,130,-11,7.52,0.129,125,"169",3,1671,194,7.52
4,"=","BLACK KEYS Gold On The Ceiling",1629,1,66,-18,7.795,0.073,86,"171",3,1629,266,7.795
5,"=","M83 Midnight City",1344,5,16,1,6.476,0.112,136,"106",5,1344,167,6.476
6,"=","OF MONSTERS AND MEN Little Talks",1134,9,52,-4,3.963,0.045,130,"--",6,1134,118,3.963
7,"=","NEON TREES Everybody Talks",1085,2,66,-9,5.12,-0.061,124,"45",7,1085,183,5.181
8,"=","AWOLNATION Not Your Fault",999,-18,-148,11,3.526,-0.135,198,"336",3,1498,132,6.341
9,"=","BLACK KEYS Lonely Boy",931,-12,-131,8,5.364,-0.034,170,"--",1,2170,963,11.053
10,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",927,-3,-169,42,4.543,-0.005,168,"260",5,1451,213,6.316
11,"=","RED HOT CHILI PEPPERS Look Around",920,4,90,-18,3.023,-0.028,66,"--",11,920,197,3.051
12,"=","SHINS Simple Song",858,-10,40,-11,2.632,-0.023,93,"--",11,868,282,2.655
13,"=","COLDPLAY Charlie Brown",776,-6,30,-19,3.454,0.038,89,"--",13,782,147,3.454
14,"+2","SILVERSUN PICKUPS Bloody Mary (Nerve End...",766,27,188,7,3.24,0.124,17,"--",14,766,476,3.24
15,"-1","IMAGINE DRAGONS It's Time",761,6,0,6,2.671,-0.028,51,"332",14,767,134,2.724
16,"-1","SHINEDOWN Bully",748,-1,-12,0,2.869,0.053,99,"--",14,803,360,3.179
17,"=","BUSH Baby Come Home",683,-13,-40,-20,2.302,-0.024,81,"--",16,738,166,2.851
18,"=","JACK WHITE Love Interruption",627,-26,-174,-3,1.711,-0.077,73,"416",12,915,377,3.255
19,"=","FOXY SHAZAM I Like It",544,-3,-19,-7,1.71,0.008,75,"--",19,563,145,1.725
20,"=","DIRTY HEADS Spread Too Thin",464,9,95,-11,2.878,-0.108,21,"--",20,464,144,3.038
21,"+3","SOUNDGARDEN Live To Rise",458,49,339,-5,2.506,0.137,8,"--",21,458,388,2.506
22,"=","GARBAGE Blood For Poppies",423,11,56,-6,1.91,-0.037,23,"--",22,423,155,2.014
23,"-2","CIVIL TWILIGHT Fire Escape",418,-3,-5,-5,1.469,-0.04,83,"--",20,429,58,1.524
24,"-1","WALK THE MOON Anna Sun",410,0,93,-18,1.342,-0.026,47,"--",23,410,111,1.392
25,"=","SWITCHFOOT Afterlife",404,-4,19,-17,1.327,-0.054,37,"--",23,408,95,1.381
26,"=","USED I Come Alive",324,0,22,-3,0.999,-0.001,81,"--",23,324,59,1.019
27,"=","CHEVELLE Hats Off To The Bull",320,10,29,-1,1.154,0.077,47,"--",25,320,107,1.154
28,"=","SEETHER No Resolution",311,4,11,3,0.954,0.008,76,"--",24,311,63,0.955
29,"=","YOUNG THE GIANT Apartment",279,5,27,9,0.772,0.048,54,"--",26,279,60,0.772
30,"+2","FLORENCE + THE MACHINE No Light, No Ligh...",256,12,21,10,0.908,0.028,24,"--",30,256,94,0.916
31,"-1","SANTIGOLD Disparate Youth",255,-5,3,-7,0.69,0.004,40,"730",25,260,85,0.781
32,"+2","JACK WHITE Sixteen Saltines",244,18,113,4,0.813,0.064,10,"881",32,244,114,0.813
33,"-2","EVE 6 Victoria",243,-3,-13,-3,1.032,-0.022,40,"--",30,256,81,1.182
34,"-1","MIDDLE CLASS RUT Are You On Your Way",220,-7,-30,-10,0.565,-0.019,88,"--",28,256,56,0.678
35,"=","SNOW PATROL Called Out In The Dark",219,-5,-12,-3,0.816,0.013,74,"392",26,263,65,1.058
36,"=","TWIN ATLANTIC Free",214,-8,8,-14,0.427,-0.008,61,"--",35,222,37,0.435
37,"=","FOO FIGHTERS Bridge Burning",196,1,12,-5,0.465,0.056,16,"--",36,199,62,0.465
38,"=","REDLIGHT KING Bullet In My Hand",183,4,-13,2,0.402,0.003,180,"445",36,196,58,0.604
39,"+1","CAGE THE ELEPHANT Always Something",162,3,30,3,0.326,-0.005,26,"--",39,162,32,0.331
40,"-1","BOMBAY BICYCLE CLUB Shuffle",162,1,-11,2,0.24,-0.002,101,"--",37,184,38,0.393
41,"=","ELECTRIC GUEST This Head I Hold",155,0,16,6,0.392,0.007,38,"--",37,170,33,0.487
42,"+1","FEATURES How It Starts",147,5,13,7,0.459,-0.008,31,"--",42,147,27,0.467
43,"-1","MORNING PARADE Headlights",145,2,45,-10,0.279,-0.006,7,"--",42,145,66,0.285
44,"=","ANIMAL KINGDOM Strange Attractor",130,0,8,-3,0.204,-0.01,22,"--",43,130,43,0.297
45,"=","WOMBATS Jump Into The Fog",127,1,15,0,0.231,0.017,13,"--",45,127,22,0.231
46,"=","FLOGGING MOLLY Saints & Sinners",126,1,6,1,0.296,-0.018,27,"--",43,130,25,0.344
47,"=","DEAD SARA Weatherman",125,4,42,4,0.671,0.047,5,"--",47,125,42,0.671
48,"+1","HIVES Go Right Ahead",119,9,35,14,0.245,0.019,2,"--",48,119,35,0.245
49,"+1","TEMPER TRAP Need Your Love",117,7,23,6,0.207,0.024,5,"--",49,117,23,0.207
50,"-2","SKRILLEX Bangarang",111,-3,-2,-5,0.223,-0.006,62,"61",43,152,49,0.476
