"Title","Artist","Spins"
"Madness","MUSE",2275
"I Will Wait","MUMFORD & SONS",2177
"Ho Hey","LUMINEERS",1938
"Little Black Submari...","BLACK KEYS",1824
"Take A Walk","PASSION PIT",1664
"Trojans","ATLAS GENIUS",1338
"Kill Your Heroes","AWOLNATION",1322
"It's Time","IMAGINE DRAGONS",1296
"We Come Running","YOUNGBLOOD HAWKE",1261
"Itchin' On A Photogr...","GROUPLOVE",1174
"Mountain Sound","OF MONSTERS AND MEN",1085
"The Pit","SILVERSUN PICKUPS",993
"Lost In The Echo","LINKIN PARK",933
"Radioactive","IMAGINE DRAGONS",922
"Been Away Too Long","SOUNDGARDEN",759
"Chalk Outline","THREE DAYS GRACE",748
"Carry On","FUN.",746
"Let Yourself Go","GREEN DAY",737
"Sleep Alone","TWO DOOR CINEMA CLUB",557
"Breathing Underwater","METRIC",554
"Tightrope","WALK THE MOON",450
"Change","CHURCHILL",385
"Let's Go","MATT AND KIM",367
"This Ladder Is Ours","JOY FORMIDABLE",365
"Freedom At 21","JACK WHITE",351
"Miss Atomic Bomb","KILLERS",349
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LE...",333
"Tempest","DEFTONES",301
"Dance All Night f/Ma...","DIRTY HEADS",300
"Fitzpleasure","ALT-J",278
"Lessons In Love (All...","NEON TREES",266
"Absolute Zero","STONE SOUR",250
"Closer","TEGAN & SARA",243
"Where The Kids Are","BLONDFIRE",228
"Safe And Sound","CAPITAL CITIES",214
"Dark Again","GOLD FIELDS",212
"Where Will We Go","IAMDYNAMITE",206
"Enemies","SHINEDOWN",205
"Stubborn Love","LUMINEERS",180
"Put The Gun Down","ZZ WARD",180
"Turning Into You","OFFSPRING",178
"Home","PHILLIP PHILLIPS",161
"Someone Anyone","ANBERLIN",160
"Carry On","AVENGED SEVENFOLD",158
"Hero","FAMILY OF THE YEAR",135
"I Ain't The Same","ALABAMA SHAKES",100
"Same Old Trip","CHEVELLE",99
"Go To Hell","GO RADIO",97
"River","CIVIL TWILIGHT",93
"Here Comes My Man","GASLIGHT ANTHEM",84
