"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOO FIGHTERS Rope",1986,-8,-14,-2,11.366,-0.039,6,1,2006,0,11.479
2,"+1","RISE AGAINST Help Is On The Way",1492,20,52,37,7.451,0.149,6,2,1492,52,7.451
3,"-1","BLACK KEYS Howlin' For You",1469,-9,-53,-5,6.365,-0.024,6,2,1525,22,6.937
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",1432,-8,21,-9,6.327,-0.017,6,4,1440,32,6.374
5,"=","MUMFORD & SONS The Cave",1430,-10,-10,-14,7.423,0.067,6,3,1450,15,7.423
6,"=","INCUBUS Adolescents",1321,-3,32,-25,6.958,-0.064,6,6,1324,57,7.022
7,"=","DEATH CAB FOR CUTIE You Are A Tourist",1301,-5,11,-19,6.347,0.122,6,6,1311,101,6.347
8,"=","AIRBORNE TOXIC EVENT Changing",1295,3,56,-14,5.44,0.137,6,8,1295,87,5.44
9,"=","BEASTIE BOYS Make Some Noise",1227,6,17,14,4.785,-0.033,6,9,1227,17,4.945
10,"=","CAGE THE ELEPHANT Shake Me Down",1162,-14,-38,-11,7.052,0.01,6,10,1181,0,7.074
11,"=","YOUNG THE GIANT My Body",1053,-13,-137,15,4.403,-0.056,6,11,1149,0,4.668
12,"=","AWOLNATION Sail",987,24,97,18,3.987,0.107,6,12,987,97,3.987
13,"=","SEETHER Country Song",912,11,43,19,4.337,0.144,6,13,912,43,4.337
14,"=","NAKED AND FAMOUS Young Blood",876,5,28,-2,2.907,0.063,6,14,876,57,2.907
15,"=","LINKIN PARK Waiting For The End",796,12,-30,37,5.523,-0.039,6,15,799,0,5.83
16,"=","SICK PUPPIES Riptide",728,0,25,-4,2.771,-0.012,6,16,728,41,2.783
17,"=","SUBLIME WITH ROME Panic",627,47,501,-12,3.049,-0.014,6,17,627,513,3.063
18,"=","ADELE Rolling In The Deep",503,7,11,5,2.899,0.051,6,17,503,11,2.899
19,"+1","REDLIGHT KING Old Man",455,13,64,11,2.259,0.04,6,19,455,64,2.259
20,"-1","MY CHEMICAL ROMANCE Bulletproof Heart",451,3,61,-5,1.18,0.031,6,19,451,66,1.18
21,"+2","DANGER MOUSE & DANIELE LUPPI Two Against...",429,6,17,2,1.641,0.017,6,19,429,71,1.641
22,"=","THREE DAYS GRACE Lost In You",429,-2,-7,-8,1.349,-0.056,6,18,433,6,1.452
23,"-2","LINKIN PARK Iridescent",427,-7,43,-33,1.957,-0.071,6,21,434,114,2.152
24,"=","JOY FORMIDABLE Whirring",418,7,48,1,1.33,0.038,6,24,418,55,1.33
25,"=","PAPA ROACH Burn",400,1,24,12,1.998,0.082,6,25,400,24,2.055
26,"=","NEON TREES Your Surrender",351,0,-23,-12,1.139,-0.03,6,26,369,49,1.328
27,"+1","PANIC AT THE DISCO The Ballad Of Mona Li...",326,2,-8,4,1.6,0.006,6,27,338,0,1.657
28,"-1","STROKES Under Cover Of Darkness",311,-20,-202,7,0.907,-0.034,6,18,452,0,1.234
29,"=","CAKE Long Time",310,-2,13,-5,1.072,-0.055,6,28,312,22,1.13
30,"=","TWO DOOR CINEMA CLUB What You Know",284,10,14,17,0.807,0.038,6,30,284,14,0.807
31,"=","AVENGED SEVENFOLD So Far Away",272,2,14,3,0.816,0.039,6,30,272,21,0.816
32,"=","BIFFY CLYRO Many Of Horror",264,4,15,1,0.913,0.042,6,31,264,22,0.913
33,"+2","CAGE THE ELEPHANT Around My Head",214,7,54,2,0.688,0.014,6,33,214,54,0.688
34,"=","LYKKE LI Get Some",214,2,33,-3,0.996,0.013,6,34,214,40,1.009
35,"+1","BAYSIDE Sick Sick Sick",206,0,5,2,0.491,-0.003,6,34,212,23,0.494
36,"-3","HOLLYWOOD UNDEAD Hear Me Now",203,-11,-79,-7,0.802,-0.048,6,30,268,0,1.092
37,"=","DISTURBED Warrior",200,3,14,-8,0.822,0.044,6,37,200,41,0.822
38,"=","TV ON THE RADIO Will Do",190,0,3,-5,0.538,-0.017,6,36,196,44,0.556
39,"+1","MANCHESTER ORCHESTRA April Fool",180,1,10,2,0.314,0.004,6,39,182,23,0.322
40,"-1","SUM 41 Screaming Bloody Murder",178,-3,-15,-2,1.026,-0.001,6,37,191,0,1.115
41,"+1","SIXX A.M. Lies Of The Beautiful People",168,5,14,6,0.42,0.016,6,41,168,15,0.42
42,"-1","RADIOHEAD Lotus Flower",161,-4,-13,-1,0.962,-0.045,6,40,176,1,1.084
43,"+1","KORN Get Up f/Skrillex",145,1,22,-7,0.53,0.014,6,43,145,38,0.53
44,"-1","FUNERAL PARTY Finale",143,-3,-3,-5,0.22,-0.001,6,43,146,2,0.221
45,"=","SKILLET Awake And Alive",136,-7,-49,-4,0.324,-0.047,6,42,173,0,0.505
46,"=","COMPANY OF THIEVES Death Of Communicatio...",126,3,3,3,0.299,0.015,6,46,130,15,0.319
47,"=","MY MORNING JACKET Holdin On To Black Met...",117,0,-2,-5,0.48,-0.044,6,47,117,11,0.524
48,"=","MIDDLE CLASS RUT Busy Bein' Born",113,6,46,0,0.386,0.026,2,48,113,46,0.386
49,"=","ADELITAS WAY Sick",107,2,6,0,0.294,-0.016,2,49,107,6,0.31
50,"=","SHE WANTS REVENGE Must Be The One",103,2,8,1,0.252,-0.009,2,50,103,8,0.261
