"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1994,3,-5,-7,8.814,0.061,31,"142",1,2046,1306,9.098
2,"=","FOO FIGHTERS Walk",1915,-2,-33,-16,9.243,-0.023,79,"181",1,1966,354,9.467
3,"=","FOSTER THE PEOPLE Pumped Up Kicks",1502,-10,-118,21,7.721,-0.004,97,"2",1,1855,265,9.607
4,"=","BLINK 182 Up All Night",1469,24,69,21,5.616,-0.011,32,"304",4,1469,918,5.627
5,"=","AWOLNATION Sail",1296,18,26,11,5.1,0.066,97,"100",5,1296,156,5.1
6,"=","COLDPLAY Every Teardrop Is A Waterfall",1210,-16,-110,-19,4.923,-0.109,74,"41",4,1405,829,6.882
7,"+1","311 Sunset In July",991,15,10,14,3.118,0.043,71,"--",7,997,323,4.133
8,"-1","SUBLIME WITH ROME Panic",988,-23,-190,-6,3.823,-0.096,97,"--",4,1393,513,6.557
9,"=","AIRBORNE TOXIC EVENT Changing",948,-15,-79,3,3.856,0.037,97,"711",4,1304,191,5.776
10,"=","RISE AGAINST Make It Stop (September's.....",937,16,54,10,4.153,0.11,79,"--",10,937,153,4.153
11,"=","DEATH CAB FOR CUTIE You Are A Tourist",907,-6,-60,4,4.186,-0.002,97,"--",2,1688,226,7.892
12,"=","JOY FORMIDABLE Whirring",877,2,16,-4,2.853,0.001,97,"--",12,888,132,2.857
13,"=","BLACK KEYS Howlin' For You",792,-3,-22,-4,4.259,0.026,97,"313",2,1525,146,6.937
14,"=","FOO FIGHTERS Rope",769,-6,-52,9,5.083,-0.048,97,"--",1,2006,161,12.051
15,"=","BUSH The Sound Of Winter",764,16,67,-13,3.539,0.052,23,"--",15,764,344,3.539
16,"=","MUMFORD & SONS Roll Away Your Stone",703,2,44,-11,2.312,0.018,86,"763",16,703,197,2.312
17,"=","CAKE Long Time",686,8,46,-6,2.235,0.024,97,"--",17,686,104,2.296
18,"=","INCUBUS Adolescents",637,-8,-56,5,4.084,0.067,97,"--",3,1436,162,8.791
19,"=","JANE'S ADDICTION Irresistible Force",636,28,200,-46,1.998,0.059,12,"656",19,636,436,1.998
20,"=","CAGE THE ELEPHANT Around My Head",555,-23,-96,-5,1.539,-0.075,97,"--",16,798,123,2.698
21,"=","AVENGED SEVENFOLD So Far Away",548,-15,-27,-6,1.934,-0.068,97,"541",19,634,115,2.16
22,"=","YOUNG THE GIANT Cough Syrup",490,5,49,1,1.592,0.007,43,"1002",22,490,126,1.592
23,"+1","STAIND Not Again",463,7,9,1,1.469,0.032,30,"--",22,463,209,1.537
24,"-1","PARAMORE Monster",461,5,16,3,1.491,0.036,69,"233",23,461,188,1.498
25,"+1","INCUBUS Promises, Promises",408,12,12,1,1.54,0.048,33,"--",25,408,92,1.63
26,"-1","TWO DOOR CINEMA CLUB What You Know",403,3,-12,6,1.053,0.021,97,"425",22,495,81,1.701
27,"=","FOSTER THE PEOPLE Helena Beat",351,11,25,6,0.955,-0.039,45,"256",27,351,82,1.011
28,"+1","SWITCHFOOT Dark Horses",317,10,62,7,1.176,0.021,18,"--",28,317,99,1.176
29,"-1","KOOKS Junk Of The Heart",316,2,8,-3,0.821,0.004,25,"--",28,328,81,0.858
30,"=","MIDDLE CLASS RUT Busy Bein' Born",282,-4,-7,-9,0.835,-0.02,93,"--",30,289,46,0.924
31,"=","SLEEPER AGENT Get It Daddy",276,4,5,1,0.608,-0.006,27,"--",31,276,60,0.665
32,"+1","THEORY OF A DEADMAN Lowlife",255,5,4,10,0.886,0.054,42,"--",31,269,63,0.967
33,"-1","A DAY TO REMEMBER All Signs Point To Lau...",252,-13,-55,-15,0.995,-0.033,76,"--",27,334,79,1.361
34,"+3","EVANESCENCE What You Want",244,31,238,25,1.029,0.094,4,"90",34,244,238,1.029
35,"+1","SEETHER Tonight",224,7,22,-2,1.053,0.065,15,"--",35,224,86,1.053
36,"-1","TV ON THE RADIO Will Do",219,-2,-25,0,0.541,-0.017,97,"--",31,272,58,0.72
37,"-3","MY MORNING JACKET Holdin On To Black Met...",216,-6,8,-17,0.502,-0.008,97,"--",34,222,52,0.678
38,"=","GROUPLOVE Colours",211,3,14,4,0.798,-0.023,15,"--",38,211,74,0.821
39,"=","FLORENCE + THE MACHINE You've Got The Lo...",202,-6,-26,-5,0.368,-0.032,58,"--",31,271,93,0.764
40,"=","PORTUGAL. THE MAN Got It All (This Can't...",196,-2,-11,-2,0.404,0.006,51,"--",37,207,33,0.428
41,"=","BLUE OCTOBER The Chills",192,-1,4,-2,1.057,-0.004,19,"--",41,193,40,1.105
42,"=","GIVERS Up Up Up",176,-3,13,-7,0.346,-0.024,37,"--",42,179,37,0.37
43,"+1","ADELE Rumour Has It",165,11,39,7,0.535,0.033,9,"72",43,165,39,0.535
44,"-1","BEASTIE BOYS Don't Play No Game That I.....",160,-2,-4,1,0.217,0.001,30,"--",41,181,44,0.264
45,"=","COMPANY OF THIEVES Death Of Communicatio...",136,1,-2,2,0.349,0.009,83,"--",41,170,46,0.622
46,"+1","VIVA BROTHER Darling Buds Of May",134,4,-2,7,0.28,0.022,29,"--",45,160,31,0.413
47,"+1","ALTER BRIDGE Ghost Of Days Gone By",128,4,-7,6,0.326,0.006,19,"--",47,143,13,0.424
48,"-2","TAKING BACK SUNDAY Faith (When I Let You...",125,-6,-16,-10,0.301,-0.005,48,"--",40,179,51,0.422
