"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOO FIGHTERS Walk",2006,"-17",115,"-22",10.095,"-0.056",109,"253",1,2051,354,10.151
2,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1872,"-14",119,"-18",8.533,"-0.027",61,"--",1,2071,1306,9.352
3,"=","BLINK 182 Up All Night",1598,"-2",116,"-20",6.247,"+0.024",62,"566",3,1607,918,6.247
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",1499,"-2",89,"-9",8.368,"+0.033",127,"3",1,1855,265,9.607
5,"=","AWOLNATION Sail",1189,"-13",82,"-16",5.402,"-0.023",127,"66",5,1325,156,5.743
6,"=","BUSH The Sound Of Winter",1166,"+24",93,"+24",5.194,"+0.090",53,"--",6,1166,344,5.194
7,"=","JOY FORMIDABLE Whirring",1093,"-1",132,"-15",3.7,"-0.004",127,"985",7,1096,163,3.705
8,"=","RISE AGAINST Make It Stop (September's.....",1017,"+1",90,"-4",4.873,"+0.083",109,"--",6,1017,153,4.873
9,"=","MUMFORD & SONS Roll Away Your Stone",900,"+2",131,"-7",3.623,"+0.001",116,"670",9,900,197,3.623
10,"=","311 Sunset In July",862,"-32",-27,"-45",3.279,"-0.117",101,"--",7,1029,323,4.133
11,"=","JANE'S ADDICTION Irresistible Force",859,"+4",91,"+10",2.441,"-0.012",42,"--",10,859,436,2.59
12,"=","AIRBORNE TOXIC EVENT Changing",750,"-10",50,"-5",2.915,"-0.003",127,"951",4,1304,191,5.776
13,"=","YOUNG THE GIANT Cough Syrup",723,"+21",128,"+15",2.442,"+0.117",73,"554",13,723,128,2.442
14,"+2","INCUBUS Promises, Promises",637,"+19",103,"+25",2.801,"+0.057",63,"--",14,637,103,2.801
15,"=","FOSTER THE PEOPLE Helena Beat",635,"+9",93,"+2",2.348,"+0.039",75,"188",15,635,119,2.348
16,"-2","COLDPLAY Every Teardrop Is A Waterfall",626,"-37",-71,"-33",2.257,"-0.202",104,"53",4,1405,829,6.882
17,"=","SUBLIME WITH ROME Panic",597,"-4",15,"+0",2.236,"-0.061",127,"--",4,1393,513,6.557
18,"=","CAKE Long Time",582,"-2",-12,"+12",1.746,"+0.014",127,"--",14,695,104,2.296
