"Title","Artist","Spins"
"Come A Little Clo...","CAGE THE ELEPHANT",2542
"Pompeii","BASTILLE",2308
"Ways To Go","GROUPLOVE",1827
"Demons","IMAGINE DRAGONS",1765
"Out Of My League","FITZ & THE TANTRU...",1555
"Sirens","PEARL JAM",1410
"Royals","LORDE",1358
"Sweater Weather","NEIGHBOURHOOD",1328
"City Of Angels","THIRTY SECONDS TO...",1273
"Hurricane","MS MR",1264
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1263
"Do I Wanna Know?","ARCTIC MONKEYS",1201
"A Light That Neve...","LINKIN PARK X STE...",1180
"Team","LORDE",1071
"Wake Me Up","AVICII",1061
"Afraid","NEIGHBOURHOOD",1011
"It's About Time","YOUNG THE GIANT",805
"Unbelievers","VAMPIRE WEEKEND",749
"Tessellate","ALT-J",742
"House Of Gold","TWENTY ONE PILOTS",723
"Shot At The Night","KILLERS",700
"Reflektor","ARCADE FIRE",678
"Who We Are","SWITCHFOOT",677
"Bleed Out","BLUE OCTOBER",589
"The Mother We Sha...","CHVRCHES",584
"Heavy Bells","J. RODDY WALSTON/...",534
"Temple","KINGS OF LEON",439
"I Sat By The Ocea...","QUEENS OF THE STO...",424
"Hail To The King","AVENGED SEVENFOLD",382
"Chocolate","THE 1975",365
"Hell And Back","AIRBORNE TOXIC EV...",337
"Little Games","COLOURIST",330
"Thiskidsnotalrigh...","AWOLNATION",326
"Supersoaker","KINGS OF LEON",317
"17 Crimes","AFI",310
"Head On","MAN MAN",296
"Pumpin Blood","NONONO",296
"Never Never","KORN",283
"Tonight You're Pe...","NEW POLITICS",249
"Modern Jesus","PORTUGAL. THE MAN",211
"Holding On For Li...","BROKEN BELLS",170
"By And Down","A PERFECT CIRCLE",165
"Copy Of A","NINE INCH NAILS",157
"Right Back At It ...","A DAY TO REMEMBER",152
"Everything Is Deb...","HELLOGOODBYE",150
"Dirty Paws","OF MONSTERS AND M...",148
"Get Me Golden","TERRAPLANE SUN",147
"I Believe","BASIC VACATION",134
"On Top Of The Wor...","IMAGINE DRAGONS",132
"What Doesn't Kill...","JAKE BUGG",129
