"Title","Artist","Spins"
"Sweater Weather","NEIGHBOURHOOD",1898
"Safe And Sound","CAPITAL CITIES",1866
"Radioactive","IMAGINE DRAGONS",1774
"Up In The Air","THIRTY SECONDS TO...",1631
"Panic Station","MUSE",1611
"My Songs Know Wha...","FALL OUT BOY",1327
"Harlem","NEW POLITICS",1318
"Mountain Sound","OF MONSTERS AND M...",1315
"Stubborn Love","LUMINEERS",1046
"Breezeblocks","ALT-J",981
"Diane Young","VAMPIRE WEEKEND",978
"Holding On To You","TWENTY ONE PILOTS",951
"Demons","IMAGINE DRAGONS",902
"Out Of My League","FITZ & THE TANTRU...",876
"San Francisco","THE MOWGLI'S",809
"Recovery","FRANK TURNER",659
"If So","ATLAS GENIUS",640
"Get Lucky","DAFT PUNK",624
"My God Is The Sun","QUEENS OF THE STO...",586
"Castle Of Glass","LINKIN PARK",507
"Entertainment","PHOENIX",428
"Miracle Mile","COLD WAR KIDS",405
"Same Love f/Mary ...","MACKLEMORE & RYAN...",389
"Black Chandelier","BIFFY CLYRO",384
"I Will Steal You ...","JIMMY EAT WORLD",355
"Babel","MUMFORD & SONS",300
"King And Lionhear...","OF MONSTERS AND M...",286
"Hurricane","MS MR",284
"Cabin By The Sea","DIRTY HEADS",279
"Trying To Be Cool","PHOENIX",267
"The High Road","THREE DAYS GRACE",266
"I'll Follow You","SHINEDOWN",252
"Out Of Time","STONE TEMPLE PILO...",251
"Elephant","TAME IMPALA",249
"There's No Going ...","SICK PUPPIES",238
"Sex","1975",230
"From Nowhere","DAN CROLL",215
"Follow My Feet","UNLIKELY CANDIDAT...",198
"Thiskidsnotalrigh...","AWOLNATION",194
"Demon To Lean On","WAVVES",188
"This Disorder","FEATURES",180
"Purple Yellow Red...","PORTUGAL. THE MAN",180
"Soothe My Soul","DEPECHE MODE",179
"FKARND","PEPPER",177
"Aunt Betty","MIDDLE CLASS RUT",151
"Beautiful","P.O.D.",141
"My Number","FOALS",138
"Hey Girl","IAMDYNAMITE",122
"Sail Into The Sun","GENTLEMEN HALL",118
"Stone","ALICE IN CHAINS",115
