"Title","Artist","Spins"
"Come A Little Clo...","CAGE THE ELEPHANT",2529
"Pompeii","BASTILLE",2215
"Do I Wanna Know?","ARCTIC MONKEYS",1927
"Team","LORDE",1830
"Sirens","PEARL JAM",1594
"Demons","IMAGINE DRAGONS",1550
"Out Of My League","FITZ & THE TANTRU...",1363
"A Light That Neve...","LINKIN PARK X STE...",1319
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1289
"Afraid","NEIGHBOURHOOD",1241
"It's About Time","YOUNG THE GIANT",1206
"Unbelievers","VAMPIRE WEEKEND",1175
"Wake Me Up","AVICII",925
"House Of Gold","TWENTY ONE PILOTS",889
"Who We Are","SWITCHFOOT",868
"The Mother We Sha...","CHVRCHES",795
"Heavy Bells","J. RODDY WALSTON/...",782
"City Of Angels","THIRTY SECONDS TO...",778
"Tessellate","ALT-J",759
"I Sat By The Ocea...","QUEENS OF THE STO...",675
"Temple","KINGS OF LEON",611
"Bleed Out","BLUE OCTOBER",572
"Holding On For Li...","BROKEN BELLS",562
"Shot At The Night","KILLERS",532
"Thiskidsnotalrigh...","AWOLNATION",529
"Hell And Back","AIRBORNE TOXIC EV...",483
"Tonight You're Pe...","NEW POLITICS",418
"On Top Of The Wor...","IMAGINE DRAGONS",370
"Everything Is Deb...","HELLOGOODBYE",339
"Modern Jesus","PORTUGAL. THE MAN",336
"Dirty Paws","OF MONSTERS AND M...",328
"Head On","MAN MAN",270
"Fall In Love","PHANTOGRAM",245
"Afterlife","ARCADE FIRE",235
"What Doesn't Kill...","JAKE BUGG",234
"Walker","FITZ & THE TANTRU...",230
"Pumpin Blood","NONONO",229
"Right Back At It ...","A DAY TO REMEMBER",220
"Reflektor","ARCADE FIRE",220
"Little Games","COLOURIST",212
"The Epilogue","CROSSES",203
"I Believe","BASIC VACATION",194
"Never Never","KORN",187
"By And Down","A PERFECT CIRCLE",184
"S.O.S. In Bel Air","PHOENIX",175
"Best Day Of My Li...","AMERICAN AUTHORS",165
"Hey Brother","AVICII",159
"Shake","HEAD AND THE HEAR...",151
"Pretty Green","WHITE DENIM",137
"Lola Montez","VOLBEAT",129
