"Title","Artist","Spins"
"Pompeii","BASTILLE",2398
"Ways To Go","GROUPLOVE",2080
"Come A Little Clo...","CAGE THE ELEPHANT",2079
"Demons","IMAGINE DRAGONS",1688
"Out Of My League","FITZ & THE TANTRU...",1655
"Royals","LORDE",1616
"Safe And Sound","CAPITAL CITIES",1397
"Sweater Weather","NEIGHBOURHOOD",1335
"City Of Angels","THIRTY SECONDS TO...",1283
"Hurricane","MS MR",1257
"Sirens","PEARL JAM",1153
"A Light That Neve...","LINKIN PARK X STE...",1123
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1093
"Wake Me Up","AVICII",1089
"Do I Wanna Know?","ARCTIC MONKEYS",841
"Team","LORDE",807
"Afraid","NEIGHBOURHOOD",795
"Reflektor","ARCADE FIRE",734
"Tessellate","ALT-J",705
"Who We Are","SWITCHFOOT",632
"Atlas","COLDPLAY",621
"Shot At The Night","KILLERS",559
"Unbelievers","VAMPIRE WEEKEND",543
"Bleed Out","BLUE OCTOBER",538
"17 Crimes","AFI",514
"Supersoaker","KINGS OF LEON",506
"House Of Gold","TWENTY ONE PILOTS",488
"Hail To The King","AVENGED SEVENFOLD",478
"Pumpin Blood","NONONO",452
"Chocolate","THE 1975",444
"The Mother We Sha...","CHVRCHES",423
"Heavy Bells","J. RODDY WALSTON/...",364
"Follow Me","MUSE",350
"I Sat By The Ocea...","QUEENS OF THE STO...",344
"Little Games","COLOURIST",265
"Head On","MAN MAN",264
"The Phoenix","FALL OUT BOY",254
"Temple","KINGS OF LEON",252
"Never Never","KORN",252
"Follow My Feet","UNLIKELY CANDIDAT...",251
"Kangaroo Court","CAPITAL CITIES",227
"Hell And Back","AIRBORNE TOXIC EV...",214
"Thiskidsnotalrigh...","AWOLNATION",213
"My Number","FOALS",189
"Get Me Golden","TERRAPLANE SUN",184
"Voices","ALICE IN CHAINS",126
"Modern Jesus","PORTUGAL. THE MAN",121
"Misery Loves My C...","THREE DAYS GRACE",116
"Right Back At It ...","A DAY TO REMEMBER",112
"We're The Kids","PARADE OF LIGHTS",110
