"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",2065,"+7",27,"-3",9.123,"-0.063",42,"49",1,2071,1306,9.352
2,"=","FOO FIGHTERS Walk",1974,"+7",61,"+1",9.687,"+0.161",90,"326",1,1974,354,9.687
3,"=","FOSTER THE PEOPLE Pumped Up Kicks",1490,"+11",10,"+20",7.779,"+0.072",108,"2",1,1855,265,9.607
4,"=","BLINK 182 Up All Night",1486,"+15",-7,"+27",5.708,"-0.061",43,"387",3,1505,918,5.923
5,"=","AWOLNATION Sail",1279,"-9",-43,"-6",5.49,"-0.046",108,"60",5,1325,156,5.743
6,"=","RISE AGAINST Make It Stop (September's.....",998,"-2",39,"-6",4.301,"-0.008",90,"--",6,1000,153,4.458
7,"+1","JOY FORMIDABLE Whirring",991,"+11",66,"-12",3.246,"+0.053",108,"--",7,991,132,3.246
8,"+2","BUSH The Sound Of Winter",984,"+19",126,"-10",4.4,"+0.055",34,"--",8,984,344,4.4
9,"-2","COLDPLAY Every Teardrop Is A Waterfall",984,"-15",-147,"+8",3.842,"-0.113",85,"48",4,1405,829,6.882
10,"-1","311 Sunset In July",968,"-2",-57,"-8",3.235,"-0.047",82,"--",7,1029,323,4.133
11,"=","AIRBORNE TOXIC EVENT Changing",874,"-2",-28,"+8",3.934,"+0.104",108,"936",4,1304,191,5.776
12,"=","SUBLIME WITH ROME Panic",810,"-15",-114,"+2",3.592,"-0.128",108,"--",4,1393,513,6.557
13,"+1","JANE'S ADDICTION Irresistible Force",777,"+7",53,"-5",2.463,"+0.055",23,"--",13,777,436,2.463
14,"-1","DEATH CAB FOR CUTIE You Are A Tourist",777,"-23",-94,"-18",3.027,"-0.188",108,"--",2,1688,226,7.892
15,"=","MUMFORD & SONS Roll Away Your Stone",758,"-2",35,"-10",2.52,"+0.026",97,"765",14,760,197,2.531
16,"=","BLACK KEYS Howlin' For You",722,"+4",-16,"+25",3.544,"+0.127",108,"456",2,1525,146,6.937
17,"=","FOO FIGHTERS Rope",701,"-11",-49,"-7",4.727,"-0.080",108,"--",1,2006,161,12.051
18,"=","CAKE Long Time",685,"-10",1,"-12",2.156,"-0.004",108,"--",17,695,104,2.296
19,"=","INCUBUS Adolescents",558,"-12",-57,"-8",3.232,"-0.138",108,"--",3,1436,162,8.791
20,"=","INCUBUS Promises, Promises",511,"+5",47,"-14",1.705,"+0.045",44,"--",20,511,100,1.757
