"Title","Artist","Spins"
"Ride","TWENTY ONE PILOTS",3215
"Spirits","THE STRUMBELLAS",2767
"Walking On A Dream","EMPIRE OF THE SUN",2457
"Trip Switch","NOTHING BUT THIEVES",2174
"Ophelia","LUMINEERS",2139
"Genghis Khan","MIIKE SNOW",2039
"First","COLD WAR KIDS",2016
"Unsteady","X AMBASSADORS",1871
"Kiss This","THE STRUTS",1814
"Woman Woman","AWOLNATION",1796
"Gone","JR JR",1685
"HandClap","FITZ & THE TANTRUMS",1615
"High Dive","ANDREW MCMAHON IN WILDERNESS",1275
"Way Down We Go","KALEO",1265
"2am","BEAR HANDS",1227
"Brazil","DECLAN MCKENNA",1130
"The Sound","THE 1975",864
"Destruction","JOYWAVE",846
"Soundcheck","CATFISH AND THE BOTTLEMEN",806
"Circadian Rhythm (Last Dance)","SILVERSUN PICKUPS",725
"The Sound Of Silence","DISTURBED",668
"I Need Never Get Old","NATHANIEL RATELIFF/NIGHTSWEATS",513
"King Of The World","WEEZER",491
"Good Help (Is So Hard To Find)","DEATH CAB FOR CUTIE",482
"Take It From Me","KONGOS",472
"River","BISHOP",428
"Color","FINISH TICKET",389
"Saint Cecilia","FOO FIGHTERS",389
"Loud(y)","LEWIS DEL MAR",376
"In Your Arms","CHEF'SPECIAL",353
"Conqueror","AURORA",325
"Trouble","CAGE THE ELEPHANT",314
"Born Again Teen","LUCIUS",307
"New Bohemia","TRANSVIOLET",291
"State Of My Head","SHINEDOWN",280
"Gimme The Love","JAKE BUGG",267
"Prayers/Triangles","DEFTONES",264
"Switchblade","HOLY WHITE HOUNDS",257
"7 Years","LUKAS GRAHAM",253
"Free","BROODS",251
"Drugs","DREAMERS",243
"Under The Influence","ELLE KING",242
"Since You Been Gone","HEAVY",240
"Stockholm","ATLAS GENIUS",239
"The Less I Know The Better","TAME IMPALA",235
"Pretty Pimpin","KURT VILE",233
"Work This Body","WALK THE MOON",228
"Clearest Blue","CHVRCHES",224
"America's Sweetheart","ELLE KING",205
"Run Or Hide","RUN RIVER NORTH",204
