"Title","Artist","Spins"
"Adventure Of A Lifetime","COLDPLAY",2652
"Mess Around","CAGE THE ELEPHANT",2614
"Mountain At My Gates","FOALS",2604
"Trip Switch","NOTHING BUT THIEVES",2364
"Stressed Out","TWENTY ONE PILOTS",2286
"Unsteady","X AMBASSADORS",2098
"First","COLD WAR KIDS",1967
"Spirits","THE STRUMBELLAS",1790
"Ride","TWENTY ONE PILOTS",1617
"Victorious","PANIC! AT THE DISCO",1419
"Fire And The Flood","VANCE JOY",1412
"Saint Cecilia","FOO FIGHTERS",1335
"Walking On A Dream","EMPIRE OF THE SUN",1287
"Genghis Khan","MIIKE SNOW",1255
"Kiss This","THE STRUTS",1133
"Thank God For Girls","WEEZER",1133
"Ophelia","LUMINEERS",1092
"Gone","JR JR",1052
"High Dive","ANDREW MCMAHON IN WILDERNESS",1038
"Under The Influence","ELLE KING",999
"Ditmas","MUMFORD & SONS",986
"Woman Woman","AWOLNATION",979
"Magnets f/Lorde","DISCLOSURE",826
"Give Me A Try","WOMBATS",763
"10,000 Emerald Pools","BORNS",544
"Brazil","DECLAN MCKENNA",535
"Destruction","JOYWAVE",503
"State Of My Head","SHINEDOWN",492
"7 Years","LUKAS GRAHAM",446
"Delilah","FLORENCE + THE MACHINE",329
"Dancing On Glass","ST. LUCIA",324
"2am","BEAR HANDS",292
"Born Again Teen","LUCIUS",289
"I Need Never Get Old","NATHANIEL RATELIFF/NIGHTSWEATS",251
"New Bohemia","TRANSVIOLET",249
"In Your Arms","CHEF'SPECIAL",246
"Bloodfeather","HIGHLY SUSPECT",218
"Return To The Moon","EL VY",213
"Sikka Takin' The Hard Way","NEW BEAT FUND",210
"The Less I Know The Better","TAME IMPALA",205
"Prayers/Triangles","DEFTONES",200
"Wolves Without Teeth","OF MONSTERS AND MEN",191
"Ways To Get High","POP EVIL",182
"Last Thing On My Mind","JOY FORMIDABLE",179
"The Sound Of Silence","DISTURBED",176
"Clearest Blue","CHVRCHES",158
"Colors","HALSEY",152
"Pretty Pimpin","KURT VILE",147
"Monster","COLOURS",147
"Since You Been Gone","HEAVY",146
