"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1691,8,113,-53,8.196,0.129,33,1,1691,265,8.196
2,"=","FOO FIGHTERS Rope",1550,-25,-245,-79,10.088,-0.182,33,1,2006,128,12.051
3,"=","DEATH CAB FOR CUTIE You Are A Tourist",1548,-6,98,-70,6.433,0.033,33,3,1554,226,6.53
4,"=","INCUBUS Adolescents",1412,2,65,-40,8.574,-0.032,33,4,1412,162,8.791
5,"=","AIRBORNE TOXIC EVENT Changing",1278,2,48,-53,4.775,0.052,33,5,1304,191,5.581
6,"+1","SUBLIME WITH ROME Panic",1214,17,89,-28,5.724,0.055,33,6,1214,513,5.724
7,"-1","BLACK KEYS Howlin' For You",1212,-3,39,-35,5.847,-0.009,33,2,1525,146,6.937
8,"=","MUMFORD & SONS The Cave",1174,-5,-64,-32,6.752,-0.074,33,3,1450,89,7.488
9,"=","RISE AGAINST Help Is On The Way",1110,-12,-102,-45,5.891,-0.23,33,2,1492,103,7.451
10,"=","AWOLNATION Sail",1067,-14,-24,-57,4.25,-0.142,33,9,1114,130,4.715
11,"+1","CAGE THE ELEPHANT Shake Me Down",999,9,10,5,6.168,0.134,33,9,1181,47,7.17
12,"-1","SEETHER Country Song",988,-7,59,-54,5.345,0.02,33,11,995,180,5.345
13,"+1","COLDPLAY Every Teardrop Is A Waterfall",932,46,598,-43,5.918,0.133,10,13,932,829,6.329
14,"-1","NAKED AND FAMOUS Young Blood",928,-4,42,-34,3.492,-0.038,33,13,932,135,3.563
15,"=","YOUNG THE GIANT My Body",822,-12,-53,-30,3.103,-0.108,33,11,1149,54,4.668
16,"=","SICK PUPPIES Riptide",750,-17,1,-46,2.869,-0.029,33,16,771,77,2.938
17,"=","BEASTIE BOYS Make Some Noise",702,-28,-206,-31,2.066,-0.097,33,9,1232,29,4.945
18,"+1","FOO FIGHTERS Walk",571,47,333,18,2.785,0.124,15,18,571,333,2.785
19,"-1","REDLIGHT KING Old Man",567,-3,-20,-15,2.368,0.039,33,17,592,82,2.689
20,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",527,7,45,-17,1.748,-0.075,33,19,527,99,2.155
21,"=","LINKIN PARK Iridescent",511,15,50,2,2.293,0.134,33,19,511,114,2.386
22,"+3","CAGE THE ELEPHANT Around My Head",500,21,89,9,1.799,0.088,33,22,500,123,1.799
23,"=","JOY FORMIDABLE Whirring",498,10,-5,-1,1.449,0.069,33,18,508,64,1.449
24,"-2","ADELE Rolling In The Deep",495,0,-2,-14,3.005,-0.061,33,17,522,38,3.181
25,"-1","MY CHEMICAL ROMANCE Bulletproof Heart",481,0,-4,-18,1.267,0.019,33,19,494,67,1.412
26,"+1","AVENGED SEVENFOLD So Far Away",439,10,67,-15,1.805,0.068,33,25,439,115,1.805
27,"-1","THREE DAYS GRACE Lost In You",428,-5,-4,-6,1.514,0.018,33,18,449,56,1.514
28,"+1","311 Sunset In July",420,38,313,5,2.585,0.263,7,28,420,323,2.585
29,"-1","TWO DOOR CINEMA CLUB What You Know",399,2,47,-22,1.405,-0.01,33,25,399,81,1.415
30,"=","RISE AGAINST Make It Stop (September's.....",390,18,143,10,1.818,0.078,15,29,390,153,1.818
31,"=","CAKE Long Time",344,2,42,-8,1.088,0.008,33,28,344,63,1.13
32,"=","PANIC AT THE DISCO The Ballad Of Mona Li...",333,-9,-20,-30,1.559,-0.029,33,25,374,81,1.683
33,"=","NEON TREES Your Surrender",303,-5,-38,-14,0.917,0.036,33,24,398,49,1.328
34,"=","PAPA ROACH Burn",266,-2,-19,-6,1.658,-0.044,33,25,405,41,2.4
35,"=","MUMFORD & SONS Roll Away Your Stone",257,-5,67,-22,0.699,-0.054,22,35,262,89,0.753
36,"+1","KORN Get Up f/Skrillex",251,9,38,2,0.917,0.078,33,33,251,46,0.917
37,"-1","BAYSIDE Sick Sick Sick",248,1,-16,2,0.635,0.017,33,31,265,39,0.639
38,"=","TV ON THE RADIO Will Do",246,7,51,6,0.697,0.067,33,34,246,51,0.697
39,"=","STROKES Under Cover Of Darkness",237,-1,-10,-9,0.707,0.007,33,18,452,41,1.234
40,"+2","PARAMORE Monster",218,12,151,-8,1.495,0.021,5,40,218,188,1.495
41,"-1","SIXX A.M. Lies Of The Beautiful People",215,6,35,5,0.77,0.032,33,37,215,37,0.77
43,"-2","LYKKE LI Get Some",208,0,-1,-11,0.638,0,33,33,230,40,1.009
42,"+1","DISTURBED Warrior",208,2,19,-4,0.958,0.016,33,35,208,41,0.958
44,"=","STROKES Taken For A Fool",193,-2,20,-15,0.971,-0.022,19,42,195,68,0.993
45,"=","10 YEARS Fix Me",178,3,20,0,0.841,0.082,19,40,178,42,0.841
46,"=","MY MORNING JACKET Holdin On To Black Met...",177,4,24,-10,0.569,0.009,33,40,177,52,0.678
48,"-1","COMPANY OF THIEVES Death Of Communicatio...",165,-2,15,-14,0.429,-0.003,33,42,167,46,0.477
47,"+1","MIDDLE CLASS RUT Busy Bein' Born",165,7,18,11,0.407,0.014,29,43,165,46,0.407
49,"=","MANCHESTER ORCHESTRA April Fool",152,-4,-11,-8,0.247,-0.011,33,39,183,23,0.34
50,"=","A DAY TO REMEMBER All Signs Point To Lau...",143,-3,2,-12,0.656,-0.012,12,47,149,42,0.689
