"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOO FIGHTERS Rope",1702,"+14",-184,"+43",11.243,"+0.080",24,1,2006,0,12.051
2,"=","FOSTER THE PEOPLE Pumped Up Kicks",1450,"+47",-71,"+80",6.823,"+0.227",24,2,1554,112,7.691
3,"=","DEATH CAB FOR CUTIE You Are A Tourist",1325,"+20",-58,"+28",5.583,"+0.053",24,3,1395,101,6.53
4,"=","INCUBUS Adolescents",1263,"+23",-70,"+23",7.429,"+0.276",24,4,1333,57,7.429
5,"=","MUMFORD & SONS The Cave",1186,"+18",-91,"+32",6.585,"+0.174",24,3,1450,15,7.488
6,"=","RISE AGAINST Help Is On The Way",1139,"+27",-139,"+87",6.439,"+0.184",24,2,1492,69,7.451
7,"=","AIRBORNE TOXIC EVENT Changing",1112,"+13",-140,"+45",4.158,"+0.035",24,7,1304,87,5.581
8,"=","BLACK KEYS Howlin' For You",1089,"+6",-205,"+30",4.906,"+0.129",24,2,1525,22,6.937
9,"+1","SUBLIME WITH ROME Panic",1028,"+29",-35,"+28",4.561,"+0.071",24,9,1063,513,5.02
10,"-1","AWOLNATION Sail",1009,"+9",-69,"+17",4.184,"+0.001",24,9,1086,97,4.309
11,"=","CAGE THE ELEPHANT Shake Me Down",965,"+8",-106,"+45",5.855,"+0.011",24,9,1181,8,7.17
12,"=","BEASTIE BOYS Make Some Noise",888,"-11",-184,"+6",2.833,"-0.140",24,9,1232,29,4.945
13,"+1","SEETHER Country Song",838,"+17",-35,"+26",4.554,"+0.179",24,13,914,49,4.554
14,"-1","YOUNG THE GIANT My Body",826,"-1",-105,"+14",3.672,"+0.041",24,11,1149,0,4.668
15,"=","NAKED AND FAMOUS Young Blood",814,"+17",-65,"+29",3.169,"+0.085",24,14,891,57,3.169
16,"=","SICK PUPPIES Riptide",694,"+0",-56,"-7",2.72,"-0.032",24,16,750,41,2.938
17,"=","REDLIGHT KING Old Man",559,"+8",5,"+6",2.1,"-0.047",24,17,559,82,2.689
18,"=","ADELE Rolling In The Deep",479,"+5",-12,"+15",3,"+0.025",24,17,522,26,3.121
19,"=","JOY FORMIDABLE Whirring",474,"+16",14,"+13",1.356,"-0.006",24,19,474,55,1.427
20,"=","MY CHEMICAL ROMANCE Bulletproof Heart",450,"+9",-20,"+11",1.249,"-0.008",24,19,479,66,1.329
21,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",435,"+8",-22,"+13",1.77,"-0.003",24,19,465,71,2.155
22,"=","LINKIN PARK Iridescent",422,"-1",-57,"+3",2.163,"-0.050",24,19,483,114,2.386
23,"=","THREE DAYS GRACE Lost In You",416,"+13",-8,"+28",1.239,"+0.057",24,18,449,22,1.452
24,"=","CAGE THE ELEPHANT Around My Head",372,"+12",46,"+6",1.35,"+0.007",24,24,372,103,1.35
25,"+1","AVENGED SEVENFOLD So Far Away",329,"+12",25,"+13",1.081,"+0.041",24,25,329,32,1.081
26,"-1","NEON TREES Your Surrender",324,"-9",-63,"+2",0.94,"-0.023",24,24,398,49,1.328
27,"+1","PANIC AT THE DISCO The Ballad Of Mona Li...",309,"+9",-33,"+14",1.35,"+0.073",24,25,347,24,1.683
28,"-1","TWO DOOR CINEMA CLUB What You Know",308,"-6",-46,"-12",1.045,"-0.076",24,25,354,55,1.244
