"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",2130,0,-18,0,10.525,0,100,"--",1,2170,963,11.053
2,"=","FOO FIGHTERS These Days",1647,0,-20,0,7.883,0,138,"504",2,1683,204,8.614
3,"=","YOUNG THE GIANT Cough Syrup",1449,0,-2,0,6.195,0,214,"256",2,1548,155,7.059
4,"=","GOTYE Somebody That I Used To Know",1415,0,219,0,7.22,0,61,"--",4,1415,270,7.22
5,"=","COLDPLAY Paradise",1217,0,-52,0,6.284,0,142,"32",1,1757,369,8.687
6,"=","AWOLNATION Not Your Fault",1174,0,112,0,4.052,0,128,"240",6,1174,122,4.052
7,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1127,0,96,0,4.348,0,98,"109",7,1127,213,4.348
8,"=","CHEVELLE Face To The Floor",1096,0,15,0,5.154,0,126,"--",8,1103,275,5.372
9,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",1036,0,-167,0,4.122,0,110,"--",5,1307,191,5.466
10,"=","CAGE THE ELEPHANT Aberdeen",1027,0,-115,0,4.072,0,152,"--",6,1164,191,4.457
11,"=","RISE AGAINST Satellite",1017,0,58,0,4.48,0,91,"733",11,1017,189,4.555
12,"=","BLINK 182 After Midnight",1010,0,-30,0,4.218,0,124,"--",8,1064,147,4.66
13,"=","FUN We Are Young",994,0,229,0,4.578,0,75,"29",13,994,229,4.578
14,"=","BUSH The Sound Of Winter",948,0,-131,0,5.678,0,194,"520",1,1806,344,9.58
15,"=","FLORENCE + THE MACHINE Shake It Out",938,0,26,0,4.245,0,122,"--",13,938,148,4.817
16,"=","GROUPLOVE Tongue Tied",777,0,88,0,3.081,0,55,"192",16,777,194,3.081
17,"=","M83 Midnight City",697,0,142,0,3.714,0,66,"146",17,697,167,3.714
18,"=","SHINEDOWN Bully",583,0,59,0,2.117,0,29,"--",18,583,360,2.143
19,"=","NEON TREES Everybody Talks",490,0,44,0,1.513,0,54,"--",19,493,183,1.516
20,"=","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",450,0,-27,0,1.681,0,108,"--",20,488,106,2.003
21,"=","OF MONSTERS AND MEN Little Talks",446,0,98,0,1.541,0,60,"--",21,446,114,1.562
22,"=","CAKE Mustache Man (Wasted)",434,0,3,0,1.156,0,94,"--",21,439,87,1.156
23,"=","SHINS Simple Song",427,0,64,0,1.496,0,23,"712",23,427,282,1.5
24,"=","JANE'S ADDICTION Underground",362,0,9,0,0.676,0,79,"--",24,367,106,0.678
25,"=","JOY FORMIDABLE Heavy Abacus",335,0,7,0,0.679,0,77,"--",25,338,78,0.908
26,"=","COLDPLAY Charlie Brown",294,0,137,0,1.166,0,19,"798",26,294,147,1.199
27,"=","BUSH Baby Come Home",289,0,166,0,1.478,0,11,"--",27,289,166,1.478
28,"=","ADELE Set Fire To The Rain",237,0,10,0,0.5,0,69,"2",28,257,84,0.666
29,"=","AVENGED SEVENFOLD Buried Alive",236,0,7,0,0.747,0,126,"875",27,273,46,0.782
30,"=","BAND OF SKULLS Sweet Sour",225,0,6,0,0.538,0,45,"--",29,227,64,0.716
31,"=","VOLBEAT A Warrior's Call",214,0,17,0,0.5,0,46,"218",31,214,46,0.519
32,"=","JACK WHITE Love Interruption",174,0,174,0,1.421,0,3,"101",32,174,174,1.421
33,"=","A DAY TO REMEMBER It's Complicated",167,0,9,0,0.534,0,70,"--",32,177,34,0.575
34,"=","SLEEPER AGENT Get Burned",158,0,22,0,0.305,0,18,"--",33,158,39,0.325
35,"=","BLACK KEYS Gold On The Ceiling",157,0,33,0,0.74,0,16,"758",35,157,41,0.74
36,"=","USED I Come Alive",154,0,40,0,0.372,0,11,"--",36,154,46,0.372
37,"=","SILVERSUN PICKUPS Broken Bottles",150,0,-19,0,0.325,0,53,"--",32,194,73,0.822
38,"=","KASABIAN Days Are Forgotten",136,0,11,0,0.195,0,105,"--",35,159,41,0.272
39,"=","SEETHER No Resolution",133,0,56,0,0.343,0,6,"--",39,133,56,0.343
40,"=","FIVE FINGER DEATH PUNCH Remember Everyth...",133,0,-25,0,0.395,0,59,"254",33,161,51,0.486
41,"=","DEATH CAB FOR CUTIE Underneath The Sycam...",132,0,16,0,0.245,0,23,"--",38,136,38,0.333
42,"=","FOXY SHAZAM I Like It",129,0,81,0,0.392,0,5,"--",42,129,81,0.392
43,"=","STAIND Eyes Wide Open",128,0,20,0,0.286,0,45,"--",41,128,27,0.468
44,"=","BOMBAY BICYCLE CLUB Shuffle",128,0,13,0,0.202,0,31,"--",40,128,23,0.228
45,"=","MIDDLE CLASS RUT Are You On Your Way",128,0,11,0,0.264,0,18,"--",40,128,56,0.284
46,"=","KOOKS How'd You Like That",123,0,42,0,0.168,0,7,"--",45,123,42,0.168
47,"=","CIVIL TWILIGHT Fire Escape",122,0,30,0,0.227,0,13,"--",43,122,38,0.239
48,"=","SNOW PATROL Called Out In The Dark",112,0,42,0,0.405,0,4,"187",48,112,42,0.405
49,"=","KNUX Razorblade",102,0,5,0,0.088,0,66,"--",41,125,28,0.188
50,"=","ADELITAS WAY Collapse",101,0,-3,0,0.199,0,14,"--",45,108,19,0.23
