"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1703,"+8",12,"+11",8.42,"+0.125",48,1,1715,265,8.511
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1684,"+1",55,"-15",7.892,"+0.064",48,2,1684,226,7.892
3,"=","INCUBUS Adolescents",1413,"-6",-20,"-11",8.551,"+0.085",48,3,1436,162,8.791
4,"=","SUBLIME WITH ROME Panic",1298,"+7",-20,"+10",6.032,"-0.022",48,4,1321,513,6.557
5,"+1","COLDPLAY Every Teardrop Is A Waterfall",1268,"+7",102,"-24",6.871,"+0.011",25,5,1268,829,6.871
6,"-1","AIRBORNE TOXIC EVENT Changing",1262,"-6",-22,"-13",4.986,"-0.005",48,4,1304,191,5.581
7,"=","FOO FIGHTERS Rope",1224,"-22",-127,"+6",8.373,"-0.133",48,1,2006,128,12.051
8,"+1","FOO FIGHTERS Walk",1130,"+33",237,"-1",6.299,"+0.291",30,8,1130,354,6.299
9,"-1","AWOLNATION Sail",1112,"+4",46,"+6",4.133,"-0.005",48,8,1114,130,4.715
10,"+1","MUMFORD & SONS The Cave",1062,"+2",-60,"+3",5.244,"-0.157",48,3,1450,89,7.488
11,"-1","RISE AGAINST Help Is On The Way",1057,"-15",-28,"-18",5.337,"-0.021",48,2,1492,103,7.451
12,"=","BLACK KEYS Howlin' For You",1046,"+4",30,"+20",5.172,"+0.072",48,2,1525,146,6.937
13,"=","NAKED AND FAMOUS Young Blood",1010,"+5",42,"-2",3.936,"-0.040",48,12,1010,135,4.105
14,"=","CAGE THE ELEPHANT Shake Me Down",882,"-4",-41,"-5",6.202,"+0.042",48,9,1181,47,7.17
15,"=","SEETHER Country Song",850,"-27",-95,"-19",4.663,"-0.078",48,11,997,180,5.345
16,"=","311 Sunset In July",829,"+30",150,"+10",3.888,"+0.077",22,16,829,323,3.888
17,"=","SICK PUPPIES Riptide",708,"-3",-64,"-5",2.807,"+0.016",48,16,772,77,2.991
18,"=","CAGE THE ELEPHANT Around My Head",673,"+19",82,"+6",2.487,"+0.084",48,18,673,123,2.487
19,"=","JOY FORMIDABLE Whirring",616,"+19",114,"+12",1.838,"+0.043",48,18,616,114,1.838
20,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",591,"+4",13,"-2",2.127,"+0.010",48,19,594,99,2.155
21,"+1","RISE AGAINST Make It Stop (September's.....",555,"+9",80,"+2",2.931,"+0.059",30,21,555,153,2.931
22,"-1","REDLIGHT KING Old Man",551,"-13",-5,"-8",2.307,"-0.009",48,17,592,82,2.689
23,"+1","AVENGED SEVENFOLD So Far Away",523,"+8",66,"+3",2.132,"+0.043",4,23,523,81,2.132
24,"-1","LINKIN PARK Iridescent",516,"+0",14,"-14",1.82,"+0.027",48,19,524,114,2.386
25,"=","TWO DOOR CINEMA CLUB What You Know",455,"+1",1,"-11",1.6,"+0.066",48,25,462,81,1.6
26,"=","ADELE Rolling In The Deep",441,"-3",-26,"-1",1.593,"-0.054",48,17,522,38,3.181
27,"=","THREE DAYS GRACE Lost In You",392,"-5",-42,"-5",2.047,"-0.040",48,18,449,56,2.248
28,"=","CAKE Long Time",358,"+6",19,"+9",1.391,"+0.029",48,28,358,63,1.391
29,"+1","MUMFORD & SONS Roll Away Your Stone",333,"+2",24,"-14",1.197,"-0.059",37,29,338,89,1.446
30,"-1","BEASTIE BOYS Make Some Noise",305,"-29",-151,"-15",1.124,"-0.076",48,9,1232,29,4.945
31,"+1","PARAMORE Monster",290,"+4",-2,"-9",1.251,"-0.004",20,31,296,188,1.495
32,"-1","MY CHEMICAL ROMANCE Bulletproof Heart",285,"-9",-139,"-4",0.62,"-0.018",48,19,494,67,1.412
33,"=","KORN Get Up f/Skrillex",259,"+3",5,"-1",1.042,"+0.003",48,33,262,46,1.082
34,"+4","A DAY TO REMEMBER All Signs Point To Lau...",243,"+14",60,"+14",1.185,"+0.066",27,34,243,60,1.185
35,"-1","PAPA ROACH Burn",242,"-10",-26,"-14",1.874,"-0.074",48,25,405,41,2.4
36,"-1","TV ON THE RADIO Will Do",239,"-1",-2,"-3",0.611,"+0.015",48,34,259,58,0.699
37,"-1","STROKES Taken For A Fool",238,"+2",19,"-1",1.129,"-0.019",34,36,238,68,1.148
38,"-1","10 YEARS Fix Me",232,"+0",-11,"-8",1.828,"+0.003",34,34,251,63,2.087
39,"=","SIXX A.M. Lies Of The Beautiful People",218,"-1",17,"-4",0.735,"-0.002",48,37,219,37,0.77
40,"=","FLORENCE + THE MACHINE You've Got The Lo...",215,"+6",40,"-9",0.747,"+0.010",9,40,215,93,0.747
41,"=","MIDDLE CLASS RUT Busy Bein' Born",214,"+5",30,"-3",0.666,"+0.004",44,40,214,46,0.666
42,"+1","DISTURBED Warrior",185,"+5",1,"+7",0.809,"+0.000",47,35,208,41,0.958
44,"-2","PANIC AT THE DISCO The Ballad Of Mona Li...",174,"-15",-116,"-13",0.804,"-0.042",48,25,374,81,1.683
43,"+2","MY MORNING JACKET Holdin On To Black Met...",174,"+1",2,"-1",0.577,"-0.007",48,40,178,52,0.678
45,"-1","THIRTY SECONDS TO MARS Night Of The Hunt...",169,"-4",3,"-15",1.355,"+0.016",9,44,181,53,1.355
46,"+1","COMPANY OF THIEVES Death Of Communicatio...",152,"+4",2,"+10",0.46,"+0.018",43,42,167,46,0.477
47,"-1","ADELITAS WAY Sick",151,"-6",-5,"-16",0.599,"+0.001",27,44,159,49,0.599
48,"=","TAKING BACK SUNDAY Faith (When I Let You...",146,"-1",-19,"+3",0.227,"-0.009",10,46,169,51,0.321
49,"=","PORTUGAL. THE MAN Got It All (This Can't...",135,"+1",13,"+0",0.25,"-0.004",2,49,135,13,0.254
50,"--","ART OF DYING Die Trying",131,"--",27,"--",0.232,"--",1,50,131,27,0.232
