"Title","Artist","Spins"
"Mess Around","CAGE THE ELEPHANT",3039
"Adventure Of A Lifetime","COLDPLAY",2885
"Stressed Out","TWENTY ONE PILOTS",2632
"Fire And The Flood","VANCE JOY",2320
"Mountain At My Gates","FOALS",2243
"First","COLD WAR KIDS",2159
"Trip Switch","NOTHING BUT THIEVES",2156
"Unsteady","X AMBASSADORS",1879
"Roots","IMAGINE DRAGONS",1691
"Thank God For Girls","WEEZER",1592
"Nightlight","SILVERSUN PICKUPS",1407
"Magnets f/Lorde","DISCLOSURE",1369
"Saint Cecilia","FOO FIGHTERS",1345
"Ditmas","MUMFORD & SONS",1305
"Victorious","PANIC! AT THE DISCO",1061
"High Dive","ANDREW MCMAHON IN WILDERNESS",1009
"Ride","TWENTY ONE PILOTS",968
"Gone","JR JR",937
"Kiss This","THE STRUTS",888
"Under The Influence","ELLE KING",849
"Genghis Khan","MIIKE SNOW",833
"Spirits","THE STRUMBELLAS",832
"Give Me A Try","WOMBATS",670
"Woman Woman","AWOLNATION",656
"10,000 Emerald Pools","BORNS",563
"Nearly Forgot My Broken Heart","CHRIS CORNELL",535
"Cold Cold Man","SAINT MOTEL",485
"Love Me","THE 1975",459
"Walking On A Dream","EMPIRE OF THE SUN",438
"State Of My Head","SHINEDOWN",407
"Wolves Without Teeth","OF MONSTERS AND MEN",401
"Return To The Moon","EL VY",362
"Cry Baby","NEIGHBOURHOOD",311
"Brazil","DECLAN MCKENNA",266
"Destruction","JOYWAVE",260
"Delilah","FLORENCE + THE MACHINE",249
"7 Years","LUKAS GRAHAM",228
"Dancing On Glass","ST. LUCIA",223
"Sikka Takin' The Hard Way","NEW BEAT FUND",199
"Girl Crush","NEW POLITICS",194
"Born Again Teen","LUCIUS",177
"Bloodfeather","HIGHLY SUSPECT",177
"Sister Of Pearl","BAIO",167
"Let It Go","JAMES BAY",165
"Ways To Get High","POP EVIL",162
"New Bohemia","TRANSVIOLET",159
"In Your Arms","CHEF'SPECIAL",157
"Outcast","MAINLAND",142
"Shine A Light","BANNERS",137
"The Less I Know The Better","TAME IMPALA",121
