"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1685,-7,-30,-20,7.964,-0.041,43,1,1715,265,8.511
2,"=","DEATH CAB FOR CUTIE You Are A Tourist",1632,15,46,3,7.41,0.087,43,2,1632,226,7.41
3,"=","INCUBUS Adolescents",1433,12,12,8,8.125,0.07,43,3,1433,162,8.791
4,"=","FOO FIGHTERS Rope",1319,-3,-146,34,9.221,0.035,43,1,2006,128,12.051
5,"=","SUBLIME WITH ROME Panic",1308,-10,38,-31,6.328,-0.089,43,5,1321,513,6.557
6,"=","AIRBORNE TOXIC EVENT Changing",1288,9,10,11,4.929,0.081,43,5,1304,191,5.581
7,"=","COLDPLAY Every Teardrop Is A Waterfall",1195,14,162,-12,6.654,0.023,20,7,1195,829,6.654
8,"=","MUMFORD & SONS The Cave",1092,-28,-60,-37,5.893,-0.152,43,3,1450,89,7.488
9,"=","AWOLNATION Sail",1086,2,25,8,3.957,0.095,43,9,1114,130,4.715
10,"=","RISE AGAINST Help Is On The Way",1063,-14,-55,-28,5.471,-0.048,43,2,1492,103,7.451
11,"=","BLACK KEYS Howlin' For You",1012,4,-124,51,4.658,0.023,43,2,1525,146,6.937
12,"=","NAKED AND FAMOUS Young Blood",990,10,61,11,3.939,0.072,43,12,990,135,3.939
13,"=","FOO FIGHTERS Walk",970,29,263,-15,4.822,0.315,25,13,970,354,4.822
14,"=","SEETHER Country Song",924,-10,-60,3,5.051,-0.125,43,11,997,180,5.345
15,"=","CAGE THE ELEPHANT Shake Me Down",912,-12,-53,-12,5.982,-0.014,43,9,1181,47,7.17
16,"=","SICK PUPPIES Riptide",752,-5,-6,-6,2.96,-0.009,43,16,772,77,2.991
17,"=","311 Sunset In July",719,18,196,-23,3.857,-0.027,17,17,719,323,3.884
18,"=","CAGE THE ELEPHANT Around My Head",608,10,65,-9,2.125,0.061,43,18,608,123,2.125
19,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",587,0,44,-7,2.117,-0.03,43,19,587,99,2.155
20,"=","REDLIGHT KING Old Man",571,8,3,14,2.315,0.061,43,17,592,82,2.689
21,"=","JOY FORMIDABLE Whirring",535,18,47,26,1.561,0.016,43,18,535,64,1.561
22,"=","LINKIN PARK Iridescent",517,5,32,7,1.913,-0.04,43,19,517,114,2.386
23,"=","RISE AGAINST Make It Stop (September's.....",504,16,81,8,2.481,0.081,25,23,504,153,2.481
24,"=","AVENGED SEVENFOLD So Far Away",482,10,55,16,1.91,0.064,43,24,482,115,1.91
25,"=","ADELE Rolling In The Deep",468,3,-31,3,1.938,-0.062,43,17,522,38,3.181
26,"=","TWO DOOR CINEMA CLUB What You Know",448,-2,23,-12,1.474,0.025,43,25,454,81,1.474
27,"=","THREE DAYS GRACE Lost In You",430,0,8,0,2.214,-0.034,43,18,449,56,2.248
28,"=","BEASTIE BOYS Make Some Noise",409,-18,-198,13,1.376,-0.051,43,9,1232,29,4.945
29,"=","MY CHEMICAL ROMANCE Bulletproof Heart",386,-17,-71,-5,0.895,-0.05,43,19,494,67,1.412
30,"=","CAKE Long Time",335,-1,-15,-2,1.188,-0.001,43,28,350,63,1.193
31,"=","MUMFORD & SONS Roll Away Your Stone",315,1,48,-3,1.419,0.036,32,31,315,89,1.419
32,"=","PARAMORE Monster",294,4,57,-4,1.471,0.011,15,32,294,188,1.495
33,"+1","PAPA ROACH Burn",263,-4,-6,-5,2.139,-0.074,43,25,405,41,2.4
34,"-1","PANIC AT THE DISCO The Ballad Of Mona Li...",260,-15,-46,-12,1.146,-0.103,43,25,374,81,1.683
35,"=","KORN Get Up f/Skrillex",253,-3,-8,-5,1.051,-0.026,43,33,262,46,1.082
36,"=","10 YEARS Fix Me",249,1,55,-7,2.087,0.031,29,36,249,63,2.087
37,"=","TV ON THE RADIO Will Do",243,1,-16,-1,0.57,0.014,43,34,259,58,0.699
38,"=","STROKES Taken For A Fool",227,5,28,0,1.036,0.048,29,38,227,68,1.036
39,"+1","SIXX A.M. Lies Of The Beautiful People",208,5,-6,4,0.709,-0.023,43,37,215,37,0.77
40,"-1","NEON TREES Your Surrender",201,-11,-76,4,0.455,-0.016,43,24,398,49,1.328
41,"=","MIDDLE CLASS RUT Busy Bein' Born",194,5,32,4,0.629,0.029,39,41,194,46,0.629
42,"+3","FLORENCE + THE MACHINE You've Got The Lo...",191,7,90,-1,0.585,0.158,4,42,191,93,0.585
43,"=","A DAY TO REMEMBER All Signs Point To Lau...",189,3,23,-11,0.965,0.024,22,43,189,42,0.965
44,"+2","DISTURBED Warrior",183,1,-17,4,0.835,0.018,42,35,208,41,0.958
45,"-3","LYKKE LI Get Some",183,-6,-19,-9,0.356,-0.007,43,33,230,40,1.009
46,"-2","STROKES Under Cover Of Darkness",180,-6,-45,-3,0.6,-0.02,43,18,452,41,1.234
47,"=","MY MORNING JACKET Holdin On To Black Met...",174,1,-1,2,0.555,-0.019,43,40,178,52,0.678
48,"=","THIRTY SECONDS TO MARS Night Of The Hunt...",171,1,47,-6,1.197,-0.036,4,48,171,53,1.233
49,"=","TAKING BACK SUNDAY Faith (When I Let You...",162,0,24,-4,0.304,-0.009,6,46,169,51,0.321
50,"=","ADELITAS WAY Sick",159,2,46,-2,0.57,-0.012,22,44,159,49,0.582
