"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",2018,"-31",-68,"-46",9.667,"-0.416",99,"6",1,2103,270,10.106
2,"=","FUN We Are Young",1803,"+2",22,"-34",9.225,"-0.343",113,"1",2,1821,229,9.587
3,"+1","AWOLNATION Not Your Fault",1434,"-5",-53,"-12",6.104,"-0.165",166,"237",3,1498,132,6.341
4,"-1","BLACK KEYS Lonely Boy",1413,"-60",-220,"-41",7.711,"-0.198",138,"--",1,2170,963,11.053
5,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1351,"-31",-100,"-59",5.905,"+0.269",136,"107",5,1451,213,5.905
6,"+2","GROUPLOVE Tongue Tied",1209,"+22",53,"-17",4.798,"+0.120",93,"164",6,1209,194,4.798
7,"=","RISE AGAINST Satellite",1196,"-8",-18,"+15",4.978,"-0.281",129,"764",7,1238,189,5.579
8,"-2","FOO FIGHTERS These Days",1178,"-30",-126,"-26",5.531,"-0.252",176,"612",2,1683,204,8.614
9,"=","M83 Midnight City",1074,"+23",105,"+4",4.326,"-0.134",104,"108",9,1074,167,4.46
10,"+1","BLACK KEYS Gold On The Ceiling",972,"+31",155,"-17",4.721,"+0.008",54,"221",10,972,266,4.721
11,"-1","YOUNG THE GIANT Cough Syrup",925,"-18",-118,"-7",4.994,"-0.228",252,"97",2,1548,155,7.059
12,"=","JACK WHITE Love Interruption",878,"+17",55,"+6",3.204,"+0.210",41,"251",12,878,377,3.204
13,"+2","OF MONSTERS AND MEN Little Talks",829,"+34",89,"+20",2.936,"+0.014",98,"--",13,829,114,2.936
14,"=","NEON TREES Everybody Talks",797,"-2",52,"-69",2.336,"+0.076",92,"89",14,799,183,2.371
15,"-2","COLDPLAY Paradise",788,"-26",-88,"+34",4.271,"-0.123",180,"27",1,1757,369,8.687
16,"+1","SHINEDOWN Bully",745,"-10",-57,"-26",2.965,"-0.172",67,"--",14,803,360,3.179
17,"+1","BUSH Baby Come Home",697,"-7",-17,"-34",2.526,"-0.191",49,"--",17,729,166,2.851
18,"+1","RED HOT CHILI PEPPERS Look Around",691,"-12",80,"-66",2.521,"-0.061",34,"--",18,703,197,2.582
19,"+1","SHINS Simple Song",648,"+16",35,"+3",2.026,"+0.014",61,"142",19,648,282,2.055
20,"+1","COLDPLAY Charlie Brown",596,"-7",-32,"-26",2.762,"-0.058",57,"865",19,627,147,2.82
21,"+1","FOXY SHAZAM I Like It",545,"-13",-12,"-62",1.448,"-0.007",43,"--",21,563,145,1.489
22,"+1","IMAGINE DRAGONS It's Time",391,"+33",86,"+1",1.025,"+0.169",19,"--",22,391,134,1.025
23,"+1","CIVIL TWILIGHT Fire Escape",310,"-1",33,"-19",0.905,"+0.034",51,"--",23,311,57,0.905
24,"+2","USED I Come Alive",273,"+6",2,"+7",0.714,"-0.038",49,"--",24,276,56,0.801
25,"=","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",256,"-15",-67,"-13",0.82,"-0.026",146,"--",20,488,106,2.003
26,"+2","SLEEPER AGENT Get Burned",253,"+3",2,"+10",0.542,"+0.009",56,"--",26,263,51,0.58
27,"=","SNOW PATROL Called Out In The Dark",253,"-9",-7,"-30",0.583,"-0.015",42,"177",27,263,65,0.626
28,"+2","CHEVELLE Hats Off To The Bull",242,"+8",58,"-13",0.729,"-0.016",15,"--",28,242,107,0.769
29,"+2","SEETHER No Resolution",234,"+0",-6,"-19",0.532,"-0.005",44,"--",29,247,58,0.683
30,"+2","MIDDLE CLASS RUT Are You On Your Way",231,"-1",28,"-1",0.594,"+0.006",56,"--",30,232,56,0.594
31,"-2","CAKE Mustache Man (Wasted)",228,"-21",-82,"+6",0.725,"-0.053",132,"--",21,451,87,1.366
32,"+1","BAND OF SKULLS Sweet Sour",218,"-7",-28,"-7",0.441,"-0.068",83,"--",29,272,64,0.716
33,"+2","YOUNG THE GIANT Apartment",215,"+6",17,"-1",0.411,"+0.055",22,"--",33,215,60,0.411
34,"=","JOY FORMIDABLE Heavy Abacus",199,"-23",-54,"-21",0.562,"-0.069",115,"--",25,338,78,0.908
35,"+1","ANGELS AND AIRWAVES Surrender",182,"-15",-12,"-15",1.03,"-0.097",36,"--",35,199,54,1.145
36,"+1","REDLIGHT KING Bullet In My Hand",181,"-5",-5,"-11",0.467,"-0.019",148,"712",36,188,58,0.604
37,"+1","WALK THE MOON Anna Sun",178,"+2",31,"-14",0.448,"-0.032",15,"--",37,178,45,0.48
38,"+4","SWITCHFOOT Afterlife",176,"+23",65,"+13",0.531,"+0.022",5,"--",38,176,65,0.531
39,"+1","FIVE FINGER DEATH PUNCH Remember Everyth...",170,"-4",-36,"-2",0.339,"-0.014",97,"212",33,210,51,0.534
40,"-1","VOLBEAT A Warrior's Call",166,"-10",-55,"-2",0.403,"-0.063",84,"322",30,235,46,0.575
41,"=","BOMBAY BICYCLE CLUB Shuffle",164,"-9",-7,"-13",0.224,"-0.018",69,"--",40,173,38,0.393
42,"+2","SANTIGOLD Disparate Youth",161,"+13",36,"-5",0.592,"+0.042",8,"862",42,161,78,0.592
43,"+6","TWIN ATLANTIC Free",146,"+9",9,"+4",0.176,"+0.018",29,"--",43,146,37,0.178
44,"+3","EVE 6 Victoria",145,"+3",26,"-16",0.595,"+0.002",8,"--",44,145,81,0.595
45,"+5","ELECTRIC GUEST This Head I Hold",141,"+9",28,"+7",0.474,"+0.029",6,"838",45,141,29,0.474
46,"-3","STAIND Eyes Wide Open",139,"-12",-23,"-26",0.539,"-0.141",83,"--",39,175,39,0.707
47,"-2","SKRILLEX Bangarang",137,"-9",-12,"-14",0.381,"-0.063",31,"55",44,152,49,0.476
48,"--","KOOKS How'd You Like That",134,"--",0,"--",0.151,"--",42,"--",44,140,42,0.206
49,"-1","KASABIAN Days Are Forgotten",126,"-12",-32,"-18",0.297,"-0.006",143,"--",35,168,41,0.355
50,"--","FEATURES How It Starts",116,"--",22,"--",0.284,"--",1,"--",50,116,22,0.284
