"Title","Artist","Spins"
"Lampshades On Fire","MODEST MOUSE",2546
"Shut Up And Dance","WALK THE MOON",2473
"Long Way Down","ROBERT DELONG",1923
"Rollercoaster","BLEACHERS",1896
"Budapest","GEORGE EZRA",1822
"Hollow Moon (Bad Wolf)","AWOLNATION",1819
"Cigarette Daydreams","CAGE THE ELEPHANT",1812
"Black Sun","DEATH CAB FOR CUTIE",1754
"Stolen Dance","MILKY CHANCE",1709
"What Kind Of Man","FLORENCE + THE MACHINE",1591
"I Bet My Life","IMAGINE DRAGONS",1515
"Congregation","FOO FIGHTERS",1442
"Somebody New","JOYWAVE",1221
"Mess Is Mine","VANCE JOY",1209
"Weight Of Love","BLACK KEYS",1099
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",1066
"Every Other Freckle","ALT-J",971
"Coming For You","OFFSPRING",904
"Absolution Calling","INCUBUS",815
"My Type","SAINT MOTEL",810
"Till It's Gone","YELAWOLF",805
"Kathleen","CATFISH AND THE BOTTLEMEN",746
"Sound Of Change","DIRTY HEADS",693
"Nothing Without Love","NATE RUESS",611
"Bad Habit","KOOKS",610
"Flashed Junk Mind","MILKY CHANCE",569
"Don't Wanna Fight","ALABAMA SHAKES",557
"Lifted Up (1985)","PASSION PIT",517
"Get It","MATT AND KIM",507
"Tragedy + Time","RISE AGAINST",475
"Uma Thurman","FALL OUT BOY",407
"Shots","IMAGINE DRAGONS",404
"Peaches","IN THE VALLEY BELOW",401
"Contagious","NIGHT RIOTS",345
"I Want To Know","KONGOS",344
"Gold","CHET FAKER",344
"Everything Is Wrong","INTERPOL",326
"If You Wanna Stay","GRISWOLDS",297
"Karaoke","SMALLPOOLS",297
"Same Damn Life","SEETHER",293
"Sorry","MEG MYERS",258
"I'm Good","THE MOWGLI'S",255
"Believe","MUMFORD & SONS",253
"Business Of Emotion f/WhiteSea","BIG DATA",232
"Geronimo","SHEPPARD",217
"Hero","FAMILY OF THE YEAR",202
"I Feel Everything","WATERS",193
"Waterfall","SMASHING SATELLITES",166
"Make Me Fade","K FLAY",148
"I Am Machine","THREE DAYS GRACE",140
