"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOO FIGHTERS Walk",1885,"-3",-83,"-1",9.952,"-0.127",122,"278",1,2051,354,10.342
2,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",1855,"+11",30,"-3",8.827,"+0.011",74,"--",1,2071,1306,9.352
3,"=","BLINK 182 Up All Night",1529,"+6",-56,"+7",6.14,"+0.143",75,"--",3,1607,918,6.529
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",1468,"-23",-1,"-30",8.766,"-0.049",140,"5",1,1855,265,9.607
5,"=","BUSH The Sound Of Winter",1440,"+16",138,"-7",6.868,"+0.062",66,"--",5,1440,344,6.868
6,"=","AWOLNATION Sail",1132,"-1",-19,"-1",5.203,"-0.089",140,"63",5,1325,156,5.774
7,"=","RISE AGAINST Make It Stop (September's.....",1097,"-5",29,"-19",5.268,"+0.056",122,"884",6,1102,153,5.268
8,"=","JOY FORMIDABLE Whirring",1042,"-4",1,"+8",3.19,"-0.056",140,"774",7,1096,163,3.705
9,"=","YOUNG THE GIANT Cough Syrup",939,"+9",99,"-16",3.61,"+0.021",86,"379",9,939,152,3.61
10,"=","MUMFORD & SONS Roll Away Your Stone",923,"+6",27,"+14",3.42,"-0.022",129,"543",9,923,197,3.674
11,"=","JANE'S ADDICTION Irresistible Force",860,"-6",23,"-4",2.366,"+0.019",55,"926",10,866,436,2.59
12,"=","FOSTER THE PEOPLE Helena Beat",788,"+6",72,"-9",3.033,"+0.027",88,"160",12,788,119,3.122
13,"=","AIRBORNE TOXIC EVENT Changing",696,"-4",-24,"-7",2.845,"-0.050",140,"--",4,1304,191,5.776
14,"=","INCUBUS Promises, Promises",676,"-3",-19,"-9",3.151,"+0.008",76,"--",14,698,103,3.164
15,"+1","COLDPLAY Paradise",644,"+13",214,"-28",2.995,"+0.012",14,"34",15,644,369,2.995
16,"-1","311 Sunset In July",641,"-25",-153,"-27",2.444,"-0.085",114,"--",7,1029,323,4.133
17,"=","SWITCHFOOT Dark Horses",629,"+2",38,"-15",2.326,"+0.153",61,"--",16,629,106,2.326
18,"=","STAIND Not Again",545,"+6",33,"+9",1.838,"-0.026",73,"--",17,545,209,1.934
19,"=","GROUPLOVE Colours",494,"+14",8,"+20",1.505,"+0.060",58,"--",19,494,106,1.662
20,"=","SEETHER Tonight",473,"+0",37,"-7",1.784,"-0.027",58,"287",20,473,86,1.977
21,"=","EVANESCENCE What You Want",470,"+4",3,"+0",1.958,"+0.022",47,"519",20,470,238,1.958
