"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",2076,5,71,-5,9.977,0.113,91,"--",1,2076,270,9.978
2,"=","FUN We Are Young",1762,18,163,-9,8.964,0.097,105,"1",2,1762,229,8.964
3,"=","BLACK KEYS Lonely Boy",1646,-6,-105,-2,8.207,0.032,130,"--",1,2170,963,11.053
4,"=","AWOLNATION Not Your Fault",1488,8,39,5,6.003,0.175,158,"188",4,1488,132,6.003
5,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1428,5,132,-12,5.382,-0.029,128,"111",5,1428,213,5.411
6,"=","FOO FIGHTERS These Days",1309,1,-111,22,6.163,0.012,168,"380",2,1683,204,8.614
7,"=","RISE AGAINST Satellite",1212,-25,-22,-51,5.342,-0.128,121,"677",7,1238,189,5.579
8,"=","GROUPLOVE Tongue Tied",1134,17,75,1,4.251,0.084,85,"215",8,1134,194,4.251
9,"=","YOUNG THE GIANT Cough Syrup",1046,-8,-33,-2,5.429,-0.042,244,"84",2,1548,155,7.059
10,"=","M83 Midnight City",966,16,80,1,4.083,0.034,96,"132",10,966,167,4.083
11,"=","COLDPLAY Paradise",913,-23,-95,-32,4.321,-0.036,172,"24",1,1757,369,8.687
12,"=","CHEVELLE Face To The Floor",883,-20,-100,-4,3.729,-0.223,156,"--",8,1103,275,5.372
13,"=","JACK WHITE Love Interruption",814,2,40,-21,2.64,-0.051,33,"153",13,814,377,2.725
14,"+1","BLACK KEYS Gold On The Ceiling",798,29,262,-4,4.267,-0.05,46,"319",14,798,266,4.317
15,"-1","SHINEDOWN Bully",797,11,42,1,3.064,0.071,59,"--",14,797,360,3.064
16,"=","OF MONSTERS AND MEN Little Talks",730,4,49,-12,2.809,0.034,90,"--",16,730,114,2.809
17,"+2","NEON TREES Everybody Talks",719,41,70,47,2.057,0.057,84,"184",16,719,183,2.371
18,"=","BUSH Baby Come Home",709,22,83,-3,2.698,0.133,41,"--",17,709,166,2.698
19,"-2","FLORENCE + THE MACHINE Shake It Out",692,-8,-122,4,2.957,-0.093,152,"--",11,949,148,4.817
20,"=","COLDPLAY Charlie Brown",615,6,42,-9,2.605,0.005,49,"532",19,615,147,2.605
21,"=","SHINS Simple Song",610,10,56,-4,1.983,0.089,53,"442",20,610,282,1.983
22,"=","RED HOT CHILI PEPPERS Look Around",588,31,156,1,1.872,0.123,26,"--",22,588,197,1.872
23,"=","FOXY SHAZAM I Like It",531,23,118,10,1.357,0.11,35,"--",23,531,124,1.357
24,"+1","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",324,-1,-72,20,1.119,-0.058,138,"--",20,488,106,2.003
25,"-1","CAKE Mustache Man (Wasted)",321,-16,-78,-1,0.934,-0.082,124,"--",21,451,87,1.366
26,"=","IMAGINE DRAGONS It's Time",291,18,127,3,0.665,0.025,11,"--",26,291,134,0.665
27,"+1","CIVIL TWILIGHT Fire Escape",274,15,50,8,0.778,0.021,43,"--",27,274,57,0.778
28,"-1","USED I Come Alive",273,1,12,-12,0.801,0.026,41,"--",26,276,56,0.801
29,"=","SLEEPER AGENT Get Burned",255,-3,2,-6,0.573,0.001,48,"--",27,263,51,0.58
30,"=","JOY FORMIDABLE Heavy Abacus",253,-2,-22,3,0.692,-0.019,107,"--",25,338,78,0.908
31,"=","BAND OF SKULLS Sweet Sour",248,2,-12,9,0.606,0.025,75,"--",29,272,64,0.716
32,"=","SNOW PATROL Called Out In The Dark",245,6,19,-1,0.585,0.002,34,"163",32,245,65,0.619
33,"+2","SEETHER No Resolution",233,12,39,10,0.509,-0.018,36,"--",33,233,58,0.683
34,"-1","VOLBEAT A Warrior's Call",225,-4,-10,-7,0.554,0.008,76,"256",30,235,46,0.575
35,"+1","FIVE FINGER DEATH PUNCH Remember Everyth...",209,1,18,0,0.467,-0.023,89,"227",33,210,51,0.534
36,"+2","MIDDLE CLASS RUT Are You On Your Way",204,1,11,-7,0.474,-0.008,48,"--",36,204,56,0.52
37,"-3","RED HOT CHILI PEPPERS Monarchy Of Roses",201,-24,-133,-7,0.779,-0.053,140,"--",5,1307,191,5.466
38,"+1","ANGELS AND AIRWAVES Surrender",198,4,15,-1,1.024,0.024,28,"--",38,199,54,1.084
39,"-2","JANE'S ADDICTION Underground",194,-11,-74,-9,0.459,-0.019,109,"--",24,367,106,0.714
40,"=","YOUNG THE GIANT Apartment",192,1,34,-5,0.332,-0.016,14,"--",40,192,60,0.38
41,"=","REDLIGHT KING Bullet In My Hand",188,8,50,2,0.543,0.046,140,"521",40,188,58,0.604
42,"+1","CHEVELLE Hats Off To The Bull",170,7,61,-11,0.577,0.027,7,"--",42,170,107,0.577
43,"-1","BOMBAY BICYCLE CLUB Shuffle",166,-1,13,-2,0.22,-0.001,61,"--",40,167,38,0.393
44,"+1","STAIND Eyes Wide Open",160,12,32,15,0.521,0.057,75,"--",39,160,32,0.521
45,"-1","KASABIAN Days Are Forgotten",156,4,3,6,0.299,0.023,135,"--",35,168,41,0.355
46,"=","SKRILLEX Bangarang",149,5,26,1,0.457,0.032,23,"47",45,149,49,0.476
47,"=","ADELE Set Fire To The Rain",143,-1,-29,3,0.08,-0.027,99,"4",28,257,84,0.666
48,"+2","WALK THE MOON Anna Sun",139,8,29,4,0.327,0.023,7,"--",48,139,29,0.327
49,"=","TWIN ATLANTIC Free",135,3,16,3,0.154,0.006,21,"--",47,135,37,0.154
50,"-2","KOOKS How'd You Like That",133,-3,0,2,0.177,-0.007,37,"--",44,140,42,0.206
