"Title","Artist","Spins"
"Sweater Weather","NEIGHBOURHOOD",2139
"Safe And Sound","CAPITAL CITIES",2037
"Demons","IMAGINE DRAGONS",1830
"Radioactive","IMAGINE DRAGONS",1740
"Harlem","NEW POLITICS",1678
"Get Lucky","DAFT PUNK",1406
"Came Back Haunted","NINE INCH NAILS",1284
"Out Of My League","FITZ & THE TANTRU...",1236
"If So","ATLAS GENIUS",1233
"My Songs Know Wha...","FALL OUT BOY",1189
"Ways To Go","GROUPLOVE",1185
"Up In The Air","THIRTY SECONDS TO...",1126
"Diane Young","VAMPIRE WEEKEND",1029
"Royals","LORDE",1023
"Castle Of Glass","LINKIN PARK",891
"Trying To Be Cool","PHOENIX",769
"Elephant","TAME IMPALA",699
"Recovery","FRANK TURNER",665
"Babel","MUMFORD & SONS",643
"King And Lionhear...","OF MONSTERS AND M...",624
"Same Love f/Mary ...","MACKLEMORE & RYAN...",591
"Pompeii","BASTILLE",567
"Purple Yellow Red...","PORTUGAL. THE MAN",505
"Miracle Mile","COLD WAR KIDS",502
"Out Of Time","STONE TEMPLE PILO...",450
"FKARND","PEPPER",429
"Hurricane","MS MR",418
"There's No Going ...","SICK PUPPIES",408
"Cabin By The Sea","DIRTY HEADS",379
"My God Is The Sun","QUEENS OF THE STO...",365
"Dots And Dashes (...","SILVERSUN PICKUPS",325
"Dreaming","SMALLPOOLS",310
"My Number","FOALS",281
"I Will Steal You ...","JIMMY EAT WORLD",259
"This Disorder","FEATURES",246
"Demon To Lean On","WAVVES",218
"Right Action","FRANZ FERDINAND",216
"Follow My Feet","UNLIKELY CANDIDAT...",214
"Stone","ALICE IN CHAINS",208
"Thiskidsnotalrigh...","AWOLNATION",171
"Submarines","LUMINEERS",166
"Way We Move","LANGHORNE SLIM",153
"Lightning Bolt","JAKE BUGG",152
"I Love You","SAID THE WHALE",148
"Chocolate","THE 1975",144
"Beast","NICO VEGA",143
"Hey Girl","IAMDYNAMITE",140
"Wild","ROYAL TEETH",139
"Follow Me","MUSE",135
"St. Croix","FAMILY OF THE YEA...",135
