"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",2107,18,90,25,10.275,0.187,80,"--",1,2108,963,10.275
2,"=","FOO FIGHTERS These Days",1565,27,80,-5,8.603,0.111,118,"598",2,1565,204,8.603
3,"=","YOUNG THE GIANT Cough Syrup",1485,-8,-63,-12,6.428,-0.128,194,"232",2,1548,155,7.059
4,"=","COLDPLAY Paradise",1451,-26,-83,-31,7.679,-0.144,122,"29",1,1757,369,8.687
5,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",1272,15,114,9,5.286,-0.025,90,"--",5,1272,191,5.315
6,"+1","CAGE THE ELEPHANT Aberdeen",1164,12,68,14,4.19,0.064,132,"--",6,1164,191,4.19
7,"-1","BUSH The Sound Of Winter",1147,-17,-107,-17,6.743,-0.04,174,"460",1,1806,344,9.58
8,"=","SWITCHFOOT Dark Horses",1100,-23,-47,-26,3.966,-0.123,169,"--",5,1247,121,4.784
9,"=","BLINK 182 After Midnight",1032,0,-17,6,4.227,-0.004,104,"977",9,1064,147,4.66
10,"=","CHEVELLE Face To The Floor",1003,2,12,-5,4.15,0.154,106,"--",9,1035,275,4.359
11,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",947,13,106,7,3.829,-0.019,78,"107",11,947,213,3.901
12,"+1","AWOLNATION Not Your Fault",933,15,122,2,3.091,0.008,108,"270",12,933,122,3.091
13,"-1","SEETHER Tonight",908,-22,-73,-23,4.425,-0.097,166,"209",9,1015,146,4.703
14,"=","FOO FIGHTERS Walk",896,-17,-117,-13,5.021,0.009,230,"408",1,2051,354,10.915
15,"=","FLORENCE + THE MACHINE Shake It Out",885,5,23,11,4.6,-0.041,102,"--",13,891,148,4.701
16,"=","RISE AGAINST Satellite",884,10,75,7,3.882,0.026,71,"--",14,884,189,3.882
17,"=","GOTYE Somebody That I Used To Know",745,41,198,29,4.144,0.302,41,"--",17,745,198,4.144
